utci_thres,yt_90pop90utci,yt_20pop20utci,cdf_percpoint_chg_20_v90,yt_90pop20utci,cdf_percpoint_chg_20utci_v90,cdf_percent_chg_20utci_v90,yt_20pop90utci,cdf_percpoint_chg_20pop_v90,cdf_percent_chg_20pop_v90
8,0.6691719372768121,0.6974482617957376,0.028276324518925477,0.6768189669778021,0.00764702970098996,0.27043931030964674,0.6890968730878563,0.019924935811044153,0.7046508395286063
9,0.6473914417684614,0.6767034428072474,0.02931200103878595,0.6555957494686859,0.008204307700224511,0.27989585867469385,0.667639451560444,0.020248009791982602,0.690775418750505
10,0.6250415930357843,0.6552964719176445,0.03025487888186018,0.633879880554152,0.008838287518367682,0.2921276780806029,0.6455404913900272,0.0204988983542429,0.6775402550539826
11,0.6019297762026455,0.6333518698763494,0.031422093673703855,0.6116631521544129,0.009733375951767376,0.30976217093748043,0.6226098223606956,0.02068004615805008,0.6581371175580368
12,0.5779829187777495,0.610414986941528,0.032432068163778416,0.5886677330621731,0.010684814284423583,0.3294521407166029,0.5986504149056487,0.0206674961278992,0.6372549546803673
13,0.5533327610136747,0.5864956191504886,0.033162858136813966,0.5648280008479526,0.011495239834277915,0.3466299492900792,0.5739586345296152,0.020625873515940474,0.6219570530033347
14,0.5282519075456713,0.5615514042003699,0.03329949665469856,0.5400898158615408,0.011837908315869505,0.3554981157410131,0.5486815168682464,0.020429609322575093,0.6135110549694293
15,0.5029339209930859,0.5358228801435067,0.03288895915042078,0.5147611986288689,0.011827277635783062,0.35961240310737363,0.5230294066744863,0.020095485681400405,0.6110100836421059
16,0.4769754994227728,0.509539046156739,0.032563546733966164,0.4889673127416063,0.011991813318833533,0.36825882072376326,0.4967197627740665,0.0197442633512937,0.6063302475187381
17,0.45055513143616127,0.4824129560975393,0.03185782466137804,0.4623791567253026,0.011824025289141338,0.37114980118136787,0.4700611694405588,0.01950603800439754,0.612284053030311
18,0.4237032466533083,0.45475747399376654,0.031054227340458262,0.4352510886564305,0.0115478420031222,0.37186054821197784,0.44294188180277655,0.019238635149468275,0.6195174311873372
19,0.39677698247838405,0.4264546291563617,0.02967764667797762,0.4073919368602387,0.010614954381854669,0.35767507097291257,0.41580340275557853,0.019026420277194478,0.6411027290554371
20,0.36969020489999777,0.3979645971571229,0.028274392257125136,0.37930412428873095,0.009613919388733183,0.34002214092897004,0.3884788163260806,0.018788611426082846,0.6645098241270995
21,0.34251425649809064,0.3695290685167625,0.02701481201867184,0.3511750259564012,0.008660769458310569,0.3205933638303498,0.36081703589145486,0.01830277939336422,0.6775090413627117
22,0.3150080427478408,0.3413764124604655,0.02636836971262474,0.3232965525672426,0.008288509819401824,0.3143353157489074,0.33268640159657287,0.01767835884873209,0.6704380680868557
23,0.2874040737070721,0.31341062743516257,0.026006553728090465,0.2955668981800952,0.008162824473023078,0.3138756698933994,0.3042695752100798,0.016865501503007696,0.6485096671917263
24,0.2592493052789995,0.2855068348363419,0.02625752955734245,0.26801835915180783,0.008769053872808352,0.33396340099924754,0.2752960670682026,0.016046761789203112,0.6111299143416911
25,0.23026217091502296,0.25737402925457326,0.027111858339550293,0.2402669974232366,0.010004826508213632,0.3690203151297368,0.2452383230410379,0.014976152126014941,0.5523838291884255
26,0.20088737799425796,0.2280731780514746,0.02718580005721663,0.2116769509878014,0.01078957299354344,0.3968826729702694,0.2144345262804941,0.013547148286236127,0.4983170720642432
27,0.1722183785600195,0.1976540565842293,0.02543567802420979,0.18268427109343935,0.01046589253341984,0.41146505013384577,0.1839929981620324,0.011774619602012898,0.4629174654123929
28,0.14605952455053606,0.1676818361254604,0.021622311574924336,0.15509151559670648,0.009031991046170418,0.41771625641751137,0.15584971054800895,0.009790185997472889,0.45278165396648384
29,0.12331510490892102,0.14060613653213602,0.017291031623215006,0.1307196110416952,0.007404506132774172,0.4282281297104826,0.13140760353314207,0.008092498624221053,0.4680171085544736
30,0.10391795340230506,0.11808487504972828,0.014166921647423225,0.10993042591581129,0.0060124725135062285,0.42440218581993905,0.11080625116946244,0.006888297767157381,0.4862240321919385
31,0.08705746026101421,0.09914311180513947,0.012085651544125262,0.09206535048215914,0.005007890221144923,0.4143665902380925,0.09306007841354856,0.0060026181525343475,0.4966731111366662
32,0.07200129087035216,0.08258449153117672,0.010583200660824563,0.0764194792514996,0.0044181883811474365,0.41747185211200605,0.07712961285168238,0.005128321981330217,0.4845719310901412
33,0.0581461131956325,0.06748218664058245,0.009336073444949945,0.0622069359298618,0.004060822734229294,0.4349604529327978,0.06241194475061389,0.004265831554981385,0.4569192369934549
34,0.04561582581561733,0.05358417025942322,0.00796834444380589,0.04916489414595852,0.0035490683303411874,0.44539594835160756,0.04894563789104442,0.0033298120754270896,0.41788003755478775
35,0.03446601779669701,0.04069182470857969,0.006225806911882681,0.03717942653579599,0.002713408739098984,0.43583245955156846,0.03691720515852061,0.0024511873618235994,0.3937140031029908
36,0.02481633774821007,0.02911410993605628,0.004297772187846209,0.02651726541759018,0.0017009276693801083,0.3957696208724626,0.02650021622186194,0.0016838784736518675,0.3918026363551225
37,0.01677409124047571,0.01930756779509378,0.00253347655461807,0.01751943565168222,7.453444112065083e-4,0.29419826674451754,0.0178014114386615,0.001027320198185789,0.4054982061362162
38,0.01047424922122666,0.01158867829337062,0.0011144290721439593,0.01050553258753371,3.128336630705067e-5,0.028071204430145696,0.01107116458711641,5.969153658897507e-4,0.5356243666018098
39,0.00587109796759378,0.00626169724684237,3.9059927924859055e-4,0.00568203337190364,-1.8906459569013965e-4,-0.48403723645842306,0.00618854391191923,3.1744594432544983e-4,0.8127151308013975
40,0.00293448656319927,0.00294101410807161,6.527544872340051e-6,0.00267464576370804,-2.5984079949122963e-4,-39.806819343714395,0.00308482010319499,1.5033353999572034e-4,23.030640606201988
