loc_level,region_prov_name,year_1990_utci_32,year_1990_utci_35,year_1990_utci_38,year_2020_utci_32,year_2020_utci_35,year_2020_utci_38,cdf_percpoint_chg_utci_32,cdf_percpoint_chg_utci_35,cdf_percpoint_chg_utci_38,cdf_percent_chg_utci_32,cdf_percent_chg_utci_35,cdf_percent_chg_utci_38
province,Ningxia,0.02028743707198616,0.00630569168756835,0.0011200754963721,0.03050272390543583,0.01009942358563817,0.00161930528233642,0.010215286833449671,0.0037937318980698197,4.9922978596432e-4,0.5035277150683275,0.6016361227348221,0.44571083608320544
province,Qinghai,0,0,0,8.577645256533762e-5,0,0,8.577645256533762e-5,0,0,Inf,NA,NA
province,Shaanxi,0.04048315010150073,0.01602576783060396,0.00487336762216478,0.04714144483098538,0.01815163283698592,0.00418067769857469,0.006658294729484655,0.0021258650063819585,-6.926899235900896e-4,0.16447076654832327,0.1326529267647478,-0.1421378351265018
province,Shandong,0.06486207020655577,0.02548923547595193,0.0043863955814097,0.07863311223953239,0.03894180270394767,0.01216134148521792,0.013771042032976619,0.013452567227995739,0.00777494590380822,0.2123127120229466,0.5277744497549837,1.772513618415945
province,Shanghai,0.05062680186319953,0.01895060987093311,0.00549272034783969,0.06014993470263946,0.02401654859127441,0.00597441861521515,0.009523132839439931,0.0050659387203412995,4.8169826737546034e-4,0.1881045708787358,0.26732325528539086,0.08769757731520308
province,Shanxi,0.02457127839705512,0.00736835882871736,0.00167061024444895,0.03248908560698686,0.01027403055365583,0.00221775672606369,0.007917807209931738,0.00290567172493847,5.471464816147401e-4,0.3222383093783468,0.39434449278093475,0.32751294530413716
province,Sichuan_Chongqing,0.07104754820411188,0.03335251370588817,0.009497568233625,NA,NA,NA,NA,NA,NA,NA,NA,NA
province,Tianjin,0.05834930704312528,0.02214369550746165,0.00306500028362711,0.07707984365354058,0.03818964012165184,0.00997018922696607,0.0187305366104153,0.016045944614190188,0.00690518894333896,0.3210070103586969,0.724628127621393,2.2529162493803705
province,Xinjiang,0.03681200777412265,0.01603844325383437,0.00471976580450425,0.05663179008512542,0.02782412902627718,0.00996362360710574,0.019819782311002773,0.011785685772442812,0.005243857802601491,0.5384053603545982,0.7348397588166897,1.1110419499198627
province,Xizang,0,0,0,0,0,0,0,0,0,NA,NA,NA
province,Yunnan,0.0087420008415477,3.971836287727289e-4,1.8179584522930347e-6,0.01430938427942815,0.00111234871686493,3.212841864274576e-5,0.005567383437880451,7.151650880922011e-4,3.0310460190452727e-5,0.6368545987116139,1.800590548764595,16.672801379053197
province,Zhejiang,0.07995720326486554,0.04201439354135373,0.01509282418863854,0.09168828244391553,0.04481657879096329,0.01404976358236769,0.011731079179049989,0.002802185249609561,-0.0010430606062708497,0.14671697733335817,0.06669583953059895,-0.06910970360709805
province,Sichuan,NA,NA,NA,0.07437195142808983,0.03587259249336001,0.01061292100525783,NA,NA,NA,NA,NA,NA
