loc_level,region_prov_name,utci_thres,year_1990,year_2020,cdf_percpoint_chg,cdf_percent_chg
region,Central,-26,0.9983259260422844,0.998935486316139,6.095602738546146e-4,6.105824340064234e-4
region,Eastern,-26,0.9976483339168564,0.998099225809225,4.5089189236868776e-4,4.5195473899950896e-4
region,Northeastern,-26,0.90756858791668,0.926955592817619,0.01938700490093892,0.02136147632152156
region,Western,-26,0.9882871861375296,0.990880127102302,0.002592940964772361,0.00262367154117035
region,Central,-25,0.9978932016525192,0.9986811416189983,7.879399664791897e-4,7.896035018320145e-4
region,Eastern,-25,0.997063868568174,0.9976961931115852,6.323245434112224e-4,6.341865986170648e-4
region,Northeastern,-25,0.8973472104252002,0.9162039756647754,0.018856765239575246,0.021013900773860023
region,Western,-25,0.9864223918281136,0.9892503830616752,0.0028279912335615887,0.002866917110752665
region,Central,-24,0.9973723552174372,0.9983760300610716,0.0010036748436343945,0.0010063190927480472
region,Eastern,-24,0.9963765823305596,0.99718943935525,8.12857024690361e-4,8.158130561329132e-4
region,Northeastern,-24,0.8867858325910859,0.9051981380564088,0.01841230546532291,0.020762967549362257
region,Western,-24,0.9843452572381608,0.9874503793947814,0.003105122156620621,0.003154505122859897
region,Central,-23,0.9967482356782972,0.9980117355884088,0.001263499910111654,0.0012676219178374864
region,Eastern,-23,0.9955528031287408,0.9965575704071205,0.0010047672783796147,0.001009255636890294
region,Northeastern,-23,0.8759344505807177,0.893831422541592,0.017896971960874253,0.02043186216618048
region,Western,-23,0.982062759726345,0.9854212143014196,0.0033584545750745542,0.0034197962826840096
region,Central,-22,0.9960220000153446,0.9975466432531384,0.0015246432377937769,0.0015307324916219605
region,Eastern,-22,0.9945588804483614,0.9957778756143404,0.0012189951659790088,0.001225664151155604
region,Northeastern,-22,0.8649912677874516,0.8821602267810236,0.01716895899357196,0.019848707880587263
region,Western,-22,0.9795648305982686,0.9831863996036126,0.0036215690053440497,0.003697120284659647
region,Central,-21,0.9951269066593492,0.9969473297192298,0.001820423059880616,0.0018293375927215091
region,Eastern,-21,0.9933664902554684,0.9948489085734368,0.0014824183179683592,0.0014923176214521985
region,Northeastern,-21,0.8537646506521513,0.8701844798742044,0.016419829222053095,0.01923226642085819
region,Western,-21,0.9768222418434046,0.9807498380361326,0.003927596192727978,0.004020789069376672
region,Central,-20,0.9940660050735232,0.9962186484186978,0.0021526433451746207,0.0021654933718565366
region,Eastern,-20,0.9918968475213384,0.993732997189354,0.0018361496680155964,0.0018511498172455838
region,Northeastern,-20,0.8422070400444135,0.8578999181322646,0.015692878087851136,0.01863304073903678
region,Western,-20,0.9738652849189524,0.97806912613604,0.004203841217087612,0.004316655786161909
region,Central,-19,0.9928267714241946,0.995324018563302,0.0024972471391073725,0.002515289888411359
region,Eastern,-19,0.9900832396676592,0.992333389993694,0.0022501503260348166,0.002272688028523868
region,Northeastern,-19,0.8303777056149724,0.8454531140944253,0.015075408479452879,0.01815488105896115
region,Western,-19,0.9706977708106302,0.975162416103331,0.004464645292700742,0.004599418507958779
region,Central,-18,0.9913152492357128,0.9942303450792414,0.002915095843528559,0.0029406345214360906
region,Eastern,-18,0.9877998005343034,0.9905577652072292,0.0027579646729257723,0.002792027971086836
region,Northeastern,-18,0.8182514850384006,0.8324770002748936,0.014225515236492958,0.017385260517828884
region,Western,-18,0.9672920091379936,0.9720133008081948,0.004721291670201189,0.0048809373235788305
region,Central,-17,0.9894710841483552,0.9928707968405702,0.0033997126922150622,0.0034358888770774127
region,Eastern,-17,0.9848958928046484,0.9882882657212504,0.0033923729166019934,0.0034443974651388477
region,Northeastern,-17,0.8054898628444419,0.8188206353368952,0.013330772492453291,0.01654989479988994
region,Western,-17,0.9636217127751008,0.9685441652121805,0.004922452437079672,0.00510828302415859
region,Central,-16,0.9872108954145564,0.991187528526452,0.003976633111895556,0.004028149537617958
region,Eastern,-16,0.9811949057450456,0.985430442055079,0.004235536310033372,0.0043167124953805425
region,Northeastern,-16,0.792219130892976,0.8044906992900459,0.012271568397069887,0.015490118729192493
region,Western,-16,0.9597009183706154,0.9647918850468942,0.00509096667627873,0.005304742945252357
region,Central,-15,0.9844662804346336,0.9890600484160892,0.00459376798145561,0.004666252235096869
region,Eastern,-15,0.9766180540243322,0.981860586992561,0.005242532968228741,0.005368048385575027
region,Northeastern,-15,0.7784188998513523,0.7895197732807543,0.011100873429402025,0.014260796380357491
region,Western,-15,0.95554530818642,0.9607650795436564,0.005219771357236391,0.005462610001343915
region,Central,-14,0.9811667781812492,0.9863171625040736,0.005150384322824442,0.005249244509044129
region,Eastern,-14,0.97105004710538,0.9774154271989944,0.006365380093614426,0.006555151418394034
region,Northeastern,-14,0.7640416419806325,0.774145130710041,0.010103488729408472,0.013223740924927993
region,Western,-14,0.9511511744454156,0.9564526580592656,0.005301483613849967,0.005573754999504767
region,Central,-13,0.9771516008046368,0.9828430072342864,0.005691406429649604,0.005824486625169531
region,Eastern,-13,0.9645438719287304,0.972014030839724,0.007470158910993674,0.007744758044085775
region,Northeastern,-13,0.7490300686122405,0.7583640861309068,0.009334017518666249,0.012461472389165599
region,Western,-13,0.9464993359578728,0.9518745333177056,0.005375197359832717,0.005679029192760003
region,Central,-12,0.9722961674324972,0.978571475113251,0.006275307680753794,0.006454111299569084
region,Eastern,-12,0.9572161434378632,0.9658077633172404,0.008591619879377177,0.008975632032824041
region,Northeastern,-12,0.7337825510240139,0.7425489212101448,0.008766370186130912,0.01194682290263948
region,Western,-12,0.9416469015368332,0.9470738786028164,0.005426977065983274,0.005763282454523102
region,Central,-11,0.966621438593188,0.9733554264863704,0.006733987893182358,0.0069665203194571625
region,Eastern,-11,0.94923756649399,0.9590056347017116,0.00976806820772158,0.010290435769203648
region,Northeastern,-11,0.7184963316197168,0.726491343880279,0.007995012260562206,0.011127422519387028
region,Western,-11,0.9365357551422858,0.9420840146287376,0.005548259486451768,0.005924236694635148
region,Central,-10,0.9601846283634946,0.9674355321989264,0.00725090383543181,0.007551572500999104
region,Eastern,-10,0.940722289042328,0.9518412157972838,0.011118926754955738,0.011819563418950137
region,Northeastern,-10,0.7030513616626408,0.7103935913638272,0.007342229701186365,0.010443375977286755
region,Western,-10,0.9311509698083642,0.9367945016539536,0.005643531845589411,0.006060812938583826
region,Central,-9,0.9527314570333036,0.9605011007640182,0.007769643730714537,0.00815512458768635
region,Eastern,-9,0.9315909732830618,0.944372752180246,0.012781778897184126,0.013720376499719916
region,Northeastern,-9,0.6874094883384634,0.6941657880065308,0.006756299668067456,0.009828638944740346
region,Western,-9,0.925425811441472,0.9312554001572286,0.005829588715756673,0.006299358245342568
region,Central,-8,0.9443292685799392,0.9525896487901596,0.008260380210220464,0.00874735167601258
region,Eastern,-8,0.9220001205868332,0.9365700754805196,0.014569954893686399,0.015802552047838057
region,Northeastern,-8,0.6717613683381685,0.677977643331181,0.006216274993012583,0.009253695264422044
region,Western,-8,0.9193139958086468,0.9253206988696668,0.0060067030610200245,0.006533897110678065
region,Central,-7,0.9348034636956136,0.9436926241381894,0.008889160442575816,0.009509122278423932
region,Eastern,-7,0.9118508399368668,0.928461659627697,0.016610819690830225,0.018216597455764035
region,Northeastern,-7,0.6561283945142239,0.6619630931005477,0.005834698586323794,0.0088926171083384
region,Western,-7,0.912751307137524,0.9189779630603788,0.0062266559228548735,0.006821853745005599
region,Central,-6,0.9240650258081408,0.9336730273920129,0.009608001583872094,0.010397538393436566
region,Eastern,-6,0.901146890434904,0.91994512839431275,0.018798237959408715,0.020860348250590383
region,Northeastern,-6,0.640491115542166,0.6462319646758683,0.005740849133702319,0.008963198699240001
region,Western,-6,0.905579959653148,0.912064287251297,0.006484327598148987,0.007160414195376619
region,Central,-5,0.9120629383140836,0.9226708291066692,0.010607890792585617,0.011630656555559567
region,Eastern,-5,0.8898916179137962,0.9109291292282528,0.021037511314456525,0.023640532050156277
region,Northeastern,-5,0.624830155428516,0.6306075369130234,0.005777381484507349,0.009246323075660699
region,Western,-5,0.8976798881824656,0.9045367800982969,0.006856891915831276,0.007638459996819624
region,Central,-4,0.8988190581883468,0.9105266813581891,0.011707623169842307,0.01302556177818493
region,Eastern,-4,0.8781709388519283,0.9014523635684754,0.02328142471654704,0.02651126755228757
region,Northeastern,-4,0.6087928264177798,0.6151988382672168,0.00640601184943701,0.010522482479188954
region,Western,-4,0.888974460552893,0.8962500141037888,0.007275553550895819,0.008184209866243882
region,Central,-3,0.8843556686304104,0.8973416892744194,0.012986020644009,0.014684160575484606
region,Eastern,-3,0.8659097587411797,0.891549519047512,0.025639760306332304,0.02961019903922347
region,Northeastern,-3,0.5927674565558853,0.600092150092523,0.007324693536637783,0.01235677406987882
region,Western,-3,0.8792580223476053,0.8869673637476997,0.007709341400094383,0.008768008029668652
region,Central,-2,0.8688668232351694,0.8831828881409426,0.014316064905773196,0.016476707963676476
region,Eastern,-2,0.8531324233656633,0.8810410861865067,0.027908662820843366,0.032713166275807296
region,Northeastern,-2,0.5767303099490033,0.5853925544715154,0.008662244522512075,0.015019575654482288
region,Western,-2,0.868357371269604,0.8764855563396295,0.008128185070025551,0.009360414662158659
region,Central,-1,0.8522239242124011,0.8682436343005725,0.01601971008817138,0.018797536226146546
region,Eastern,-1,0.8400259268487961,0.8698698883271345,0.029843961478338454,0.035527429004831586
region,Northeastern,-1,0.5608299450050822,0.5705528527504989,0.009722907745416731,0.017336641582732574
region,Western,-1,0.8562831377010438,0.8647160748929138,0.008432937191869994,0.009848304632636834
region,Central,0,0.8348038551072636,0.8525741714804278,0.017770316373164174,0.02128681637542375
region,Eastern,0,0.8264868834596393,0.8579171883517548,0.03143030489211551,0.038028800603041125
region,Northeastern,0,0.5446268257896717,0.5558529571300634,0.011226131340391743,0.020612520002323827
region,Western,0,0.8427919586564534,0.8515941761868874,0.008802217530433976,0.010444116653018537
region,Central,1,0.8165475536772145,0.8360915419279118,0.019543988250697253,0.023934905153635538
region,Eastern,1,0.8124406411212078,0.8451259095831741,0.03268526846196629,0.0402309618790845
region,Northeastern,1,0.5284611538164938,0.5409334552763889,0.012472301459895085,0.02360116986806195
region,Western,1,0.8278776257560881,0.8369563176041579,0.009078691848069753,0.010966224434170837
region,Central,2,0.7976107009945838,0.8188491001481697,0.02123839915358594,0.026627525341752105
region,Eastern,2,0.7976418247489546,0.8315128707059221,0.03387104595696744,0.04246397932759836
region,Northeastern,2,0.5121538303896094,0.5259586834567211,0.013804853067111766,0.026954505166172513
region,Western,2,0.8115967282128317,0.8208627222460712,0.009265994033239466,0.011416992837863644
region,Central,3,0.777993978999705,0.8005407246493991,0.022546745649694055,0.028980617149098276
region,Eastern,3,0.7820076377475123,0.817283242017976,0.03527560427046372,0.045109027799359165
region,Northeastern,3,0.4956677783886778,0.5108989808644816,0.015231202475803785,0.030728651608780265
region,Western,3,0.793764285007121,0.8032716473036353,0.009507362296514277,0.011977563712669415
region,Central,4,0.7576614302599485,0.7813114622696784,0.023650032009729927,0.031214512267855262
region,Eastern,4,0.7655268237480727,0.8026075486052894,0.037080724857216696,0.048438178398069555
region,Northeastern,4,0.4790682962118082,0.49550699703393175,0.016438700822123564,0.03431389835668775
region,Western,4,0.7743612106061374,0.7841798430631212,0.009818632456983778,0.01267965430409171
region,Central,5,0.7368262885685328,0.7611667402172287,0.024340451648695915,0.03303417919029906
region,Eastern,5,0.7484320131605665,0.7872490633156821,0.03881705015511561,0.051864497339169674
region,Northeastern,5,0.46235155270159806,0.4796497035520277,0.017298150850429628,0.037413415720902454
region,Western,5,0.7534528196445417,0.7637083355200479,0.010255515875506216,0.013611357749440086
region,Central,6,0.7156785305395323,0.7402631297580944,0.024584599218562042,0.03435145553413251
region,Eastern,6,0.7304834900025011,0.7713804584296843,0.040896968427183156,0.05598616394060203
region,Northeastern,6,0.445393771089258,0.4635178342741258,0.01812406318486781,0.040692224187472315
region,Western,6,0.7309516741490761,0.7419903397462292,0.011038665597153052,0.015101772097318897
region,Central,7,0.6942917561489799,0.7187642936529772,0.02447253750399736,0.03524820406876052
region,Eastern,7,0.7117664265153262,0.7549005680715618,0.04313414155623563,0.060601539984700074
region,Northeastern,7,0.4283458067698742,0.447049030283949,0.018703223514074774,0.04366384173365551
region,Western,7,0.7071043693919381,0.719200607166359,0.012096237774420926,0.017106721861756945
region,Central,8,0.6727520369800648,0.6969174895524495,0.02416545257238467,0.035920296400530634
region,Eastern,8,0.6924490109549303,0.7378264022328164,0.04537739127788609,0.06553174394069514
region,Northeastern,8,0.41071180037617894,0.4304656873212426,0.019753886945063637,0.04809671143359082
region,Western,8,0.6819900055173843,0.6953499020855305,0.013359896568146179,0.01958957823437726
region,Central,9,0.6510407919169335,0.6750384697279335,0.02399767781099993,0.03686048264401503
region,Eastern,9,0.6726076939089803,0.7202060129791007,0.047598319070120354,0.07076683704507479
region,Northeastern,9,0.3925050020028404,0.4137722591632075,0.021267257160367092,0.054183404165160653
region,Western,9,0.6555145229894378,0.6705084648799797,0.014993941890541929,0.022873546450447632
region,Central,10,0.6291134977762215,0.653435888999381,0.02432239122315949,0.03866137240598687
region,Eastern,10,0.6521599276999211,0.7017211839784827,0.04956125627856156,0.07599555595719801
region,Northeastern,10,0.3738305169917086,0.3971234670067306,0.023292950015022018,0.062308851087025205
region,Western,10,0.628233597990847,0.6448409499668637,0.016607351976016704,0.026434994927251033
region,Central,11,0.6070253231526703,0.63202631566729,0.025000992514619624,0.04118607834146605
region,Eastern,11,0.631147679487996,0.6824602044131908,0.05131252492519478,0.08130034632595161
region,Northeastern,11,0.3549963965324954,0.3800110815065584,0.025014684974063006,0.07046461659442009
region,Western,11,0.6002364759141385,0.6183216487031543,0.01808517278901578,0.030130079584838147
region,Central,12,0.5846053970074857,0.6102814184561005,0.025676021448614805,0.043920260709269555
region,Eastern,12,0.6096814067936972,0.6622386735616832,0.052557266767986,0.08620447693227788
region,Northeastern,12,0.33593693801245944,0.3622573529403485,0.026320414927889058,0.07834927318088751
region,Western,12,0.5715896847452132,0.5910032414643756,0.01941355671916234,0.03396414812456938
region,Central,13,0.5616652926132477,0.5881496816964912,0.026484389083243465,0.047153330340246116
region,Eastern,13,0.587731732957379,0.6410422273973352,0.05331049443995617,0.09070548934240058
region,Northeastern,13,0.31669905289440037,0.3436907030767303,0.026991650182329907,0.085228073578514807
region,Western,13,0.5424696879950172,0.5629809722501679,0.020511284255150697,0.037810931576584425
region,Central,14,0.5384200997221289,0.5656176951889633,0.027197595466834423,0.05051370756936958
region,Eastern,14,0.5652131121011903,0.6189964675100628,0.05378335540887247,0.09515588767736091
region,Northeastern,14,0.2970737416073347,0.3242415641546499,0.0271678225473152,0.09145144367294843
region,Western,14,0.5127458347796167,0.533967460025917,0.021221625246300335,0.041388196269642255
region,Central,15,0.5145502921470678,0.5424116126568207,0.027861320509752874,0.054146933613613814
region,Eastern,15,0.5421154180319386,0.595851679213875,0.05373626118193642,0.0991232851797817
region,Northeastern,15,0.2770079910264721,0.30410145874659245,0.027093467720120334,0.09780753118248911
region,Western,15,0.4822522602935708,0.5041258783093973,0.021873618015826435,0.045357212017027936
region,Central,16,0.4901802141040999,0.5189148848336066,0.028734670729506695,0.05862062544083898
region,Eastern,16,0.5182506273068402,0.571725106752184,0.05347447944534378,0.10318266226368346
region,Northeastern,16,0.25631883299613006,0.28362245266519787,0.027303619669067802,0.10652209730324434
region,Western,16,0.4509832915821511,0.4734134637455221,0.02243017216337101,0.049736148948403176
region,Central,17,0.465358702993815,0.4949732854620553,0.029614582468240336,0.06363818335773971
region,Eastern,17,0.4935854289278399,0.5466931284154274,0.05310769948758748,0.10759576027790642
region,Northeastern,17,0.23540595554453744,0.26289553899481183,0.027489583450274385,0.11677522510713845
region,Western,17,0.4192583002549616,0.44201992391083794,0.022761623655876362,0.054290215940947247
region,Central,18,0.4396605930072762,0.470504437785297,0.030843844778020768,0.07015376239896559
region,Eastern,18,0.4682084687388721,0.5206739208244613,0.05246545208558917,0.11205575206041404
region,Northeastern,18,0.21452246213777015,0.24177433392169703,0.02725187178392688,0.1270350503735373
region,Western,18,0.3874140709846555,0.4102962859403618,0.022882214955706304,0.05906397487718666
region,Central,19,0.4131236872124958,0.4450556760435665,0.03193198883107068,0.07729401585885348
region,Eastern,19,0.44230488134732054,0.4937193157820699,0.051414434434749356,0.11624206876970028
region,Northeastern,19,0.19376706417561007,0.22039062736976764,0.026623563194157568,0.13739983782810877
region,Western,19,0.35582122498411173,0.3786831506514496,0.022861925667337857,0.06425115777834416
region,Central,20,0.3858682816133935,0.41866178392601416,0.03279350231262068,0.08498626053300987
region,Eastern,20,0.4157294239657832,0.46595748613570215,0.05022806216991893,0.12081911761447266
region,Northeastern,20,0.17350415047561107,0.19959112887961605,0.02608697840400498,0.15035362746363778
region,Western,20,0.3250141248798382,0.3479560221394625,0.022941897259624255,0.07058738529627338
region,Central,21,0.3583783138276888,0.39128602278029295,0.03290770895260414,0.09182394046428388
region,Eastern,21,0.3882061156017429,0.4376413631875535,0.04943524758581058,0.1273427841526478
region,Northeastern,21,0.15404932116035097,0.1789249512882498,0.02487563012789884,0.16147834953459891
region,Western,21,0.2951455560619767,0.31827619727915274,0.023130641217176062,0.07837028456670692
region,Central,22,0.3304327791608336,0.3632446357292873,0.0328118565684537,0.09929964167532841
region,Eastern,22,0.35946565602428543,0.40882995645264697,0.04936430042836154,0.1373268895124337
region,Northeastern,22,0.13580678694183568,0.15939745692357452,0.023590669981738838,0.1737075923299947
region,Western,22,0.2659428294891164,0.28964135549134423,0.023698526002227827,0.08911135542835788
region,Central,23,0.30204441642489305,0.3346214214165777,0.032577004991684644,0.10785501476000735
region,Eastern,23,0.32928778129882436,0.3793153027955149,0.05002752149669054,0.15192644348771392
region,Northeastern,23,0.11903260093816548,0.14090787595323062,0.021875275015065143,0.183775493794585
region,Western,23,0.23740010928620364,0.2616440559253368,0.02424394663913315,0.10212272737374882
region,Central,24,0.27308542832482935,0.30549152602524987,0.03240609770042052,0.11866652094623721
region,Eastern,24,0.2977573670250565,0.34933817706720505,0.05158081004214854,0.1732310120736928
region,Northeastern,24,0.10352777467835046,0.12344195958336222,0.01991418490501176,0.19235596405778999
region,Western,24,0.2095645233919898,0.23439494350539525,0.024830420113405444,0.11848579955949995
region,Central,25,0.2439073440619788,0.27575946745160596,0.031852123389627146,0.1305910796254387
region,Eastern,25,0.2647227176879379,0.31859721866719865,0.05387450097926072,0.20351294913332446
region,Northeastern,25,0.08911255151785331,0.10711596912601816,0.018003417608164846,0.20203009903221028
region,Western,25,0.18234749124733896,0.20759164849017828,0.02524415724283932,0.13843983852016783
region,Central,26,0.21519809956523975,0.2456480579973134,0.030449958432073654,0.14149733893371305
region,Eastern,26,0.230665679069544,0.28596961833022966,0.055303939260685664,0.23975798863432968
region,Northeastern,26,0.07562197539746207,0.09192546783958667,0.016303492442124604,0.2155919936821931
region,Western,26,0.15623646788837608,0.1807505272337592,0.024514059345383116,0.15690356852471413
region,Central,27,0.18727991824210433,0.21663258248526648,0.029352664243162158,0.15673150927595333
region,Eastern,27,0.19723048913074537,0.25123989219165666,0.05400940306091129,0.2738390159601952
region,Northeastern,27,0.0629061261939609,0.0775462821318199,0.014640155937859,0.23273020965745753
region,Western,27,0.13205066756891684,0.15395006310556006,0.021899395536643218,0.16584085442214058
region,Central,28,0.16123274823943462,0.189408060770558,0.028175312531123375,0.1747493163689199
region,Eastern,28,0.1669236655047796,0.21528212286011697,0.048358457355337364,0.28970402254887395
region,Northeastern,28,0.0511149273656422,0.06425589462184295,0.013140967256200745,0.25708668550380603
region,Western,28,0.11047511090547622,0.12878183764432838,0.018306726738852155,0.1657090596135776
region,Central,29,0.1376476682364343,0.16448244410322344,0.026834775866789146,0.19495263676167515
region,Eastern,29,0.14076924560321633,0.18107995357957676,0.04031070797636044,0.28636019042102057
region,Northeastern,29,0.04019867780213219,0.05195464711708595,0.011755969314953763,0.2924466663510562
region,Western,29,0.09184221989504118,0.10703146394996955,0.015189244054928372,0.16538411280004875
region,Central,30,0.11644258517751538,0.14207944316948343,0.02563685799196805,0.22016737221081922
region,Eastern,30,0.11890769145142696,0.15211197831632314,0.03320428686489618,0.2792442310467353
region,Northeastern,30,0.03031643358822676,0.04061844037737727,0.010302006789150508,0.33981592060192867
region,Western,30,0.0757952927673467,0.08853285686822426,0.012737564100877563,0.168052178912686
region,Central,31,0.09758252502885156,0.12223592053227748,0.02465339550342592,0.25264150006506614
region,Eastern,31,0.09986300387694548,0.12809435025056437,0.02823134637361889,0.28270075280738094
region,Northeastern,31,0.02155986593399526,0.03060005639152212,0.00904019045752686,0.41930643192323513
region,Western,31,0.06174834634475466,0.07256434943360061,0.010816003088845956,0.1751626355863495
region,Central,32,0.08078268834611808,0.10448438639519056,0.023701698049072475,0.29340070916582006
region,Eastern,32,0.0821524085446982,0.10720214859199367,0.025049740047295474,0.3049179018733966
region,Northeastern,32,0.01417471619787777,0.02216609162259448,0.007991375424716708,0.5637767496123254
region,Western,32,0.04929915962365093,0.05870129182263054,0.009402132198979611,0.19071587164477755
region,Central,33,0.06556042682462622,0.08804668703252157,0.022486260207895348,0.3429852625585549
region,Eastern,33,0.06534860292705502,0.08780170432676997,0.022453101399714945,0.3435896162122713
region,Northeastern,33,0.00854717381137968,0.01505545912975154,0.006508285318371859,0.7614546588144433
region,Western,33,0.03822453503578484,0.0464443961574762,0.00821986112169136,0.2150414940036847
region,Central,34,0.05189287429925694,0.07250751916301795,0.020614644863761016,0.3972538646612643
region,Eastern,34,0.04974318777537692,0.06971075972871517,0.019967571953338252,0.40141319538074083
region,Northeastern,34,0.00472152253824107,0.00946387442888185,0.00474235189064078,1.0044115753405827
region,Western,34,0.02853336089881057,0.03574725521842416,0.007213894319613591,0.25282315480453293
region,Central,35,0.03975471450688574,0.05772980785736107,0.017975093350475334,0.4521499795291436
region,Eastern,35,0.03589519767124975,0.05276667195908083,0.016871474287831083,0.47002037549285564
region,Northeastern,35,0.00247986370946598,0.00531769998734405,0.0028378362778780698,1.1443517105579872
region,Western,35,0.02037686162564243,0.02651170908187715,0.006134847456234719,0.3010692995291567
region,Central,36,0.02918164015020215,0.04388414426985623,0.014702504119654076,0.5038272024457209
region,Eastern,36,0.0242941092727097,0.03770537332860527,0.013411264055895569,0.5520376938026225
