stats_type,popgrp,age_group_m3,Prov_En_1990,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,88,0_14,Zhejiang,0.00606367244250025,0.9915157291047724,0.9365709554165856,-10
within-group,1,0_14,Anhui,0.00815903213514205,0.9676304680943172,0.92939094912472,-9
within-group,4,0_14,Beijing,0.00187020855252295,0.847255799486483,0.92939094912472,-9
within-group,7,0_14,Fujian,0.00576178991622385,0.9985720079695788,0.92939094912472,-9
within-group,10,0_14,Gansu,0.00347206328980528,0.8271196747305498,0.92939094912472,-9
within-group,13,0_14,Guangdong,0.01715405353434751,0.998570514274501,0.92939094912472,-9
within-group,16,0_14,Guangxi,0.00854635802776593,0.9983095339594014,0.92939094912472,-9
within-group,19,0_14,Guizhou,0.00666968621359777,0.9915278928659392,0.92939094912472,-9
within-group,22,0_14,Hainan,0.00143857438888176,1,0.92939094912472,-9
within-group,25,0_14,Hebei,0.01047287258744416,0.8698861856406539,0.92939094912472,-9
within-group,28,0_14,Heilongjiang,0.00234773793585919,0.6394688370859042,0.92939094912472,-9
within-group,31,0_14,Henan,0.0158942652598008,0.955846104923834,0.92939094912472,-9
within-group,34,0_14,Hubei,0.0067778895560246,0.9842356005086936,0.92939094912472,-9
within-group,37,0_14,Hunan,0.00922473636990096,0.9896047221197246,0.92939094912472,-9
within-group,40,0_14,Inner Mongolia,0.0023695344847058,0.6664240220734966,0.92939094912472,-9
within-group,43,0_14,Jiangsu,0.00900905712673314,0.9624768735689638,0.92939094912472,-9
within-group,46,0_14,Jiangxi,0.00716065594808189,0.992772810282144,0.92939094912472,-9
within-group,49,0_14,Jilin,0.00184261845024983,0.665690059291077,0.92939094912472,-9
within-group,52,0_14,Liaoning,0.00341922056900947,0.7478274989375305,0.92939094912472,-9
within-group,55,0_14,Ningxia,0.00105941200851006,0.7890715266580277,0.92939094912472,-9
within-group,58,0_14,Qinghai,8.897853087352225e-4,0.7064167393693985,0.92939094912472,-9
within-group,61,0_14,Shaanxi,0.00494501940169968,0.9268221181103724,0.92939094912472,-9
within-group,64,0_14,Shandong,0.0132681820105458,0.9127013894570492,0.92939094912472,-9
within-group,67,0_14,Shanghai,0.00175819768793889,0.9715976643685752,0.92939094912472,-9
within-group,70,0_14,Shanxi,0.00408244315435452,0.8433027217244976,0.92939094912472,-9
within-group,73,0_14,Sichuan,0.01337774208945019,0.9911163180139612,0.92939094912472,-9
within-group,76,0_14,Tianjin,0.00134811687091403,0.8515054095720693,0.92939094912472,-9
within-group,79,0_14,Tibet,6.44329308226729e-4,0.6652890015424555,0.92939094912472,-9
within-group,82,0_14,Xinjiang,0.0041901189572254496,0.7807394058531313,0.92939094912472,-9
within-group,85,0_14,Yunnan,0.006666392519298,0.9976957724580192,0.92939094912472,-9
within-group,88,0_14,Zhejiang,0.00606367244250025,0.989494476873005,0.92939094912472,-9
within-group,1,0_14,Anhui,0.00815903213514205,0.9596723052223644,0.9216392175425012,-8
within-group,4,0_14,Beijing,0.00187020855252295,0.8302873042437872,0.9216392175425012,-8
within-group,7,0_14,Fujian,0.00576178991622385,0.9979833160137894,0.9216392175425012,-8
within-group,10,0_14,Gansu,0.00347206328980528,0.8103885982687227,0.9216392175425012,-8
within-group,13,0_14,Guangdong,0.01715405353434751,0.9981338200448796,0.9216392175425012,-8
within-group,16,0_14,Guangxi,0.00854635802776593,0.9974942463627964,0.9216392175425012,-8
within-group,19,0_14,Guizhou,0.00666968621359777,0.9889486165720583,0.9216392175425012,-8
within-group,22,0_14,Hainan,0.00143857438888176,1,0.9216392175425012,-8
within-group,25,0_14,Hebei,0.01047287258744416,0.854732263272288,0.9216392175425012,-8
within-group,28,0_14,Heilongjiang,0.00234773793585919,0.6235013507653268,0.9216392175425012,-8
within-group,31,0_14,Henan,0.0158942652598008,0.9441869896749214,0.9216392175425012,-8
within-group,34,0_14,Hubei,0.0067778895560246,0.9793374037955496,0.9216392175425012,-8
within-group,37,0_14,Hunan,0.00922473636990096,0.9867987452848266,0.9216392175425012,-8
within-group,40,0_14,Inner Mongolia,0.0023695344847058,0.6509075022467857,0.9216392175425012,-8
within-group,43,0_14,Jiangsu,0.00900905712673314,0.9541918327696702,0.9216392175425012,-8
within-group,46,0_14,Jiangxi,0.00716065594808189,0.9908898014345634,0.9216392175425012,-8
within-group,49,0_14,Jilin,0.00184261845024983,0.648993749401834,0.9216392175425012,-8
within-group,52,0_14,Liaoning,0.00341922056900947,0.7306206749775901,0.9216392175425012,-8
within-group,55,0_14,Ningxia,0.00105941200851006,0.7719520095991178,0.9216392175425012,-8
