stats_type,popgrp,age_group_m3,all_locations,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,1,0_14,1,0.27686857948860366,0.9994214661168342,0.9993966870360662,-40
within-group,1,0_14,1,0.27686857948860366,0.9992164269820684,0.999182585655617,-39
within-group,1,0_14,1,0.27686857948860366,0.998957217397564,0.9989141485268273,-38
within-group,1,0_14,1,0.27686857948860366,0.9986355870119812,0.9985792574813724,-37
within-group,1,0_14,1,0.27686857948860366,0.9982480748406202,0.9981752848959914,-36
within-group,1,0_14,1,0.27686857948860366,0.9978217433146568,0.99773349749811,-35
within-group,1,0_14,1,0.27686857948860366,0.9973330156547736,0.9972260991820086,-34
within-group,1,0_14,1,0.27686857948860366,0.9967746947632228,0.9966449608742592,-33
within-group,1,0_14,1,0.27686857948860366,0.996131322224209,0.9959766422935268,-32
within-group,1,0_14,1,0.27686857948860366,0.9954228861401816,0.9952394556846202,-31
within-group,1,0_14,1,0.27686857948860366,0.994636663047482,0.9944234381317406,-30
within-group,1,0_14,1,0.27686857948860366,0.9937412146898804,0.9934891162574958,-29
within-group,1,0_14,1,0.27686857948860366,0.9927613279084432,0.9924711948592352,-28
within-group,1,0_14,1,0.27686857948860366,0.9916564675364848,0.9913322402814968,-27
within-group,1,0_14,1,0.27686857948860366,0.9904843199754668,0.9901245133606308,-26
within-group,1,0_14,1,0.27686857948860366,0.9891973915538548,0.9888031807989311,-25
within-group,1,0_14,1,0.27686857948860366,0.9878070435653392,0.9873814999277708,-24
within-group,1,0_14,1,0.27686857948860366,0.9862557605186226,0.98579453097899,-23
within-group,1,0_14,1,0.27686857948860366,0.9845942905866356,0.984100219793578,-22
within-group,1,0_14,1,0.27686857948860366,0.9828038349632728,0.9822685524130428,-21
within-group,1,0_14,1,0.27686857948860366,0.9808462746910108,0.9802682846130212,-20
within-group,1,0_14,1,0.27686857948860366,0.9787187545324214,0.9780996856112736,-19
within-group,1,0_14,1,0.27686857948860366,0.9763412603690532,0.9756831960206714,-18
within-group,1,0_14,1,0.27686857948860366,0.9736717767399156,0.9729722738639154,-17
within-group,1,0_14,1,0.27686857948860366,0.9706664071820096,0.9699221636874824,-16
within-group,1,0_14,1,0.27686857948860366,0.9672497114772134,0.966462652228982,-15
within-group,1,0_14,1,0.27686857948860366,0.9634368878345017,0.9625978080656244,-14
within-group,1,0_14,1,0.27686857948860366,0.9592428434720004,0.9583500740400064,-13
within-group,1,0_14,1,0.27686857948860366,0.9546296643689028,0.953671024033721,-12
within-group,1,0_14,1,0.27686857948860366,0.9496720708588192,0.9486426833085388,-11
within-group,1,0_14,1,0.27686857948860366,0.9444706409011036,0.9433675602282988,-10
within-group,1,0_14,1,0.27686857948860366,0.938795701002342,0.9375880255879864,-9
within-group,1,0_14,1,0.27686857948860366,0.9326730170483752,0.9313756434697592,-8
within-group,1,0_14,1,0.27686857948860366,0.925967366654295,0.9245688855540196,-7
within-group,1,0_14,1,0.27686857948860366,0.9185650186275558,0.9170437181055762,-6
within-group,1,0_14,1,0.27686857948860366,0.9103220497927104,0.9086771234856804,-5
within-group,1,0_14,1,0.27686857948860366,0.9012200068693336,0.8994330174046916,-4
within-group,1,0_14,1,0.27686857948860366,0.8912627119688031,0.8893154038829048,-3
within-group,1,0_14,1,0.27686857948860366,0.8804418550569518,0.8783484299546503,-2
within-group,1,0_14,1,0.27686857948860366,0.8688712005109274,0.866638307036848,-1
within-group,1,0_14,1,0.27686857948860366,0.8564988999721054,0.8540769026505812,0
within-group,1,0_14,1,0.27686857948860366,0.8432638425476485,0.8406835208924559,1
within-group,1,0_14,1,0.27686857948860366,0.8291258345541986,0.82639210301186,2
within-group,1,0_14,1,0.27686857948860366,0.8139614833424045,0.8110613283687508,3
within-group,1,0_14,1,0.27686857948860366,0.7979842592757326,0.7949163839508365,4
within-group,1,0_14,1,0.27686857948860366,0.7813397746432579,0.7781088900290918,5
within-group,1,0_14,1,0.27686857948860366,0.763861345272416,0.7604784053755972,6
within-group,1,0_14,1,0.27686857948860366,0.745662050890343,0.74211104005827,7
within-group,1,0_14,1,0.27686857948860366,0.7266716850280664,0.7229830246448529,8
within-group,1,0_14,1,0.27686857948860366,0.7068261397102686,0.7029943366358957,9
within-group,1,0_14,1,0.27686857948860366,0.6863429239164557,0.6823786570648656,10
within-group,1,0_14,1,0.27686857948860366,0.665119715897668,0.6610390818582033,11
within-group,1,0_14,1,0.27686857948860366,0.6431394760895985,0.6389797378216832,12
within-group,1,0_14,1,0.27686857948860366,0.6202990457126135,0.6160853866767381,13
within-group,1,0_14,1,0.27686857948860366,0.5965609105843052,0.5923057584758211,14
within-group,1,0_14,1,0.27686857948860366,0.572278678733308,0.568014610838548,15
within-group,1,0_14,1,0.27686857948860366,0.5470493757445675,0.5427752085017842,16
within-group,1,0_14,1,0.27686857948860366,0.5212731679160065,0.516989370643271,17
within-group,1,0_14,1,0.27686857948860366,0.494777524476485,0.4904971018690062,18
within-group,1,0_14,1,0.27686857948860366,0.46763959396179866,0.46341588158663793,19
within-group,1,0_14,1,0.27686857948860366,0.4398881343224769,0.4357010004513072,20
within-group,1,0_14,1,0.27686857948860366,0.41172202684395576,0.4076336000524098,21
within-group,1,0_14,1,0.27686857948860366,0.3828001210008289,0.37880692488720913,22
within-group,1,0_14,1,0.27686857948860366,0.3534319495061026,0.3495921253753086,23
within-group,1,0_14,1,0.27686857948860366,0.32348891707956823,0.3198780587117565,24
within-group,1,0_14,1,0.27686857948860366,0.2928368527867435,0.28956201073888543,25
