share_time,share_gr-40,share_gr-39,share_gr-38,share_gr-37,share_gr-36,share_gr-35,share_gr-34,share_gr-33,share_gr-32,share_gr-31,share_gr-30,share_gr-29,share_gr-28,share_gr-27,share_gr-26,share_gr-25,share_gr-24,share_gr-23,share_gr-22,share_gr-21,share_gr-20,share_gr-19,share_gr-18,share_gr-17,share_gr-16,share_gr-15,share_gr-14,share_gr-13,share_gr-12,share_gr-11,share_gr-10,share_gr-9,share_gr-8,share_gr-7,share_gr-6,share_gr-5,share_gr-4,share_gr-3,share_gr-2,share_gr-1,share_gr0,share_gr1,share_gr2,share_gr3,share_gr4,share_gr5,share_gr6,share_gr7,share_gr8,share_gr9,share_gr10,share_gr11,share_gr12,share_gr13,share_gr14,share_gr15,share_gr16,share_gr17,share_gr18,share_gr19,share_gr20,share_gr21,share_gr22,share_gr23,share_gr24,share_gr25,share_gr26,share_gr27,share_gr28,share_gr29,share_gr30,share_gr31,share_gr32,share_gr33,share_gr34,share_gr35,share_gr36,share_gr37,share_gr38,share_gr39,share_gr40
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.530410984379521e-5,2.1713703930281074e-4,9.319451566210049e-4,0.002076583204675094,0.004131533537153268,0.006124652386006126,0.007614138417142012,0.011028349426931454,0.013557398642613478,0.018134835804199688,0.02730472629918211,0.048676150970239945,0.0780606777687807,0.12138923448981061,0.16270688938064842,0.20607911760220404,0.2624242671355751,0.31544867334134874,0.3726769399135171
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2920560495801535e-5,1.0107800586235191e-4,3.754649989233407e-4,0.0013356629230583568,0.002248965662123752,0.003989502916341849,0.006209282891341267,0.0072928849933829535,0.010142379315490436,0.013670163703046254,0.019994448105940935,0.031104683593189485,0.05575739739914669,0.08682076735027763,0.14800217214356626,0.1936498104642821,0.24860237300371418,0.28669923156753574,0.34272568362128564,0.418817575129406,0.5387329851357854,0.7559167439025062,0.9188528663280897
0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7045478227148345e-5,1.238706377118325e-4,4.3527728667973635e-4,0.001344640676842635,0.002216406128737425,0.0037865417822137153,0.005835862647728224,0.007208139470561609,0.00959780985747526,0.014457205996630907,0.021953793347941973,0.0328559494229263,0.05915221837772019,0.09747143449674614,0.15538251835041705,0.20120668614794524,0.2508813486449467,0.29304149064758,0.34826175319122243,0.42865404627075504,0.5821078683443142,0.7816984086493712,0.9538779624726442,0.9992864315155888
0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2920560495801535e-5,8.722798356525368e-5,3.8435329466279334e-4,0.0011585264095132553,0.001900763002360997,0.0031337664291216935,0.005093421579349452,0.007056501694721961,0.008348365320047695,0.013226186621507234,0.020707630003801405,0.03140305492705424,0.05562748834340913,0.09334677964425393,0.15225663700896067,0.19849460896748033,0.24576157847646599,0.2890388022544169,0.34055407680342475,0.4199011740365174,0.5661533423477648,0.7619006947586526,0.9425623952130797,0.9997964446088599,1.0000000000000002
0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2920560495801535e-5,8.722798356525368e-5,3.843532946627933e-4,0.0010507997539622618,0.0017035751070542835,0.00254472354310753,0.004180467087672842,0.00611657879746062,0.007400646793165843,0.011583436595073979,0.01856631431890451,0.028220715974522446,0.050020213364721386,0.08555045352896434,0.14021638610291523,0.19129849840901758,0.23582534564048552,0.27336410102208186,0.32520141494767113,0.39914582775059204,0.5289122011015824,0.7280177733709894,0.9178476646175472,0.999061137819556,1,1.0000000000000002
0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2920560495801535e-5,7.449299189830248e-5,1.7381378616586685e-4,5.245819748570115e-4,0.0014469838750532339,0.0020510013987851596,0.003279487194282166,0.0050231203358372615,0.007056501694721961,0.008977859216973869,0.01633368433475194,0.024952816791975363,0.042281309729419285,0.07794680087264795,0.13093581683690256,0.17760602450857788,0.22597799895682974,0.2628770015207165,0.31103188365868817,0.37173780616400814,0.47857029021780806,0.6818043736204251,0.8606619193710426,0.9949496524692341,1,1,1.0000000000000002
0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.449299189830248e-5,1.3797944935289033e-4,4.8414054873551935e-4,0.001164587192050186,0.0017391378748026112,0.002507732641572166,0.0042211896676495,0.006222011493147873,0.0081723023030405,0.014102335517598475,0.02143036793780735,0.03518140810323624,0.06488903819010584,0.11318131191027868,0.16202134362877868,0.21011910041526888,0.25006703442741096,0.2921787157291902,0.34893567578712514,0.4334064090542071,0.625709492552244,0.801496419668596,0.9711177002499005,0.9996121865959606,1,1,1.0000000000000002
0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7045478227148345e-5,8.722798356525368e-5,4.1691602297929265e-4,6.674752268149623e-4,0.0015534006092335676,0.0021032321172425902,0.003134942163425115,0.0049474643893562265,0.00774866095204843,0.01215735787658245,0.018578835250249916,0.030877230124360187,0.05145149735290774,0.09490808770566404,0.14618341021900855,0.19549787309345035,0.23601780503913716,0.2747031441812625,0.3279837358629052,0.39591497378339324,0.5442630610167188,0.7435044305981708,0.9105696903632786,0.9980121751504428,1,1,1,1.0000000000000002
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2920560495801535e-5,8.722798356525368e-5,1.874273836302118e-4,5.245819748570115e-4,0.001270713187584837,0.0017498696452515044,0.002542979111233432,0.004086146359124992,0.006167736019380144,0.009990092968825802,0.01642002412772928,0.026053540524810626,0.040025030872131044,0.07995554293004356,0.13025375994878102,0.17958131564706906,0.22455718475481815,0.2598234757628732,0.30950384760009264,0.365452276264104,0.4785471525335,0.6733643329740123,0.8489806827684631,0.9814260114588217,0.999134883197794,1,1,1,1.0000000000000002
0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7045478227148345e-5,1.061164107441336e-4,4.4079173615719683e-4,0.0010203904085819202,0.0015421288955855487,0.0020260585789296935,0.0031737925143207816,0.0052757242949832295,0.007711500719213931,0.01390853105334427,0.02061462558648456,0.03583701416446096,0.06600434677917784,0.11939284403246128,0.15867722299711007,0.21025838659106216,0.24322194126219282,0.2820077290089366,0.3373768976631213,0.42039722847986555,0.6060683366298303,0.7945053757032449,0.942096235731354,0.9959089653977113,0.9996121865959606,1,1,1,1.0000000000000002
0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7045478227148345e-5,8.722798356525368e-5,3.587746837030314e-4,5.566878281588662e-4,0.0013817721553055818,0.0018122027329138771,0.0023534494635498197,0.004091938767527446,0.006752478529382337,0.01118661987780888,0.01671208547450366,0.030540139431736835,0.05289219680031198,0.1019866631729467,0.1428899675697336,0.1911191765632346,0.23280076595000357,0.2663092127670969,0.31823871320787894,0.3851367554396544,0.522396287981881,0.7160172993455894,0.883958998745434,0.9779590713214679,0.9988397547180541,1,1,1,1,1.0000000000000002
