stats_type,popgrp,age_group_m3,Prov_En,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,40,0_14,Jiangsu,0.01408569897696787,0.9970456078444994,0.978561898032866,-22
within-group,43,0_14,Jiangxi,0.0106032824765449,0.9999960581252556,0.978561898032866,-22
within-group,46,0_14,Jilin,0.0057061550879989,0.8603513082517662,0.978561898032866,-22
within-group,49,0_14,Liaoning,0.00810496095245003,0.906365905279321,0.978561898032866,-22
within-group,52,0_14,Neimenggu,0.00539920110087013,0.8518175147302726,0.978561898032866,-22
within-group,55,0_14,Ningxia,0.00138936690749664,0.9596163851428898,0.978561898032866,-22
within-group,58,0_14,Qinghai,0.00121246590503282,0.88185418909608,0.978561898032866,-22
within-group,61,0_14,Shaanxi,0.00839880110366433,0.991102567853081,0.978561898032866,-22
within-group,64,0_14,Shandong,0.01985728082783897,0.9880374050875635,0.978561898032866,-22
within-group,67,0_14,Shanghai,0.00215114145344414,0.9973062623390204,0.978561898032866,-22
within-group,70,0_14,Shanxi,0.0071604878943872,0.9660883042763216,0.978561898032866,-22
within-group,73,0_14,Sichuan,0.02198023969698392,0.9982128950581792,0.978561898032866,-22
within-group,76,0_14,Tianjin,0.00176456591592749,0.9728150502518051,0.978561898032866,-22
within-group,79,0_14,Xinjiang,0.00443144600832027,0.9365304799808252,0.978561898032866,-22
within-group,82,0_14,Xizang,6.912305121974087e-4,0.8843388206436361,0.978561898032866,-22
within-group,85,0_14,Yunnan,0.01035317309808648,0.999970122711545,0.978561898032866,-22
within-group,88,0_14,Zhejiang,0.00853805721472757,0.9997514945131596,0.978561898032866,-22
within-group,1,0_14,Anhui,0.01410859002896082,0.997444842683942,0.9761587929343336,-21
within-group,4,0_14,Beijing,0.00192930046313546,0.957177015169928,0.9761587929343336,-21
within-group,7,0_14,Fujian,0.00836499261741459,1,0.9761587929343336,-21
within-group,10,0_14,Gansu,0.00553588132726672,0.9616063734212598,0.9761587929343336,-21
within-group,13,0_14,Guangdong,0.01662764777845244,1,0.9761587929343336,-21
within-group,16,0_14,Guangxi,0.01247369584553776,1,0.9761587929343336,-21
within-group,19,0_14,Guizhou,0.00936294712703839,0.9998974963728308,0.9761587929343336,-21
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9761587929343336,-21
within-group,25,0_14,Hebei,0.01568965512254203,0.9732598195073052,0.9761587929343336,-21
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.8240384087581432,0.9761587929343336,-21
within-group,31,0_14,Henan,0.02215767763694521,0.9935944086449208,0.9761587929343336,-21
within-group,34,0_14,Hubei,0.01358416131756542,0.99830306088,0.9761587929343336,-21
within-group,37,0_14,Hunan,0.01500601692425047,0.9991129971373844,0.9761587929343336,-21
within-group,40,0_14,Jiangsu,0.01408569897696787,0.996034735228943,0.9761587929343336,-21
within-group,43,0_14,Jiangxi,0.0106032824765449,0.9999860842820032,0.9761587929343336,-21
within-group,46,0_14,Jilin,0.0057061550879989,0.851788896051842,0.9761587929343336,-21
within-group,49,0_14,Liaoning,0.00810496095245003,0.8977442519876918,0.9761587929343336,-21
within-group,52,0_14,Neimenggu,0.00539920110087013,0.8396989479932541,0.9761587929343336,-21
within-group,55,0_14,Ningxia,0.00138936690749664,0.9502508655289998,0.9761587929343336,-21
within-group,58,0_14,Qinghai,0.00121246590503282,0.8678008207301788,0.9761587929343336,-21
within-group,61,0_14,Shaanxi,0.00839880110366433,0.9888745848752294,0.9761587929343336,-21
within-group,64,0_14,Shandong,0.01985728082783897,0.9855601334526274,0.9761587929343336,-21
within-group,67,0_14,Shanghai,0.00215114145344414,0.9967180971083842,0.9761587929343336,-21
within-group,70,0_14,Shanxi,0.0071604878943872,0.959993025702638,0.9761587929343336,-21
within-group,73,0_14,Sichuan,0.02198023969698392,0.9979410196895158,0.9761587929343336,-21
within-group,76,0_14,Tianjin,0.00176456591592749,0.9681673005448386,0.9761587929343336,-21
within-group,79,0_14,Xinjiang,0.00443144600832027,0.9263640144109352,0.9761587929343336,-21
within-group,82,0_14,Xizang,6.912305121974087e-4,0.8676213865280157,0.9761587929343336,-21
within-group,85,0_14,Yunnan,0.01035317309808648,0.999954600104958,0.9761587929343336,-21
within-group,88,0_14,Zhejiang,0.00853805721472757,0.9996329763208748,0.9761587929343336,-21
within-group,1,0_14,Anhui,0.01410859002896082,0.9964044011081749,0.9735079166212562,-20
within-group,4,0_14,Beijing,0.00192930046313546,0.9499343182543256,0.9735079166212562,-20
within-group,7,0_14,Fujian,0.00836499261741459,1,0.9735079166212562,-20
within-group,10,0_14,Gansu,0.00553588132726672,0.9540124020133954,0.9735079166212562,-20
within-group,13,0_14,Guangdong,0.01662764777845244,1,0.9735079166212562,-20
within-group,16,0_14,Guangxi,0.01247369584553776,1,0.9735079166212562,-20
within-group,19,0_14,Guizhou,0.00936294712703839,0.9998375082490082,0.9735079166212562,-20
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9735079166212562,-20
within-group,25,0_14,Hebei,0.01568965512254203,0.968703849430552,0.9735079166212562,-20
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.8137420663664957,0.9735079166212562,-20
within-group,31,0_14,Henan,0.02215767763694521,0.992059602724351,0.9735079166212562,-20
within-group,34,0_14,Hubei,0.01358416131756542,0.9979190860967352,0.9735079166212562,-20
within-group,37,0_14,Hunan,0.01500601692425047,0.9989414232736608,0.9735079166212562,-20
within-group,40,0_14,Jiangsu,0.01408569897696787,0.9947488380591364,0.9735079166212562,-20
within-group,43,0_14,Jiangxi,0.0106032824765449,0.9999289211651504,0.9735079166212562,-20
within-group,46,0_14,Jilin,0.0057061550879989,0.8427308548253337,0.9735079166212562,-20
within-group,49,0_14,Liaoning,0.00810496095245003,0.888802835877906,0.9735079166212562,-20
within-group,52,0_14,Neimenggu,0.00539920110087013,0.8276420807559557,0.9735079166212562,-20
within-group,55,0_14,Ningxia,0.00138936690749664,0.9396349992358878,0.9735079166212562,-20
within-group,58,0_14,Qinghai,0.00121246590503282,0.8531570906345264,0.9735079166212562,-20
within-group,61,0_14,Shaanxi,0.00839880110366433,0.9862181868662684,0.9735079166212562,-20
within-group,64,0_14,Shandong,0.01985728082783897,0.9827000422561188,0.9735079166212562,-20
within-group,67,0_14,Shanghai,0.00215114145344414,0.9957718000631224,0.9735079166212562,-20
within-group,70,0_14,Shanxi,0.0071604878943872,0.9528723691130432,0.9735079166212562,-20
within-group,73,0_14,Sichuan,0.02198023969698392,0.9976573970480642,0.9735079166212562,-20
within-group,76,0_14,Tianjin,0.00176456591592749,0.9623272666587412,0.9735079166212562,-20
within-group,79,0_14,Xinjiang,0.00443144600832027,0.9152085530418902,0.9735079166212562,-20
within-group,82,0_14,Xizang,6.912305121974087e-4,0.8495266892758419,0.9735079166212562,-20
within-group,85,0_14,Yunnan,0.01035317309808648,0.9999214703492764,0.9735079166212562,-20
within-group,88,0_14,Zhejiang,0.00853805721472757,0.9994585186494944,0.9735079166212562,-20
within-group,1,0_14,Anhui,0.01410859002896082,0.9951202732057156,0.9706441924950544,-19
within-group,4,0_14,Beijing,0.00192930046313546,0.9420794904021944,0.9706441924950544,-19
within-group,7,0_14,Fujian,0.00836499261741459,1,0.9706441924950544,-19
within-group,10,0_14,Gansu,0.00553588132726672,0.9453254717994942,0.9706441924950544,-19
within-group,13,0_14,Guangdong,0.01662764777845244,1,0.9706441924950544,-19
within-group,16,0_14,Guangxi,0.01247369584553776,0.9999975180943192,0.9706441924950544,-19
within-group,19,0_14,Guizhou,0.00936294712703839,0.9997781443152828,0.9706441924950544,-19
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9706441924950544,-19
within-group,25,0_14,Hebei,0.01568965512254203,0.9633196992521236,0.9706441924950544,-19
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.8029368429366653,0.9706441924950544,-19
within-group,31,0_14,Henan,0.02215767763694521,0.9902531330127368,0.9706441924950544,-19
within-group,34,0_14,Hubei,0.01358416131756542,0.9974467857063398,0.9706441924950544,-19
within-group,37,0_14,Hunan,0.01500601692425047,0.9987251356816876,0.9706441924950544,-19
within-group,40,0_14,Jiangsu,0.01408569897696787,0.9932972627739974,0.9706441924950544,-19
within-group,43,0_14,Jiangxi,0.0106032824765449,0.9998447343463572,0.9706441924950544,-19
within-group,46,0_14,Jilin,0.0057061550879989,0.833813245904132,0.9706441924950544,-19
within-group,49,0_14,Liaoning,0.00810496095245003,0.8798318803803611,0.9706441924950544,-19
within-group,52,0_14,Neimenggu,0.00539920110087013,0.8155341693441762,0.9706441924950544,-19
within-group,55,0_14,Ningxia,0.00138936690749664,0.9270006338641774,0.9706441924950544,-19
within-group,58,0_14,Qinghai,0.00121246590503282,0.8382454991470473,0.9706441924950544,-19
within-group,61,0_14,Shaanxi,0.00839880110366433,0.9832741846941372,0.9706441924950544,-19
within-group,64,0_14,Shandong,0.01985728082783897,0.97929512477107294,0.9706441924950544,-19
within-group,67,0_14,Shanghai,0.00215114145344414,0.9949099571478124,0.9706441924950544,-19
within-group,70,0_14,Shanxi,0.0071604878943872,0.945187762925857,0.9706441924950544,-19
within-group,73,0_14,Sichuan,0.02198023969698392,0.9973638332686432,0.9706441924950544,-19
within-group,76,0_14,Tianjin,0.00176456591592749,0.9567103259845866,0.9706441924950544,-19
within-group,79,0_14,Xinjiang,0.00443144600832027,0.9036748980011106,0.9706441924950544,-19
within-group,82,0_14,Xizang,6.912305121974087e-4,0.8306169949138881,0.9706441924950544,-19
within-group,85,0_14,Yunnan,0.01035317309808648,0.999887829796606,0.9706441924950544,-19
within-group,88,0_14,Zhejiang,0.00853805721472757,0.9991918144804028,0.9706441924950544,-19
within-group,1,0_14,Anhui,0.01410859002896082,0.9935075543804732,0.967506171457791,-18
within-group,4,0_14,Beijing,0.00192930046313546,0.9330164609509952,0.967506171457791,-18
within-group,7,0_14,Fujian,0.00836499261741459,1,0.967506171457791,-18
within-group,10,0_14,Gansu,0.00553588132726672,0.9358690010576292,0.967506171457791,-18
within-group,13,0_14,Guangdong,0.01662764777845244,1,0.967506171457791,-18
within-group,16,0_14,Guangxi,0.01247369584553776,0.9999853646138328,0.967506171457791,-18
within-group,19,0_14,Guizhou,0.00936294712703839,0.9996629149472616,0.967506171457791,-18
within-group,22,0_14,Hainan,0.00191883150879834,1,0.967506171457791,-18
within-group,25,0_14,Hebei,0.01568965512254203,0.9573571965384968,0.967506171457791,-18
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.7917658663581324,0.967506171457791,-18
within-group,31,0_14,Henan,0.02215767763694521,0.9880874624074064,0.967506171457791,-18
within-group,34,0_14,Hubei,0.01358416131756542,0.9968720971418265,0.967506171457791,-18
within-group,37,0_14,Hunan,0.01500601692425047,0.9984476562082996,0.967506171457791,-18
within-group,40,0_14,Jiangsu,0.01408569897696787,0.9915427609011748,0.967506171457791,-18
within-group,43,0_14,Jiangxi,0.0106032824765449,0.9997394903019238,0.967506171457791,-18
within-group,46,0_14,Jilin,0.0057061550879989,0.8245055861566373,0.967506171457791,-18
within-group,49,0_14,Liaoning,0.00810496095245003,0.8708309085929423,0.967506171457791,-18
within-group,52,0_14,Neimenggu,0.00539920110087013,0.8030747494459628,0.967506171457791,-18
within-group,55,0_14,Ningxia,0.00138936690749664,0.9133184242843524,0.967506171457791,-18
within-group,58,0_14,Qinghai,0.00121246590503282,0.8243277035870321,0.967506171457791,-18
within-group,61,0_14,Shaanxi,0.00839880110366433,0.979632426310112,0.967506171457791,-18
within-group,64,0_14,Shandong,0.01985728082783897,0.975257689825848,0.967506171457791,-18
within-group,67,0_14,Shanghai,0.00215114145344414,0.994284958422289,0.967506171457791,-18
within-group,70,0_14,Shanxi,0.0071604878943872,0.936616381277037,0.967506171457791,-18
within-group,73,0_14,Sichuan,0.02198023969698392,0.9970407393475708,0.967506171457791,-18
within-group,76,0_14,Tianjin,0.00176456591592749,0.9490276722493012,0.967506171457791,-18
within-group,79,0_14,Xinjiang,0.00443144600832027,0.8911930175952376,0.967506171457791,-18
within-group,82,0_14,Xizang,6.912305121974087e-4,0.8108436999623228,0.967506171457791,-18
within-group,85,0_14,Yunnan,0.01035317309808648,0.9998235165338378,0.967506171457791,-18
within-group,88,0_14,Zhejiang,0.00853805721472757,0.9988968013104798,0.967506171457791,-18
within-group,1,0_14,Anhui,0.01410859002896082,0.9917869545447832,0.9639876303297086,-17
within-group,4,0_14,Beijing,0.00192930046313546,0.923383501995442,0.9639876303297086,-17
within-group,7,0_14,Fujian,0.00836499261741459,0.9999898193793688,0.9639876303297086,-17
within-group,10,0_14,Gansu,0.00553588132726672,0.9250166512163706,0.9639876303297086,-17
within-group,13,0_14,Guangdong,0.01662764777845244,0.9999923294256358,0.9639876303297086,-17
within-group,16,0_14,Guangxi,0.01247369584553776,0.99992981914309,0.9639876303297086,-17
within-group,19,0_14,Guizhou,0.00936294712703839,0.9995079847444212,0.9639876303297086,-17
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9639876303297086,-17
within-group,25,0_14,Hebei,0.01568965512254203,0.9501908632402792,0.9639876303297086,-17
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.7794204311497266,0.9639876303297086,-17
within-group,31,0_14,Henan,0.02215767763694521,0.9856687373734312,0.9639876303297086,-17
within-group,34,0_14,Hubei,0.01358416131756542,0.9960822008402764,0.9639876303297086,-17
within-group,37,0_14,Hunan,0.01500601692425047,0.9981417619738367,0.9639876303297086,-17
within-group,40,0_14,Jiangsu,0.01408569897696787,0.9894172763864312,0.9639876303297086,-17
within-group,43,0_14,Jiangxi,0.0106032824765449,0.999616863633248,0.9639876303297086,-17
within-group,46,0_14,Jilin,0.0057061550879989,0.8143771296210714,0.9639876303297086,-17
within-group,49,0_14,Liaoning,0.00810496095245003,0.8613673514596304,0.9639876303297086,-17
within-group,52,0_14,Neimenggu,0.00539920110087013,0.7903638039116516,0.9639876303297086,-17
within-group,55,0_14,Ningxia,0.00138936690749664,0.897708122883394,0.9639876303297086,-17
within-group,58,0_14,Qinghai,0.00121246590503282,0.8109119269552972,0.9639876303297086,-17
within-group,61,0_14,Shaanxi,0.00839880110366433,0.9754002699061668,0.9639876303297086,-17
within-group,64,0_14,Shandong,0.01985728082783897,0.9701643005947892,0.9639876303297086,-17
within-group,67,0_14,Shanghai,0.00215114145344414,0.9930053870160408,0.9639876303297086,-17
within-group,70,0_14,Shanxi,0.0071604878943872,0.9270810601251266,0.9639876303297086,-17
within-group,73,0_14,Sichuan,0.02198023969698392,0.9966700962665116,0.9639876303297086,-17
within-group,76,0_14,Tianjin,0.00176456591592749,0.9407413661186966,0.9639876303297086,-17
within-group,79,0_14,Xinjiang,0.00443144600832027,0.8784077989336482,0.9639876303297086,-17
within-group,82,0_14,Xizang,6.912305121974087e-4,0.7911301849316646,0.9639876303297086,-17
within-group,85,0_14,Yunnan,0.01035317309808648,0.999730021070702,0.9639876303297086,-17
within-group,88,0_14,Zhejiang,0.00853805721472757,0.9985489493621088,0.9639876303297086,-17
within-group,1,0_14,Anhui,0.01410859002896082,0.9898773059411834,0.9600095141259544,-16
within-group,4,0_14,Beijing,0.00192930046313546,0.9132412898281888,0.9600095141259544,-16
within-group,7,0_14,Fujian,0.00836499261741459,0.9999618226726328,0.9600095141259544,-16
within-group,10,0_14,Gansu,0.00553588132726672,0.913080169206762,0.9600095141259544,-16
within-group,13,0_14,Guangdong,0.01662764777845244,0.9999820629723848,0.9600095141259544,-16
within-group,16,0_14,Guangxi,0.01247369584553776,0.9998757520942704,0.9600095141259544,-16
within-group,19,0_14,Guizhou,0.00936294712703839,0.999261784815479,0.9600095141259544,-16
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9600095141259544,-16
within-group,25,0_14,Hebei,0.01568965512254203,0.9417671624387672,0.9600095141259544,-16
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.7665636927617774,0.9600095141259544,-16
within-group,31,0_14,Henan,0.02215767763694521,0.9825831106307228,0.9600095141259544,-16
within-group,34,0_14,Hubei,0.01358416131756542,0.9952176253295236,0.9600095141259544,-16
within-group,37,0_14,Hunan,0.01500601692425047,0.9977627288264695,0.9600095141259544,-16
within-group,40,0_14,Jiangsu,0.01408569897696787,0.9869341507250822,0.9600095141259544,-16
within-group,43,0_14,Jiangxi,0.0106032824765449,0.9993926967297084,0.9600095141259544,-16
within-group,46,0_14,Jilin,0.0057061550879989,0.8037553222177728,0.9600095141259544,-16
within-group,49,0_14,Liaoning,0.00810496095245003,0.8516790766992658,0.9600095141259544,-16
within-group,52,0_14,Neimenggu,0.00539920110087013,0.776729079149738,0.9600095141259544,-16
within-group,55,0_14,Ningxia,0.00138936690749664,0.8811907722320935,0.9600095141259544,-16
within-group,58,0_14,Qinghai,0.00121246590503282,0.7971027292738896,0.9600095141259544,-16
within-group,61,0_14,Shaanxi,0.00839880110366433,0.9704572135423716,0.9600095141259544,-16
within-group,64,0_14,Shandong,0.01985728082783897,0.9633094284306528,0.9600095141259544,-16
within-group,67,0_14,Shanghai,0.00215114145344414,0.991579928665598,0.9600095141259544,-16
within-group,70,0_14,Shanxi,0.0071604878943872,0.9161415629781036,0.9600095141259544,-16
within-group,73,0_14,Sichuan,0.02198023969698392,0.9962737990595464,0.9600095141259544,-16
within-group,76,0_14,Tianjin,0.00176456591592749,0.9316667695360438,0.9600095141259544,-16
within-group,79,0_14,Xinjiang,0.00443144600832027,0.8649365117210884,0.9600095141259544,-16
within-group,82,0_14,Xizang,6.912305121974087e-4,0.771642323102383,0.9600095141259544,-16
within-group,85,0_14,Yunnan,0.01035317309808648,0.9996263709193396,0.9600095141259544,-16
within-group,88,0_14,Zhejiang,0.00853805721472757,0.9980943985663084,0.9600095141259544,-16
within-group,1,0_14,Anhui,0.01410859002896082,0.98740842081781,0.9555035599107492,-15
within-group,4,0_14,Beijing,0.00192930046313546,0.9035306940111434,0.9555035599107492,-15
within-group,7,0_14,Fujian,0.00836499261741459,0.9999438853875136,0.9555035599107492,-15
within-group,10,0_14,Gansu,0.00553588132726672,0.9001556132785805,0.9555035599107492,-15
within-group,13,0_14,Guangdong,0.01662764777845244,0.9999651687016462,0.9555035599107492,-15
within-group,16,0_14,Guangxi,0.01247369584553776,0.99978874359724,0.9555035599107492,-15
within-group,19,0_14,Guizhou,0.00936294712703839,0.9988924687500246,0.9555035599107492,-15
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9555035599107492,-15
within-group,25,0_14,Hebei,0.01568965512254203,0.9318767124301988,0.9555035599107492,-15
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.7530699789321498,0.9555035599107492,-15
within-group,31,0_14,Henan,0.02215767763694521,0.9787161460714504,0.9555035599107492,-15
within-group,34,0_14,Hubei,0.01358416131756542,0.99406314852572,0.9555035599107492,-15
within-group,37,0_14,Hunan,0.01500601692425047,0.9972289780302598,0.9555035599107492,-15
within-group,40,0_14,Jiangsu,0.01408569897696787,0.9837658717152672,0.9555035599107492,-15
within-group,43,0_14,Jiangxi,0.0106032824765449,0.9991260375352292,0.9555035599107492,-15
within-group,46,0_14,Jilin,0.0057061550879989,0.792151235097977,0.9555035599107492,-15
within-group,49,0_14,Liaoning,0.00810496095245003,0.8412084214066062,0.9555035599107492,-15
within-group,52,0_14,Neimenggu,0.00539920110087013,0.7626488947628045,0.9555035599107492,-15
within-group,55,0_14,Ningxia,0.00138936690749664,0.8651036633632894,0.9555035599107492,-15
within-group,58,0_14,Qinghai,0.00121246590503282,0.7828905144808748,0.9555035599107492,-15
within-group,61,0_14,Shaanxi,0.00839880110366433,0.9648339758955664,0.9555035599107492,-15
within-group,64,0_14,Shandong,0.01985728082783897,0.9548777029251164,0.9555035599107492,-15
within-group,67,0_14,Shanghai,0.00215114145344414,0.9892782412603316,0.9555035599107492,-15
within-group,70,0_14,Shanxi,0.0071604878943872,0.9040071399384088,0.9555035599107492,-15
within-group,73,0_14,Sichuan,0.02198023969698392,0.9958395172079209,0.9555035599107492,-15
within-group,76,0_14,Tianjin,0.00176456591592749,0.9210695678564136,0.9555035599107492,-15
within-group,79,0_14,Xinjiang,0.00443144600832027,0.8505661781303131,0.9555035599107492,-15
within-group,82,0_14,Xizang,6.912305121974087e-4,0.7529086554230379,0.9555035599107492,-15
within-group,85,0_14,Yunnan,0.01035317309808648,0.999476901524125,0.9555035599107492,-15
within-group,88,0_14,Zhejiang,0.00853805721472757,0.997510317421062,0.9555035599107492,-15
within-group,1,0_14,Anhui,0.01410859002896082,0.9842398263171938,0.9504168198238891,-14
within-group,4,0_14,Beijing,0.00192930046313546,0.8917279555429432,0.9504168198238891,-14
within-group,7,0_14,Fujian,0.00836499261741459,0.9998950607508804,0.9504168198238891,-14
within-group,10,0_14,Gansu,0.00553588132726672,0.8870368009664759,0.9504168198238891,-14
within-group,13,0_14,Guangdong,0.01662764777845244,0.9999336821444328,0.9504168198238891,-14
within-group,16,0_14,Guangxi,0.01247369584553776,0.999662532398424,0.9504168198238891,-14
within-group,19,0_14,Guizhou,0.00936294712703839,0.998474643938192,0.9504168198238891,-14
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9504168198238891,-14
within-group,25,0_14,Hebei,0.01568965512254203,0.9209316550106672,0.9504168198238891,-14
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.7387802287614238,0.9504168198238891,-14
within-group,31,0_14,Henan,0.02215767763694521,0.9736074552064722,0.9504168198238891,-14
within-group,34,0_14,Hubei,0.01358416131756542,0.9926530838112906,0.9504168198238891,-14
within-group,37,0_14,Hunan,0.01500601692425047,0.9965864116150872,0.9504168198238891,-14
within-group,40,0_14,Jiangsu,0.01408569897696787,0.9792626573907556,0.9504168198238891,-14
within-group,43,0_14,Jiangxi,0.0106032824765449,0.9986668849144726,0.9504168198238891,-14
within-group,46,0_14,Jilin,0.0057061550879989,0.778933108860317,0.9504168198238891,-14
within-group,49,0_14,Liaoning,0.00810496095245003,0.8299670910754114,0.9504168198238891,-14
within-group,52,0_14,Neimenggu,0.00539920110087013,0.7479686226197926,0.9504168198238891,-14
within-group,55,0_14,Ningxia,0.00138936690749664,0.8494978173094497,0.9504168198238891,-14
within-group,58,0_14,Qinghai,0.00121246590503282,0.7690672393938492,0.9504168198238891,-14
within-group,61,0_14,Shaanxi,0.00839880110366433,0.9580121778092336,0.9504168198238891,-14
within-group,64,0_14,Shandong,0.01985728082783897,0.94484385077801,0.9504168198238891,-14
within-group,67,0_14,Shanghai,0.00215114145344414,0.987191303318089,0.9504168198238891,-14
within-group,70,0_14,Shanxi,0.0071604878943872,0.8916236169482686,0.9504168198238891,-14
within-group,73,0_14,Sichuan,0.02198023969698392,0.9953185887185658,0.9504168198238891,-14
within-group,76,0_14,Tianjin,0.00176456591592749,0.9096831738436804,0.9504168198238891,-14
within-group,79,0_14,Xinjiang,0.00443144600832027,0.8355986736112242,0.9504168198238891,-14
within-group,82,0_14,Xizang,6.912305121974087e-4,0.7351045640456383,0.9504168198238891,-14
within-group,85,0_14,Yunnan,0.01035317309808648,0.9992843990797132,0.9504168198238891,-14
within-group,88,0_14,Zhejiang,0.00853805721472757,0.9968954882908416,0.9504168198238891,-14
within-group,1,0_14,Anhui,0.01410859002896082,0.9798470580495676,0.9447913835112464,-13
within-group,4,0_14,Beijing,0.00192930046313546,0.8801699904478408,0.9447913835112464,-13
within-group,7,0_14,Fujian,0.00836499261741459,0.9997891742904202,0.9447913835112464,-13
within-group,10,0_14,Gansu,0.00553588132726672,0.8731188180980902,0.9447913835112464,-13
within-group,13,0_14,Guangdong,0.01662764777845244,0.9998869080141072,0.9447913835112464,-13
within-group,16,0_14,Guangxi,0.01247369584553776,0.9995059755991704,0.9447913835112464,-13
within-group,19,0_14,Guizhou,0.00936294712703839,0.9978645877844868,0.9447913835112464,-13
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9447913835112464,-13
within-group,25,0_14,Hebei,0.01568965512254203,0.9090933126573698,0.9447913835112464,-13
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.7242245856842143,0.9447913835112464,-13
within-group,31,0_14,Henan,0.02215767763694521,0.967144677659773,0.9447913835112464,-13
within-group,34,0_14,Hubei,0.01358416131756542,0.9909073608835612,0.9447913835112464,-13
within-group,37,0_14,Hunan,0.01500601692425047,0.9958243455994026,0.9447913835112464,-13
within-group,40,0_14,Jiangsu,0.01408569897696787,0.973272553785916,0.9447913835112464,-13
within-group,43,0_14,Jiangxi,0.0106032824765449,0.997959914503598,0.9447913835112464,-13
within-group,46,0_14,Jilin,0.0057061550879989,0.7646143557790246,0.9447913835112464,-13
within-group,49,0_14,Liaoning,0.00810496095245003,0.8182637378931424,0.9447913835112464,-13
within-group,52,0_14,Neimenggu,0.00539920110087013,0.732924838433793,0.9447913835112464,-13
within-group,55,0_14,Ningxia,0.00138936690749664,0.834065240221813,0.9447913835112464,-13
within-group,58,0_14,Qinghai,0.00121246590503282,0.7552294837235229,0.9447913835112464,-13
within-group,61,0_14,Shaanxi,0.00839880110366433,0.9502084072671034,0.9447913835112464,-13
within-group,64,0_14,Shandong,0.01985728082783897,0.9342273750301012,0.9447913835112464,-13
within-group,67,0_14,Shanghai,0.00215114145344414,0.9833129669186332,0.9447913835112464,-13
within-group,70,0_14,Shanxi,0.0071604878943872,0.8786960679025188,0.9447913835112464,-13
within-group,73,0_14,Sichuan,0.02198023969698392,0.9947188573529584,0.9447913835112464,-13
within-group,76,0_14,Tianjin,0.00176456591592749,0.8969132634482643,0.9447913835112464,-13
within-group,79,0_14,Xinjiang,0.00443144600832027,0.8204044023119911,0.9447913835112464,-13
within-group,82,0_14,Xizang,6.912305121974087e-4,0.7177017902594118,0.9447913835112464,-13
within-group,85,0_14,Yunnan,0.01035317309808648,0.9990385662636873,0.9447913835112464,-13
within-group,88,0_14,Zhejiang,0.00853805721472757,0.996105966913992,0.9447913835112464,-13
within-group,1,0_14,Anhui,0.01410859002896082,0.9745926169460742,0.9386356641794102,-12
within-group,4,0_14,Beijing,0.00192930046313546,0.8696939365363451,0.9386356641794102,-12
within-group,7,0_14,Fujian,0.00836499261741459,0.9996709340892728,0.9386356641794102,-12
within-group,10,0_14,Gansu,0.00553588132726672,0.8587605423784891,0.9386356641794102,-12
within-group,13,0_14,Guangdong,0.01662764777845244,0.9997799482499968,0.9386356641794102,-12
within-group,16,0_14,Guangxi,0.01247369584553776,0.9993188418666742,0.9386356641794102,-12
within-group,19,0_14,Guizhou,0.00936294712703839,0.9970875446239676,0.9386356641794102,-12
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9386356641794102,-12
within-group,25,0_14,Hebei,0.01568965512254203,0.8962720402683977,0.9386356641794102,-12
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.7101985869279391,0.9386356641794102,-12
within-group,31,0_14,Henan,0.02215767763694521,0.9593549194969984,0.9386356641794102,-12
within-group,34,0_14,Hubei,0.01358416131756542,0.9885765696436086,0.9386356641794102,-12
within-group,37,0_14,Hunan,0.01500601692425047,0.9949039932818018,0.9386356641794102,-12
within-group,40,0_14,Jiangsu,0.01408569897696787,0.9659547148079122,0.9386356641794102,-12
within-group,43,0_14,Jiangxi,0.0106032824765449,0.9970954974257146,0.9386356641794102,-12
within-group,46,0_14,Jilin,0.0057061550879989,0.7496165617538548,0.9386356641794102,-12
within-group,49,0_14,Liaoning,0.00810496095245003,0.804818995364319,0.9386356641794102,-12
within-group,52,0_14,Neimenggu,0.00539920110087013,0.7177884561283817,0.9386356641794102,-12
within-group,55,0_14,Ningxia,0.00138936690749664,0.8191662767320356,0.9386356641794102,-12
within-group,58,0_14,Qinghai,0.00121246590503282,0.7410466042086887,0.9386356641794102,-12
within-group,61,0_14,Shaanxi,0.00839880110366433,0.94143450475762,0.9386356641794102,-12
