stats_type,popgrp,age_group_m3,all_locations,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,1,0_14,1,0.1798837661054959,0.9997535617164114,0.9996602498511992,-40
within-group,1,0_14,1,0.1798837661054959,0.9996650832870668,0.9995363889249336,-39
within-group,1,0_14,1,0.1798837661054959,0.9995480708321576,0.9993736320240012,-38
within-group,1,0_14,1,0.1798837661054959,0.9993945172185348,0.9991604727897996,-37
within-group,1,0_14,1,0.1798837661054959,0.9991978989793788,0.998890075659905,-36
within-group,1,0_14,1,0.1798837661054959,0.9989581610802,0.9985627008666752,-35
within-group,1,0_14,1,0.1798837661054959,0.9986615795011698,0.9981583920610408,-34
within-group,1,0_14,1,0.1798837661054959,0.998295355996945,0.9976621085903096,-33
within-group,1,0_14,1,0.1798837661054959,0.9978484209410058,0.99705973783317,-32
within-group,1,0_14,1,0.1798837661054959,0.9973251911047984,0.9963590046956228,-31
within-group,1,0_14,1,0.1798837661054959,0.9967124725584202,0.995544414704811,-30
within-group,1,0_14,1,0.1798837661054959,0.9959982511848064,0.9946024522074852,-29
within-group,1,0_14,1,0.1798837661054959,0.995182312610298,0.9935334490702,-28
within-group,1,0_14,1,0.1798837661054959,0.9942544617218416,0.9923276819388698,-27
within-group,1,0_14,1,0.1798837661054959,0.9932079463159422,0.9909805983334184,-26
within-group,1,0_14,1,0.1798837661054959,0.992049267316046,0.9895094335540336,-25
within-group,1,0_14,1,0.1798837661054959,0.990776060278555,0.9879171672675836,-24
within-group,1,0_14,1,0.1798837661054959,0.9893560095644188,0.9861699685405192,-23
within-group,1,0_14,1,0.1798837661054959,0.9877779350927226,0.9842578443362014,-22
within-group,1,0_14,1,0.1798837661054959,0.9860329005064632,0.9821781707683056,-21
within-group,1,0_14,1,0.1798837661054959,0.9840953847879014,0.979901282229392,-20
within-group,1,0_14,1,0.1798837661054959,0.981929835439584,0.9773996567850232,-19
within-group,1,0_14,1,0.1798837661054959,0.979471493914104,0.9745901498687208,-18
within-group,1,0_14,1,0.1798837661054959,0.97662747385189,0.9713805983963556,-17
within-group,1,0_14,1,0.1798837661054959,0.9733566117325384,0.9677287173519878,-16
within-group,1,0_14,1,0.1798837661054959,0.9695815919900578,0.9635664720825684,-15
within-group,1,0_14,1,0.1798837661054959,0.9651985215638752,0.9588124246074008,-14
within-group,1,0_14,1,0.1798837661054959,0.9601494341231264,0.9534119849066628,-13
within-group,1,0_14,1,0.1798837661054959,0.954501246621236,0.9474454964662388,-12
within-group,1,0_14,1,0.1798837661054959,0.9482921512031252,0.9409506253719876,-11
within-group,1,0_14,1,0.1798837661054959,0.9416553847764054,0.934043042216382,-10
within-group,1,0_14,1,0.1798837661054959,0.9345353100843548,0.9266646311367168,-9
within-group,1,0_14,1,0.1798837661054959,0.9268954943113352,0.9187802746730314,-8
within-group,1,0_14,1,0.1798837661054959,0.9187462991144127,0.910397189149693,-7
within-group,1,0_14,1,0.1798837661054959,0.9099666743006846,0.901398966817758,-6
within-group,1,0_14,1,0.1798837661054959,0.9005418570943555,0.891758582082206,-5
within-group,1,0_14,1,0.1798837661054959,0.8904029672814233,0.8814155956711167,-4
within-group,1,0_14,1,0.1798837661054959,0.8795261333763924,0.8703548515171006,-3
within-group,1,0_14,1,0.1798837661054959,0.867807215157569,0.8584665030938765,-2
within-group,1,0_14,1,0.1798837661054959,0.8552305489654661,0.8457121290031915,-1
within-group,1,0_14,1,0.1798837661054959,0.8417583089650239,0.8320484985805835,0
within-group,1,0_14,1,0.1798837661054959,0.8272819799131893,0.817411436831308,1
within-group,1,0_14,1,0.1798837661054959,0.811847787666143,0.8018383026978727,2
within-group,1,0_14,1,0.1798837661054959,0.7954326425531086,0.7853172306123846,3
