stats_type,popgrp,age_group_m3,all_locations,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,1,0_14,1,0.27686857948860366,0.9996852055504748,0.9996757950523936,-40
within-group,1,0_14,1,0.27686857948860366,0.9995489118525962,0.9995359882884148,-39
within-group,1,0_14,1,0.27686857948860366,0.9993720391383446,0.9993552560399672,-38
within-group,1,0_14,1,0.27686857948860366,0.999138205027602,0.999115352427237,-37
within-group,1,0_14,1,0.27686857948860366,0.9988413469350296,0.998808978925645,-36
within-group,1,0_14,1,0.27686857948860366,0.9984835403009448,0.9984410714103752,-35
within-group,1,0_14,1,0.27686857948860366,0.9980526530760884,0.9979971732343382,-34
within-group,1,0_14,1,0.27686857948860366,0.997545809578944,0.9974754798898569,-33
within-group,1,0_14,1,0.27686857948860366,0.9969543813064556,0.9968667387299912,-32
within-group,1,0_14,1,0.27686857948860366,0.9962786115944984,0.99616922513794,-31
within-group,1,0_14,1,0.27686857948860366,0.9955215284140716,0.9953885756966034,-30
within-group,1,0_14,1,0.27686857948860366,0.9946764364574708,0.994516646787088,-29
within-group,1,0_14,1,0.27686857948860366,0.9937414868957428,0.9935547627405092,-28
within-group,1,0_14,1,0.27686857948860366,0.992702392325756,0.9924863857527416,-27
within-group,1,0_14,1,0.27686857948860366,0.991565190162744,0.9913186704704988,-26
within-group,1,0_14,1,0.27686857948860366,0.9903080080166856,0.9900278726406296,-25
within-group,1,0_14,1,0.27686857948860366,0.9889423023121412,0.9886284440645468,-24
within-group,1,0_14,1,0.27686857948860366,0.987429908404268,0.9870747575725696,-23
within-group,1,0_14,1,0.27686857948860366,0.9857985518092044,0.9854039052806558,-22
within-group,1,0_14,1,0.27686857948860366,0.9840251054349664,0.9835891597879574,-21
within-group,1,0_14,1,0.27686857948860366,0.9820695603973704,0.98158638818948,-20
within-group,1,0_14,1,0.27686857948860366,0.9799264262785764,0.9793952358056792,-19
within-group,1,0_14,1,0.27686857948860366,0.9775371741902662,0.9769518640166992,-18
within-group,1,0_14,1,0.27686857948860366,0.9747919953509252,0.9741427580587404,-17
within-group,1,0_14,1,0.27686857948860366,0.9716785230259848,0.9709691458615768,-16
within-group,1,0_14,1,0.27686857948860366,0.9681531571516973,0.967384639263872,-15
within-group,1,0_14,1,0.27686857948860366,0.964177330269633,0.9633381723524584,-14
within-group,1,0_14,1,0.27686857948860366,0.9597582456472936,0.9588474595369564,-13
within-group,1,0_14,1,0.27686857948860366,0.9548964423665964,0.9539033201382902,-12
within-group,1,0_14,1,0.27686857948860366,0.9496049050747356,0.9485246938077434,-11
within-group,1,0_14,1,0.27686857948860366,0.9439159773070288,0.94274835599602,-10
within-group,1,0_14,1,0.27686857948860366,0.937705469556962,0.9364310608578628,-9
within-group,1,0_14,1,0.27686857948860366,0.9309965592616528,0.9296081006571368,-8
within-group,1,0_14,1,0.27686857948860366,0.9237780420597538,0.9222588822927054,-7
within-group,1,0_14,1,0.27686857948860366,0.9158971127094628,0.9142437447607036,-6
within-group,1,0_14,1,0.27686857948860366,0.9073221215242102,0.9055332588534276,-5
within-group,1,0_14,1,0.27686857948860366,0.8980235989947393,0.8960762835858028,-4
within-group,1,0_14,1,0.27686857948860366,0.8879403020808307,0.8858317981725384,-3
within-group,1,0_14,1,0.27686857948860366,0.8771208818997182,0.8748562552416843,-2
within-group,1,0_14,1,0.27686857948860366,0.8654917051734524,0.8630720828092227,-1
within-group,1,0_14,1,0.27686857948860366,0.8530256700895134,0.8504382442653982,0
within-group,1,0_14,1,0.27686857948860366,0.839679331911921,0.8369352952150397,1
within-group,1,0_14,1,0.27686857948860366,0.8253625909322377,0.8224651805863997,2
within-group,1,0_14,1,0.27686857948860366,0.8100493829387478,0.8069743361467208,3
within-group,1,0_14,1,0.27686857948860366,0.793774812302946,0.7905266017420461,4
within-group,1,0_14,1,0.27686857948860366,0.7766837990863309,0.7732843611506675,5
