stats_type,popgrp,age_group_m3,region_name,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,1,0_14,Central,0.08262021627865404,0.9999859198993478,0.9990340711049556,-40
within-group,4,0_14,Eastern,0.09092717187924894,0.9998914427415398,0.9990340711049556,-40
within-group,7,0_14,Northeastern,0.02209274269820576,0.9915665187051248,0.9990340711049556,-40
within-group,10,0_14,Western,0.0812284486324949,0.99927549821987,0.9990340711049556,-40
within-group,1,0_14,Central,0.08262021627865404,0.9999768679625848,0.998710583358364,-39
within-group,4,0_14,Eastern,0.09092717187924894,0.9998631521672816,0.998710583358364,-39
within-group,7,0_14,Northeastern,0.02209274269820576,0.9886039073729916,0.998710583358364,-39
within-group,10,0_14,Western,0.0812284486324949,0.9990634171592768,0.998710583358364,-39
within-group,1,0_14,Central,0.08262021627865404,0.9999658500625744,0.9983271809102904,-38
within-group,4,0_14,Eastern,0.09092717187924894,0.99982853601496,0.9983271809102904,-38
within-group,7,0_14,Northeastern,0.02209274269820576,0.985131876104471,0.9983271809102904,-38
within-group,10,0_14,Western,0.0812284486324949,0.9987991865056868,0.9983271809102904,-38
within-group,1,0_14,Central,0.08262021627865404,0.999946865399782,0.9978616941344132,-37
within-group,4,0_14,Eastern,0.09092717187924894,0.9997808664827584,0.9978616941344132,-37
within-group,7,0_14,Northeastern,0.02209274269820576,0.9810710833776832,0.9978616941344132,-37
within-group,10,0_14,Western,0.0812284486324949,0.9984514012940798,0.9978616941344132,-37
within-group,1,0_14,Central,0.08262021627865404,0.9999245030090582,0.997312821796033,-36
within-group,4,0_14,Eastern,0.09092717187924894,0.9997225473891356,0.997312821796033,-36
within-group,7,0_14,Northeastern,0.02209274269820576,0.976346112376363,0.997312821796033,-36
within-group,10,0_14,Western,0.0812284486324949,0.998028291588286,0.997312821796033,-36
within-group,1,0_14,Central,0.08262021627865404,0.9998866157595324,0.996665021457849,-35
within-group,4,0_14,Eastern,0.09092717187924894,0.9996521261697826,0.996665021457849,-35
within-group,7,0_14,Northeastern,0.02209274269820576,0.9708067933097142,0.996665021457849,-35
