stats_type,popgrp,age_group_m3,all_locations,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,1,0_14,1,0.27686857948860366,0.9995056339055872,0.9994893618766236,-40
within-group,1,0_14,1,0.27686857948860366,0.9992996028648128,0.99927744203913,-39
within-group,1,0_14,1,0.27686857948860366,0.9990353037407396,0.9990059136344964,-38
within-group,1,0_14,1,0.27686857948860366,0.9986895744172044,0.9986501389816572,-37
within-group,1,0_14,1,0.27686857948860366,0.9982469793887848,0.998192066085874,-36
within-group,1,0_14,1,0.27686857948860366,0.997708386533826,0.9976352239942248,-35
within-group,1,0_14,1,0.27686857948860366,0.9970632413243996,0.9969681267892604,-34
within-group,1,0_14,1,0.27686857948860366,0.9963127659607396,0.9961951419086136,-33
within-group,1,0_14,1,0.27686857948860366,0.9954511783316508,0.9953075151827976,-32
within-group,1,0_14,1,0.27686857948860366,0.99447565393796,0.9943021873179604,-31
within-group,1,0_14,1,0.27686857948860366,0.9934033547215324,0.9931980746657004,-30
within-group,1,0_14,1,0.27686857948860366,0.9922138214519652,0.9919726619098388,-29
within-group,1,0_14,1,0.27686857948860366,0.990904821384524,0.990626377960436,-28
within-group,1,0_14,1,0.27686857948860366,0.989470634999467,0.989150372962756,-27
within-group,1,0_14,1,0.27686857948860366,0.987916217115227,0.9875539884910872,-26
within-group,1,0_14,1,0.27686857948860366,0.9862324284510792,0.985826293687466,-25
within-group,1,0_14,1,0.27686857948860366,0.9843991483321138,0.9839484244191112,-24
within-group,1,0_14,1,0.27686857948860366,0.9824068336824414,0.9819077580140408,-23
within-group,1,0_14,1,0.27686857948860366,0.9802576401674038,0.97971068587161,-22
within-group,1,0_14,1,0.27686857948860366,0.9778984830921564,0.9773024172288896,-21
within-group,1,0_14,1,0.27686857948860366,0.9753094904433992,0.9746637704412536,-20
within-group,1,0_14,1,0.27686857948860366,0.9724708632308308,0.9717763451390417,-19
within-group,1,0_14,1,0.27686857948860366,0.9693030961895978,0.9685533480798344,-18
within-group,1,0_14,1,0.27686857948860366,0.9657039837421344,0.9648956275676406,-17
within-group,1,0_14,1,0.27686857948860366,0.9616048386390368,0.9607350555744504,-16
within-group,1,0_14,1,0.27686857948860366,0.9569623487232284,0.956029866926044,-15
within-group,1,0_14,1,0.27686857948860366,0.9517127445957952,0.9507096383904862,-14
within-group,1,0_14,1,0.27686857948860366,0.9458152484393596,0.9447384880629316,-13
within-group,1,0_14,1,0.27686857948860366,0.9393195247656831,0.9381573801716288,-12
within-group,1,0_14,1,0.27686857948860366,0.9322865787765048,0.9310306400993988,-11
within-group,1,0_14,1,0.27686857948860366,0.9247570127283964,0.9233964941438548,-10
within-group,1,0_14,1,0.27686857948860366,0.9166062685596504,0.9151229712021078,-9
within-group,1,0_14,1,0.27686857948860366,0.907907473866813,0.906299613159027,-8
within-group,1,0_14,1,0.27686857948860366,0.8985589167334039,0.8968159505476492,-7
within-group,1,0_14,1,0.27686857948860366,0.8884874245704061,0.8865995733955365,-6
within-group,1,0_14,1,0.27686857948860366,0.8776421012006606,0.8755948096653878,-5
within-group,1,0_14,1,0.27686857948860366,0.8660070597295759,0.8637885876369916,-4
within-group,1,0_14,1,0.27686857948860366,0.8535349388923136,0.8511422612506283,-3
