share_time,share_gr-40,share_gr-39,share_gr-38,share_gr-37,share_gr-36,share_gr-35,share_gr-34,share_gr-33,share_gr-32,share_gr-31,share_gr-30,share_gr-29,share_gr-28,share_gr-27,share_gr-26,share_gr-25,share_gr-24,share_gr-23,share_gr-22,share_gr-21,share_gr-20,share_gr-19,share_gr-18,share_gr-17,share_gr-16,share_gr-15,share_gr-14,share_gr-13,share_gr-12,share_gr-11,share_gr-10,share_gr-9,share_gr-8,share_gr-7,share_gr-6,share_gr-5,share_gr-4,share_gr-3,share_gr-2,share_gr-1,share_gr0,share_gr1,share_gr2,share_gr3,share_gr4,share_gr5,share_gr6,share_gr7,share_gr8,share_gr9,share_gr10,share_gr11,share_gr12,share_gr13,share_gr14,share_gr15,share_gr16,share_gr17,share_gr18,share_gr19,share_gr20,share_gr21,share_gr22,share_gr23,share_gr24,share_gr25,share_gr26,share_gr27,share_gr28,share_gr29,share_gr30,share_gr31,share_gr32,share_gr33,share_gr34,share_gr35,share_gr36,share_gr37,share_gr38,share_gr39,share_gr40
0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417389849752343e-5,4.6641874874669525e-5,1.3432105734378217e-4,2.115573703566101e-4,9.29122515888889e-4,0.0011518850089467679,0.0014684608171662906,0.0020393604146452258,0.002472127688555457,0.0030421607244506205,0.003838747460332664,0.005420523240154643,0.008364742446343151,0.012847786467928368,0.017651610726158073,0.026015711275031765,0.040575137404572324,0.06408475659119578,0.09726225834806916,0.1347024567726987,0.16927937525017955,0.1949452684517921,0.22710678692958106,0.2855388499777775,0.3716986009587894,0.5661067135607003,0.7126952579888634,0.7864064626686553,0.8649349915128317,0.9402235388680471,0.991652929793363,0.9985978873100207,0.9999999999999999,1,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,0.9999999999999999
0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417389849752343e-5,4.6641874874669525e-5,8.643149426284882e-5,1.6963745374165898e-4,8.572380230276875e-4,0.0010706689316232851,0.0012234646005099756,0.0016942161571755288,0.0021963244052242248,0.0027555013501671384,0.0035482487368099715,0.0047494956611582465,0.006495849940290699,0.010540120934767045,0.013935349338576014,0.022521325759627894,0.032016622159635806,0.05086894623287063,0.07754107790760938,0.1073023692371408,0.1479849041120722,0.18009555221540643,0.2054119242211794,0.2430947919841385,0.31180306784625167,0.4427377950898952,0.6379833150948866,0.7379593153508753,0.8065026275751963,0.8952139129735952,0.96139883772909,0.9957450301730324,0.9996159246610075,0.9999999999999999,1,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,0.9999999999999999
0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6641874874669525e-5,8.643149426284882e-5,1.463606467553496e-4,7.344430371199046e-4,9.634519949274704e-4,0.0011711619923265018,0.0014684608171662908,0.0020393604146452258,0.0025586073251285153,0.0030421607244506205,0.0038027049174224597,0.005495388544389651,0.008646507352421997,0.01234908027646781,0.01764089505027727,0.025978216439096903,0.04011439944843036,0.061802213320245464,0.09103853281623785,0.1198476695463043,0.1631782962654662,0.18864923317002608,0.21834903874570155,0.2746056791750231,0.3471184452318957,0.5184568911608921,0.6709108298822786,0.7556450308919577,0.8342172368470715,0.9112105916677087,0.9726807153202696,0.9968534105809865,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,0.9999999999999999
0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417389849752343e-5,4.6641874874669525e-5,1.3432105734378217e-4,2.115573703566101e-4,9.29122515888889e-4,0.0010706689316232851,0.0014024256149955474,0.0017406975576828333,0.0021963244052242248,0.0027555013501671384,0.0035482487368099715,0.004780892471133231,0.006807691754672952,0.010617971062235044,0.01386981963066247,0.02145524639491125,0.03196602459160558,0.04821872810327256,0.07480438816515661,0.10076162258072054,0.13992093074876313,0.1721739396752461,0.19757816337343312,0.23033122246420332,0.29399367872210025,0.3959911144058995,0.573151044829349,0.7007410930949035,0.7772246328859993,0.8512429855049282,0.9294975525091387,0.9882630652452831,0.9984059158362011,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,0.9999999999999999
0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6641874874669525e-5,8.643149426284882e-5,1.463606467553496e-4,7.749828741755156e-4,9.634519949274704e-4,0.0012234646005099756,0.0015996325650505323,0.0021012714255746853,0.0025586073251285153,0.0030421607244506205,0.003791323272917089,0.005432526722833553,0.008428093714719713,0.011780258822046254,0.016925075063490086,0.02541851394060087,0.038520331332068204,0.05925830143530841,0.0856940142483265,0.11398014495585415,0.1549372915919391,0.18183399912008696,0.20804481513096124,0.2571513957546956,0.3260738728023677,0.4628307826039624,0.6311892556377213,0.7214512850851529,0.8012994307589052,0.8708532580982427,0.9400252968583227,0.992616201254627,0.9996159246610075,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,0.9999999999999999
0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417389849752343e-5,8.643149426284882e-5,1.3432105734378217e-4,2.115573703566101e-4,9.29122515888889e-4,0.0010706689316232851,0.0014684608171662908,0.001937142254492834,0.002330047695549572,0.00271265068222147,0.003543739407087012,0.004695126945494947,0.006775857652046898,0.010617473591696212,0.013362592250294828,0.020832232746630496,0.029870502160241754,0.045997433886486326,0.07027470628055592,0.0945595891714978,0.1272926330967984,0.16650174448475277,0.19057230984621937,0.22086948927812983,0.2824164761407994,0.3581721403082597,0.5167015944476382,0.6615640725685631,0.7410951208924018,0.8212260103658738,0.8949380214293619,0.9615875234902378,0.9968534105809864,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,0.9999999999999999
0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6641874874669525e-5,8.643149426284882e-5,1.463606467553496e-4,7.749828741755156e-4,0.0010706689316232851,0.0014024256149955474,0.0015996325650505325,0.002088260966240559,0.0025586073251285153,0.002951938023258771,0.0038484802307133577,0.005713830265106225,0.0090164208284945,0.011634921199382857,0.016301162758752083,0.025312316016137825,0.037477946007693025,0.05682342787113676,0.08234884582341709,0.10443005057125024,0.14127265849924886,0.17299554436500036,0.19940099973605177,0.22971913712034014,0.3014786685916744,0.40079568486993744,0.5661905453702119,0.6830682395743656,0.762729661286111,0.8378757274624021,0.906581182987509,0.9688092150415577,0.9985209037441365,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,0.9999999999999999
0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6641874874669525e-5,8.643149426284882e-5,1.3432105734378217e-4,2.115573703566101e-4,8.817825775161812e-4,0.0010706689316232851,0.0014684608171662908,0.0018846952193787316,0.002330047695549572,0.00271265068222147,0.003407420443869534,0.004673595297253734,0.0068601668728013425,0.010571513732882844,0.013164699272319356,0.019477427900150543,0.028935883397270608,0.045216140357814176,0.06714481020760761,0.09026345365744191,0.11830264239660894,0.15662796527745504,0.1820272744481415,0.20889738736175778,0.25628911482467337,0.3290818605102879,0.4612322452764691,0.6176858671893595,0.7049350064369478,0.786180747447238,0.8519084927656871,0.9221774139452996,0.98204121726355,0.9998080285261802,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,0.9999999999999999
0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6641874874669525e-5,8.643149426284882e-5,1.463606467553496e-4,7.549075308181403e-4,9.29122515888889e-4,0.0013264450139073515,0.0016461139655578369,0.002148133952704482,0.002518942073375044,0.003057562251858487,0.0040056528379699315,0.005693570376226379,0.008877044828578717,0.011786830247389855,0.01505470218139869,0.0236276280245246,0.0353074539637554,0.054013377271643036,0.07677377774377146,0.09586115263474519,0.12879742531073615,0.16484664395462248,0.18701773039561684,0.21916203398564668,0.2809985727730715,0.36301748329718597,0.5136431094681675,0.64847452745434,0.73028257867159585,0.8082036719167033,0.8692314720467774,0.9290647611640734,0.9897882377038763,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,0.9999999999999999
0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6641874874669525e-5,8.643149426284882e-5,1.3432105734378217e-4,2.115573703566101e-4,7.926190071489414e-4,0.0010706689316232851,0.0014024256149955474,0.001745712381662993,0.002330047695549572,0.0027307200959867813,0.003490907233491233,0.004863608983791577,0.006834133918555537,0.010213988877970929,0.012822624087125518,0.017882140178596424,0.026940460864409953,0.042160908996141694,0.0653714240212925,0.08523955083994851,0.1051877302967646,0.13862713023303702,0.17244236514953773,0.20021539511485217,0.23210478116046335,0.30537350986711953,0.40773399874778643,0.5610393944031162,0.6751386835530206,0.7485789433109534,0.8183878446572178,0.8827528256005657,0.9381912272899885,0.9935625747650076,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,1,0.9999999999999999,1,0.9999999999999999,0.9999999999999999,0.9999999999999999
