stats_type,popgrp,age_group_m3,Prov_En,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,46,0_14,Jilin,0.0057061550879989,0.6969749234232654,0.9343988756752484,-12
within-group,49,0_14,Liaoning,0.00810496095245003,0.7686156420300514,0.9343988756752484,-12
within-group,52,0_14,Neimenggu,0.00539920110087013,0.6737955054271054,0.9343988756752484,-12
within-group,55,0_14,Ningxia,0.00138936690749664,0.8180413249511147,0.9343988756752484,-12
within-group,58,0_14,Qinghai,0.00121246590503282,0.7475926233891528,0.9343988756752484,-12
within-group,61,0_14,Shaanxi,0.00839880110366433,0.9464148116776504,0.9343988756752484,-12
within-group,64,0_14,Shandong,0.01985728082783897,0.9220033031839464,0.9343988756752484,-12
within-group,67,0_14,Shanghai,0.00215114145344414,0.98494651013584,0.9343988756752484,-12
within-group,70,0_14,Shanxi,0.0071604878943872,0.8649052540129111,0.9343988756752484,-12
within-group,73,0_14,Sichuan_Chongqing,0.02198023969698392,0.993469918525616,0.9343988756752484,-12
within-group,76,0_14,Tianjin,0.00176456591592749,0.8777615464558107,0.9343988756752484,-12
within-group,79,0_14,Xinjiang,0.00443144600832027,0.8041576845330959,0.9343988756752484,-12
within-group,82,0_14,Xizang,6.912305121974087e-4,0.7066413765247604,0.9343988756752484,-12
within-group,85,0_14,Yunnan,0.01035317309808648,0.9982228930142502,0.9343988756752484,-12
within-group,88,0_14,Zhejiang,0.00853805721472757,0.9940040222007844,0.9343988756752484,-12
within-group,1,0_14,Anhui,0.01410859002896082,0.9722417035585578,0.9269562045030122,-11
within-group,4,0_14,Beijing,0.00192930046313546,0.8616002183959014,0.9269562045030122,-11
within-group,7,0_14,Fujian,0.00836499261741459,0.998525292946009,0.9269562045030122,-11
within-group,10,0_14,Gansu,0.00553588132726672,0.8459124803895676,0.9269562045030122,-11
within-group,13,0_14,Guangdong,0.01662764777845244,0.9975880321384134,0.9269562045030122,-11
within-group,16,0_14,Guangxi,0.01247369584553776,0.9972415704044446,0.9269562045030122,-11
within-group,19,0_14,Guizhou,0.00936294712703839,0.9966393664062844,0.9269562045030122,-11
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9269562045030122,-11
within-group,25,0_14,Hebei,0.01568965512254203,0.8792172320867488,0.9269562045030122,-11
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.64539048752007,0.9269562045030122,-11
within-group,31,0_14,Henan,0.02215767763694521,0.9549645877039696,0.9269562045030122,-11
within-group,34,0_14,Hubei,0.01358416131756542,0.984379239906742,0.9269562045030122,-11
within-group,37,0_14,Hunan,0.01500601692425047,0.99111232256309445,0.9269562045030122,-11
within-group,40,0_14,Jiangsu,0.01408569897696787,0.962485714543336,0.9269562045030122,-11
within-group,43,0_14,Jiangxi,0.0106032824765449,0.9949431303819471,0.9269562045030122,-11
within-group,46,0_14,Jilin,0.0057061550879989,0.6803735978245057,0.9269562045030122,-11
within-group,49,0_14,Liaoning,0.00810496095245003,0.7523776114408784,0.9269562045030122,-11
within-group,52,0_14,Neimenggu,0.00539920110087013,0.6587371970635442,0.9269562045030122,-11
within-group,55,0_14,Ningxia,0.00138936690749664,0.7990976623659067,0.9269562045030122,-11
within-group,58,0_14,Qinghai,0.00121246590503282,0.7286929666606785,0.9269562045030122,-11
within-group,61,0_14,Shaanxi,0.00839880110366433,0.937080221742787,0.9269562045030122,-11
within-group,64,0_14,Shandong,0.01985728082783897,0.9069424577255856,0.9269562045030122,-11
within-group,67,0_14,Shanghai,0.00215114145344414,0.9812034111275236,0.9269562045030122,-11
within-group,70,0_14,Shanxi,0.0071604878943872,0.8470970938950401,0.9269562045030122,-11
within-group,73,0_14,Sichuan_Chongqing,0.02198023969698392,0.9925117023013432,0.9269562045030122,-11
within-group,76,0_14,Tianjin,0.00176456591592749,0.8585805273707807,0.9269562045030122,-11
within-group,79,0_14,Xinjiang,0.00443144600832027,0.7886475354772052,0.9269562045030122,-11
within-group,82,0_14,Xizang,6.912305121974087e-4,0.6902368479908298,0.9269562045030122,-11
within-group,85,0_14,Yunnan,0.01035317309808648,0.997834975877416,0.9269562045030122,-11
within-group,88,0_14,Zhejiang,0.00853805721472757,0.9927440580813404,0.9269562045030122,-11
within-group,1,0_14,Anhui,0.01410859002896082,0.9649320427283388,0.9189972186946546,-10
within-group,4,0_14,Beijing,0.00192930046313546,0.8404382862888162,0.9189972186946546,-10
within-group,7,0_14,Fujian,0.00836499261741459,0.9979066818295228,0.9189972186946546,-10
within-group,10,0_14,Gansu,0.00553588132726672,0.8286264695908041,0.9189972186946546,-10
within-group,13,0_14,Guangdong,0.01662764777845244,0.9972202437625336,0.9189972186946546,-10
within-group,16,0_14,Guangxi,0.01247369584553776,0.9968040781845442,0.9189972186946546,-10
within-group,19,0_14,Guizhou,0.00936294712703839,0.9956803972094876,0.9189972186946546,-10
within-group,22,0_14,Hainan,0.00191883150879834,1,0.9189972186946546,-10
within-group,25,0_14,Hebei,0.01568965512254203,0.8611745398249339,0.9189972186946546,-10
within-group,28,0_14,Heilongjiang,0.00828162665775682,0.630425224134964,0.9189972186946546,-10
within-group,31,0_14,Henan,0.02215767763694521,0.9455596578973688,0.9189972186946546,-10
within-group,34,0_14,Hubei,0.01358416131756542,0.9814399606999747,0.9189972186946546,-10
within-group,37,0_14,Hunan,0.01500601692425047,0.9897272023884698,0.9189972186946546,-10
within-group,40,0_14,Jiangsu,0.01408569897696787,0.9512593497789228,0.9189972186946546,-10
within-group,43,0_14,Jiangxi,0.0106032824765449,0.99409940585134,0.9189972186946546,-10
within-group,46,0_14,Jilin,0.0057061550879989,0.6640854030583905,0.9189972186946546,-10
within-group,49,0_14,Liaoning,0.00810496095245003,0.7354520307812196,0.9189972186946546,-10
