stats_type,popgrp,age_group_m3,all_locations,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,1,0_14,1,0.2768958246961305,0.999594112153527,0.999579736211988,-40
within-group,1,0_14,1,0.2768958246961305,0.999442804205418,0.9994249678368126,-39
within-group,1,0_14,1,0.2768958246961305,0.99924475400875,0.9992215203732978,-38
within-group,1,0_14,1,0.2768958246961305,0.9989840494796164,0.998954561492971,-37
within-group,1,0_14,1,0.2768958246961305,0.9986517041686468,0.998614929866852,-36
within-group,1,0_14,1,0.2768958246961305,0.9982501046854658,0.9982066277547949,-35
within-group,1,0_14,1,0.2768958246961305,0.9977629756206904,0.997710090358201,-34
within-group,1,0_14,1,0.2768958246961305,0.9971661578904066,0.9970989430520496,-33
within-group,1,0_14,1,0.2768958246961305,0.9964492108440433,0.9963641080739444,-32
within-group,1,0_14,1,0.2768958246961305,0.9956161968019472,0.9955122129879714,-31
within-group,1,0_14,1,0.2768958246961305,0.9946585850884648,0.9945311293289876,-30
within-group,1,0_14,1,0.2768958246961305,0.9935554619599344,0.9933993683441572,-29
within-group,1,0_14,1,0.2768958246961305,0.9922987622543418,0.9921075653379888,-28
within-group,1,0_14,1,0.2768958246961305,0.9908934395130498,0.9906621055566768,-27
within-group,1,0_14,1,0.2768958246961305,0.9893596673169444,0.98908424473237,-26
within-group,1,0_14,1,0.2768958246961305,0.9876948172826676,0.987368605799599,-25
within-group,1,0_14,1,0.2768958246961305,0.9859108556731974,0.9855318685297793,-24
within-group,1,0_14,1,0.2768958246961305,0.9839799505602198,0.9835431181100864,-23
within-group,1,0_14,1,0.2768958246961305,0.9819012950306248,0.98140617076323,-22
within-group,1,0_14,1,0.2768958246961305,0.979658927156535,0.979104516673288,-21
within-group,1,0_14,1,0.2768958246961305,0.9772351823085054,0.9766216559053512,-20
within-group,1,0_14,1,0.2768958246961305,0.9745625589413844,0.9738810959715144,-19
within-group,1,0_14,1,0.2768958246961305,0.9716068298743548,0.970860741629609,-18
within-group,1,0_14,1,0.2768958246961305,0.968270005581083,0.9674548818230484,-17
within-group,1,0_14,1,0.2768958246961305,0.9645007217536916,0.9636079405881556,-16
within-group,1,0_14,1,0.2768958246961305,0.9602170484817554,0.9592419205176752,-15
within-group,1,0_14,1,0.2768958246961305,0.9552918830357184,0.954225627017296,-14
within-group,1,0_14,1,0.2768958246961305,0.949721853421207,0.948561890688931,-13
within-group,1,0_14,1,0.2768958246961305,0.9435759823387752,0.9423375581621436,-12
within-group,1,0_14,1,0.2768958246961305,0.936838039624587,0.9355115001287764,-11
within-group,1,0_14,1,0.2768958246961305,0.9296687130205564,0.9282449128802728,-10
within-group,1,0_14,1,0.2768958246961305,0.9220189730412858,0.920493383144508,-9
within-group,1,0_14,1,0.2768958246961305,0.9138494819807332,0.9122144162000172,-8
within-group,1,0_14,1,0.2768958246961305,0.9051849793348236,0.9034353822014192,-7
within-group,1,0_14,1,0.2768958246961305,0.8959013422393662,0.8940374741282422,-6
within-group,1,0_14,1,0.2768958246961305,0.8859777372346044,0.8839872110492923,-5
within-group,1,0_14,1,0.2768958246961305,0.8753390552347686,0.873216915364673,-4
within-group,1,0_14,1,0.2768958246961305,0.8639714555703991,0.8617232227811541,-3
within-group,1,0_14,1,0.2768958246961305,0.8517582466252767,0.8493657478674058,-2
within-group,1,0_14,1,0.2768958246961305,0.8387216762177675,0.8361867464667764,-1
