stats_type,popgrp,age_group_m3,region_name,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,1,0_14,Central,0.08262021627865404,0.9999574785440912,0.999771286006049,-40
within-group,4,0_14,Eastern,0.09092717187924894,0.9999024648595404,0.999771286006049,-40
within-group,7,0_14,Northeastern,0.02209274269820576,0.9992021030690454,0.999771286006049,-40
within-group,10,0_14,Western,0.0812284486324949,0.9996177422305288,0.999771286006049,-40
within-group,1,0_14,Central,0.08262021627865404,0.99994243814108,0.9996770338796668,-39
within-group,4,0_14,Eastern,0.09092717187924894,0.9998782320714444,0.9996770338796668,-39
within-group,7,0_14,Northeastern,0.02209274269820576,0.9986832046149882,0.9996770338796668,-39
within-group,10,0_14,Western,0.0812284486324949,0.9994886684868166,0.9996770338796668,-39
within-group,1,0_14,Central,0.08262021627865404,0.9999209029996424,0.9995476659738992,-38
within-group,4,0_14,Eastern,0.09092717187924894,0.9998365091750776,0.9995476659738992,-38
within-group,7,0_14,Northeastern,0.02209274269820576,0.9979574417474084,0.9995476659738992,-38
within-group,10,0_14,Western,0.0812284486324949,0.999326136111533,0.9995476659738992,-38
within-group,1,0_14,Central,0.08262021627865404,0.9998960786119176,0.9993601706763456,-37
within-group,4,0_14,Eastern,0.09092717187924894,0.9997869235014912,0.9993601706763456,-37
within-group,7,0_14,Northeastern,0.02209274269820576,0.9967378763117202,0.9993601706763456,-37
within-group,10,0_14,Western,0.0812284486324949,0.9991164342320216,0.9993601706763456,-37
within-group,1,0_14,Central,0.08262021627865404,0.9998679957005112,0.9991080513089624,-36
within-group,4,0_14,Eastern,0.09092717187924894,0.999722467735095,0.9991080513089624,-36
within-group,7,0_14,Northeastern,0.02209274269820576,0.9949719497392904,0.9991080513089624,-36
within-group,10,0_14,Western,0.0812284486324949,0.998848074718983,0.9991080513089624,-36
within-group,1,0_14,Central,0.08262021627865404,0.999835317529556,0.9987896202805024,-35
within-group,4,0_14,Eastern,0.09092717187924894,0.9996514098575712,0.9987896202805024,-35
within-group,7,0_14,Northeastern,0.02209274269820576,0.9926703753366556,0.9987896202805024,-35
within-group,10,0_14,Western,0.0812284486324949,0.998514869919677,0.9987896202805024,-35
within-group,1,0_14,Central,0.08262021627865404,0.999789662967914,0.9983938341483848,-34
within-group,4,0_14,Eastern,0.09092717187924894,0.9995634575818292,0.9983938341483848,-34
within-group,7,0_14,Northeastern,0.02209274269820576,0.989738100336355,0.9983938341483848,-34
within-group,10,0_14,Western,0.0812284486324949,0.9981266948746608,0.9983938341483848,-34
within-group,1,0_14,Central,0.08262021627865404,0.999732359719346,0.997890071208854,-33
within-group,4,0_14,Eastern,0.09092717187924894,0.9994607540318962,0.997890071208854,-33
within-group,7,0_14,Northeastern,0.02209274269820576,0.9859577356093696,0.997890071208854,-33
