GBCounty,n_coord_GBCounty,population_agg_loc,GBProv,Prov_En,region_name,year
110100,8,0.00117903070976155,110000,Beijing,Eastern,1990
110112,3,1.280388056175838e-4,110000,Beijing,Eastern,1990
110113,2,1.276876290335663e-4,110000,Beijing,Eastern,1990
110114,2,7.96923164501523e-5,110000,Beijing,Eastern,1990
110224,1,1.168038086563626e-4,110000,Beijing,Eastern,1990
110226,2,9.72785675001515e-5,110000,Beijing,Eastern,1990
110227,3,5.0846300317137146e-5,110000,Beijing,Eastern,1990
110228,2,8.86309546906956e-5,110000,Beijing,Eastern,1990
110229,4,6.12913711082638e-5,110000,Beijing,Eastern,1990
120100,9,0.0010580561263101,120000,Tianjin,Eastern,1990
120114,2,1.75477720036396e-4,120000,Tianjin,Eastern,1990
120221,2,8.59728044766596e-5,120000,Tianjin,Eastern,1990
120223,4,1.0021712823593421e-4,120000,Tianjin,Eastern,1990
120224,3,1.522505292476592e-4,120000,Tianjin,Eastern,1990
120225,3,1.9259160762073952e-4,120000,Tianjin,Eastern,1990
130100,1,2.411114736407338e-4,130000,Hebei,Eastern,1990
130121,2,7.595852208960472e-5,130000,Hebei,Eastern,1990
130122,1,9.325197855695964e-5,130000,Hebei,Eastern,1990
130123,1,1.498736741311485e-4,130000,Hebei,Eastern,1990
130124,1,9.105557689923875e-5,130000,Hebei,Eastern,1990
130125,1,1.06387044290144e-4,130000,Hebei,Eastern,1990
130126,2,8.065119659391771e-5,130000,Hebei,Eastern,1990
130127,1,4.671267770476116e-5,130000,Hebei,Eastern,1990
130128,1,6.335331724767071e-5,130000,Hebei,Eastern,1990
130129,1,6.409193802261909e-5,130000,Hebei,Eastern,1990
130130,1,1.210780788175011e-4,130000,Hebei,Eastern,1990
130131,4,1.109788771557215e-4,130000,Hebei,Eastern,1990
130132,2,9.81790656425436e-5,130000,Hebei,Eastern,1990
130133,2,1.435639951039546e-4,130000,Hebei,Eastern,1990
130181,2,1.440186670540424e-4,130000,Hebei,Eastern,1990
130182,2,1.818908944296607e-4,130000,Hebei,Eastern,1990
130183,1,1.303882388849646e-4,130000,Hebei,Eastern,1990
130184,1,1.188454095528666e-4,130000,Hebei,Eastern,1990
130200,2,3.048876181104709e-4,130000,Hebei,Eastern,1990
130221,2,1.673272388143903e-4,130000,Hebei,Eastern,1990
130223,1,1.258830944456686e-4,130000,Hebei,Eastern,1990
130224,2,1.116255020497182e-4,130000,Hebei,Eastern,1990
130225,2,9.754659396100099e-5,130000,Hebei,Eastern,1990
130227,2,8.84540395350193e-5,130000,Hebei,Eastern,1990
130229,1,1.6738738996732041e-4,130000,Hebei,Eastern,1990
130230,1,2.706890339424702e-5,130000,Hebei,Eastern,1990
130281,2,1.635102943306751e-4,130000,Hebei,Eastern,1990
130282,3,1.190789375583593e-4,130000,Hebei,Eastern,1990
130283,2,1.546309226672833e-4,130000,Hebei,Eastern,1990
130300,1,9.57199449786435e-5,130000,Hebei,Eastern,1990
130321,8,1.380389347921847e-4,130000,Hebei,Eastern,1990
130322,3,1.118572609036541e-4,130000,Hebei,Eastern,1990
130323,2,1.23768958335337e-4,130000,Hebei,Eastern,1990
130324,2,8.732797456913989e-5,130000,Hebei,Eastern,1990
130400,1,2.302418064759841e-4,130000,Hebei,Eastern,1990
130421,1,1.135450314888057e-4,130000,Hebei,Eastern,1990
130423,1,1.639180837645088e-4,130000,Hebei,Eastern,1990
130424,1,1.068257938762212e-4,130000,Hebei,Eastern,1990
130425,1,2.11878897892566e-4,130000,Hebei,Eastern,1990
130426,2,9.6584175514122e-5,130000,Hebei,Eastern,1990
130427,2,1.760703858079115e-4,130000,Hebei,Eastern,1990
130428,1,7.807885023038471e-5,130000,Hebei,Eastern,1990
130429,2,2.224053496553039e-4,130000,Hebei,Eastern,1990
130430,1,5.386624202453098e-5,130000,Hebei,Eastern,1990
130431,1,7.012651398273651e-5,130000,Hebei,Eastern,1990
130432,1,6.995048340283856e-5,130000,Hebei,Eastern,1990
130433,1,7.9817041634904e-5,130000,Hebei,Eastern,1990
130434,2,2.149864126020195e-4,130000,Hebei,Eastern,1990
130435,1,1.085869842509783e-4,130000,Hebei,Eastern,1990
130481,3,1.701003838796158e-4,130000,Hebei,Eastern,1990
130500,1,8.52748741875168e-5,130000,Hebei,Eastern,1990
130521,3,1.250480549108765e-4,130000,Hebei,Eastern,1990
130522,1,4.830668325740433e-5,130000,Hebei,Eastern,1990
130523,1,7.222030485016513e-5,130000,Hebei,Eastern,1990
130524,1,4.607932144744016e-5,130000,Hebei,Eastern,1990
130525,1,1.264350697313783e-4,130000,Hebei,Eastern,1990
130526,1,8.594626720330819e-5,130000,Hebei,Eastern,1990
130527,1,8.83947729578678e-5,130000,Hebei,Eastern,1990
130528,1,1.819271620365743e-4,130000,Hebei,Eastern,1990
130529,1,9.60649295322123e-5,130000,Hebei,Eastern,1990
130530,1,3.678685289554431e-5,130000,Hebei,Eastern,1990
130531,1,7.575418508479851e-5,130000,Hebei,Eastern,1990
130532,1,7.670156574344503e-5,130000,Hebei,Eastern,1990
130533,1,1.391782683947398e-4,130000,Hebei,Eastern,1990
130534,2,1.027213622645318e-4,130000,Hebei,Eastern,1990
130535,1,7.994442054699083e-5,130000,Hebei,Eastern,1990
130581,1,1.0439674878878598e-4,130000,Hebei,Eastern,1990
130582,1,1.2042703104461239e-4,130000,Hebei,Eastern,1990
130600,1,1.0487618886066859e-4,130000,Hebei,Eastern,1990
130621,1,1.117254591126752e-4,130000,Hebei,Eastern,1990
130622,2,1.8556453763727822e-4,130000,Hebei,Eastern,1990
130623,1,8.36189483303869e-5,130000,Hebei,Eastern,1990
130624,5,5.037659057881665e-5,130000,Hebei,Eastern,1990
130625,2,1.567645194447389e-4,130000,Hebei,Eastern,1990
130626,1,1.374772291729125e-4,130000,Hebei,Eastern,1990
130627,3,1.359955647441237e-4,130000,Hebei,Eastern,1990
130628,1,7.74844153073124e-5,130000,Hebei,Eastern,1990
130629,1,6.354527019157948e-5,130000,Hebei,Eastern,1990
130630,4,5.587953649612686e-5,130000,Hebei,Eastern,1990
130631,1,6.89686042888353e-5,130000,Hebei,Eastern,1990
130632,1,1.017041001193932e-4,130000,Hebei,Eastern,1990
130633,5,1.3063238179979772e-4,130000,Hebei,Eastern,1990
130634,2,1.495171900924607e-4,130000,Hebei,Eastern,1990
130635,1,1.286456246015533e-4,130000,Hebei,Eastern,1990
130636,1,7.161437044197401e-5,130000,Hebei,Eastern,1990
130637,1,6.657848053564902e-5,130000,Hebei,Eastern,1990
130638,1,8.31041252273689e-5,130000,Hebei,Eastern,1990
130681,1,1.2335232314371949e-4,130000,Hebei,Eastern,1990
130682,1,2.806590875406063e-4,130000,Hebei,Eastern,1990
130683,1,9.62409601121101e-5,130000,Hebei,Eastern,1990
130684,1,1.259768594781768e-4,130000,Hebei,Eastern,1990
130700,1,1.315151884266223e-4,130000,Hebei,Eastern,1990
130721,3,7.146841543854106e-5,130000,Hebei,Eastern,1990
130722,7,7.221234366815975e-5,130000,Hebei,Eastern,1990
130723,7,5.419795794142397e-5,130000,Hebei,Eastern,1990
130724,6,4.466311562625166e-5,130000,Hebei,Eastern,1990
130725,6,3.771388831128793e-5,130000,Hebei,Eastern,1990
130726,6,9.3029950036586e-5,130000,Hebei,Eastern,1990
130727,4,5.328507573813449e-5,130000,Hebei,Eastern,1990
130728,2,5.720551558792051e-5,130000,Hebei,Eastern,1990
130729,3,4.565560964959546e-5,130000,Hebei,Eastern,1990
130730,3,7.395938083046288e-5,130000,Hebei,Eastern,1990
130731,4,6.950819551364795e-5,130000,Hebei,Eastern,1990
130732,9,6.085350609796499e-5,130000,Hebei,Eastern,1990
130733,3,2.533425029284124e-5,130000,Hebei,Eastern,1990
130800,1,7.32278366617415e-5,130000,Hebei,Eastern,1990
130821,9,1.141085062596346e-4,130000,Hebei,Eastern,1990
130822,6,7.19372406010831e-5,130000,Hebei,Eastern,1990
130823,7,9.85727018639233e-5,130000,Hebei,Eastern,1990
130824,5,7.157633368350355e-5,130000,Hebei,Eastern,1990
130825,11,9.65602919681057e-5,130000,Hebei,Eastern,1990
130826,15,8.12199788194168e-5,130000,Hebei,Eastern,1990
130827,2,6.0859698128413804e-5,130000,Hebei,Eastern,1990
130828,14,1.25471766708721e-4,130000,Hebei,Eastern,1990
130900,1,7.172582699005006e-5,130000,Hebei,Eastern,1990
130921,4,1.618419844126478e-4,130000,Hebei,Eastern,1990
130922,1,8.459551998972006e-5,130000,Hebei,Eastern,1990
130923,1,7.34808253343586e-5,130000,Hebei,Eastern,1990
130924,2,4.655699236776609e-5,130000,Hebei,Eastern,1990
130925,1,9.43559291283796e-5,130000,Hebei,Eastern,1990
130926,1,8.182502865182967e-5,130000,Hebei,Eastern,1990
130927,2,7.24317184611984e-5,130000,Hebei,Eastern,1990
130928,1,6.11197634072579e-5,130000,Hebei,Eastern,1990
130929,2,1.405608603363498e-4,130000,Hebei,Eastern,1990
130930,1,4.391918739663296e-5,130000,Hebei,Eastern,1990
130981,1,1.278300457338858e-4,130000,Hebei,Eastern,1990
130982,2,1.8858978679934241e-4,130000,Hebei,Eastern,1990
130983,4,1.044409775777051e-4,130000,Hebei,Eastern,1990
130984,2,1.961042580366918e-4,130000,Hebei,Eastern,1990
131000,3,1.417382306973754e-4,130000,Hebei,Eastern,1990
131022,2,9.95342357350238e-5,130000,Hebei,Eastern,1990
131023,1,8.77746853372225e-5,130000,Hebei,Eastern,1990
131024,1,7.414071886503098e-5,130000,Hebei,Eastern,1990
131025,1,1.176636163129492e-4,130000,Hebei,Eastern,1990
131026,2,1.087568228004276e-4,130000,Hebei,Eastern,1990
131028,1,2.6033949733540882e-5,130000,Hebei,Eastern,1990
131081,1,1.309092540184312e-4,130000,Hebei,Eastern,1990
131082,1,9.81826039456572e-5,130000,Hebei,Eastern,1990
131100,2,7.914387946755591e-5,130000,Hebei,Eastern,1990
131121,2,9.38817965111671e-5,130000,Hebei,Eastern,1990
131122,1,7.239279712694959e-5,130000,Hebei,Eastern,1990
131123,1,5.065257822167162e-5,130000,Hebei,Eastern,1990
131124,1,6.455545573049096e-5,130000,Hebei,Eastern,1990
131125,1,7.422740729131236e-5,130000,Hebei,Eastern,1990
131126,1,1.194301141423767e-4,130000,Hebei,Eastern,1990
131127,2,1.239901022799324e-4,130000,Hebei,Eastern,1990
131129,1,7.9779889452212e-5,130000,Hebei,Eastern,1990
131181,1,8.31492385920665e-5,130000,Hebei,Eastern,1990
131182,2,1.358053809517718e-4,130000,Hebei,Eastern,1990
140100,2,3.73477623966159e-4,140000,Shanxi,Central,1990
140121,1,6.415739663021945e-5,140000,Shanxi,Central,1990
140122,3,3.25231976437463e-5,140000,Shanxi,Central,1990
140123,2,2.630551449750395e-5,140000,Shanxi,Central,1990
140181,3,4.434909122492628e-5,140000,Shanxi,Central,1990
140200,5,2.853101869833352e-4,140000,Shanxi,Central,1990
140221,1,6.782130950427482e-5,140000,Shanxi,Central,1990
140222,4,5.076934222441794e-5,140000,Shanxi,Central,1990
140223,2,3.588989305626565e-5,140000,Shanxi,Central,1990
140224,5,4.714346610883289e-5,140000,Shanxi,Central,1990
140225,4,8.52854890968575e-5,140000,Shanxi,Central,1990
140226,1,3.253558170464364e-5,140000,Shanxi,Central,1990
140227,2,3.770238882616897e-5,140000,Shanxi,Central,1990
140300,1,1.176698083433978e-4,140000,Shanxi,Central,1990
140321,4,7.28686988957185e-5,140000,Shanxi,Central,1990
140322,3,6.404151720325134e-5,140000,Shanxi,Central,1990
140400,1,1.247057240846429e-4,140000,Shanxi,Central,1990
140421,1,7.74605317612961e-5,140000,Shanxi,Central,1990
140423,2,5.81520116707885e-5,140000,Shanxi,Central,1990
140424,2,6.157089705423236e-5,140000,Shanxi,Central,1990
140425,3,3.938927483554216e-5,140000,Shanxi,Central,1990
140426,3,3.50530843699169e-5,140000,Shanxi,Central,1990
140427,1,6.244839622638663e-5,140000,Shanxi,Central,1990
140428,1,8.46556711426498e-5,140000,Shanxi,Central,1990
140429,3,5.327888370768578e-5,140000,Shanxi,Central,1990
140430,2,4.229333711596806e-5,140000,Shanxi,Central,1990
140431,4,4.13778011853434e-5,140000,Shanxi,Central,1990
140481,1,4.630488827092739e-5,140000,Shanxi,Central,1990
140500,3,1.6340502981304769e-4,140000,Shanxi,Central,1990
140521,3,4.503286830161503e-5,140000,Shanxi,Central,1990
140522,4,7.67201418347909e-5,140000,Shanxi,Central,1990
140524,3,5.8005172091577206e-5,140000,Shanxi,Central,1990
140581,2,9.75280178696549e-5,140000,Shanxi,Central,1990
140600,8,1.342511813091559e-4,140000,Shanxi,Central,1990
140621,2,5.5307215967514194e-5,140000,Shanxi,Central,1990
140622,2,7.208938763496486e-5,140000,Shanxi,Central,1990
140623,4,2.5688965179972148e-5,140000,Shanxi,Central,1990
140624,2,6.0447485815688106e-5,140000,Shanxi,Central,1990
140702,2,9.90627568451466e-5,140000,Shanxi,Central,1990
140721,3,3.850381448138246e-5,140000,Shanxi,Central,1990
140722,3,3.964226350815922e-5,140000,Shanxi,Central,1990
140723,4,3.441972811259588e-5,140000,Shanxi,Central,1990
140724,3,5.700648603778472e-5,140000,Shanxi,Central,1990
140725,4,4.892588630227127e-5,140000,Shanxi,Central,1990
140726,1,6.053240509041261e-5,140000,Shanxi,Central,1990
140727,1,5.8788906231223086e-5,140000,Shanxi,Central,1990
140728,4,1.157148958731751e-4,140000,Shanxi,Central,1990
140729,1,5.812812812477218e-5,140000,Shanxi,Central,1990
140781,1,8.4572521019482e-5,140000,Shanxi,Central,1990
140800,2,1.212833003980857e-4,140000,Shanxi,Central,1990
140821,3,1.14872779732156e-4,140000,Shanxi,Central,1990
140822,1,9.89875679039842e-5,140000,Shanxi,Central,1990
140823,2,8.44513341378438e-5,140000,Shanxi,Central,1990
140824,1,7.26431320722315e-5,140000,Shanxi,Central,1990
140825,1,6.827332772702769e-5,140000,Shanxi,Central,1990
140826,2,6.377172159084508e-5,140000,Shanxi,Central,1990
140827,2,5.241553774798563e-5,140000,Shanxi,Central,1990
140828,2,8.118901866717352e-5,140000,Shanxi,Central,1990
140829,2,5.4567710616787413e-5,140000,Shanxi,Central,1990
140830,2,8.46087886263955e-5,140000,Shanxi,Central,1990
140881,1,9.1784467340625e-5,140000,Shanxi,Central,1990
140882,1,8.044862874066825e-5,140000,Shanxi,Central,1990
140900,4,9.67876279431499e-5,140000,Shanxi,Central,1990
140921,2,4.610232041767805e-5,140000,Shanxi,Central,1990
140922,5,7.6928901718489e-5,140000,Shanxi,Central,1990
140923,3,4.62765818460192e-5,140000,Shanxi,Central,1990
140924,3,5.913300620901341e-5,140000,Shanxi,Central,1990
140925,3,3.65692472540625e-5,140000,Shanxi,Central,1990
140926,4,4.069667783598978e-5,140000,Shanxi,Central,1990
140927,3,2.347133370357017e-5,140000,Shanxi,Central,1990
140928,2,2.493884491990479e-5,140000,Shanxi,Central,1990
140929,3,2.040362490414372e-5,140000,Shanxi,Central,1990
140930,2,3.276114852813089e-5,140000,Shanxi,Central,1990
140931,3,4.091693720480671e-5,140000,Shanxi,Central,1990
140932,2,2.710517100116066e-5,140000,Shanxi,Central,1990
140981,5,9.95368894623589e-5,140000,Shanxi,Central,1990
141000,1,1.475304328942164e-4,140000,Shanxi,Central,1990
141021,1,5.141862084574993e-5,140000,Shanxi,Central,1990
141022,2,6.556298754206727e-5,140000,Shanxi,Central,1990
141023,1,1.098643116749611e-4,140000,Shanxi,Central,1990
141024,2,1.707089720151423e-4,140000,Shanxi,Central,1990
141025,2,2.158187984094766e-5,140000,Shanxi,Central,1990
141026,4,1.915371932929089e-5,140000,Shanxi,Central,1990
141027,2,3.138917149586144e-5,140000,Shanxi,Central,1990
141028,5,2.553327984297705e-5,140000,Shanxi,Central,1990
141029,4,5.412365357603995e-5,140000,Shanxi,Central,1990
141030,2,1.698208579336474e-5,140000,Shanxi,Central,1990
141031,1,2.482561922027199e-5,140000,Shanxi,Central,1990
141032,2,1.670609815050978e-5,140000,Shanxi,Central,1990
141033,3,2.648066050162345e-5,140000,Shanxi,Central,1990
141034,3,3.860200239278279e-5,140000,Shanxi,Central,1990
141081,1,4.1589214796376525e-5,140000,Shanxi,Central,1990
141082,1,6.966299627486481e-5,140000,Shanxi,Central,1990
142301,3,9.73254500164056e-5,140000,Shanxi,Central,1990
142302,2,4.633231012005719e-5,140000,Shanxi,Central,1990
142303,1,8.17648774988996e-5,140000,Shanxi,Central,1990
142322,2,9.78199278765209e-5,140000,Shanxi,Central,1990
142323,3,5.157076787963142e-5,140000,Shanxi,Central,1990
142325,5,7.732342251564703e-5,140000,Shanxi,Central,1990
142326,4,1.471403349759503e-4,140000,Shanxi,Central,1990
142327,2,7.398857183114946e-5,140000,Shanxi,Central,1990
142328,3,2.802778353801238e-5,140000,Shanxi,Central,1990
142329,3,4.283912037122934e-5,140000,Shanxi,Central,1990
142330,3,3.523530698026347e-5,140000,Shanxi,Central,1990
142332,2,3.241527939878377e-5,140000,Shanxi,Central,1990
142333,1,2.774914216782227e-5,140000,Shanxi,Central,1990
150100,4,1.777616946961765e-4,NA,Neimenggu,Western,1990
150121,5,8.13411657010551e-5,NA,Neimenggu,Western,1990
150122,4,4.657114558022018e-5,NA,Neimenggu,Western,1990
150200,5,2.332069044851182e-4,NA,Neimenggu,Western,1990
150221,5,8.73385894784805e-5,NA,Neimenggu,Western,1990
150222,8,4.987415153669605e-5,NA,Neimenggu,Western,1990
150300,3,6.753116864896571e-5,NA,Neimenggu,Western,1990
150400,13,2.391751372618571e-4,NA,Neimenggu,Western,1990
150421,22,6.990537003814135e-5,NA,Neimenggu,Western,1990
150422,11,8.71077152003229e-5,NA,Neimenggu,Western,1990
150423,17,4.302311213313268e-5,NA,Neimenggu,Western,1990
150424,7,4.922664206692093e-5,NA,Neimenggu,Western,1990
150425,31,5.867125765269827e-5,NA,Neimenggu,Western,1990
150426,23,1.161492225803602e-4,NA,Neimenggu,Western,1990
150428,5,9.76845877824286e-5,NA,Neimenggu,Western,1990
150429,7,1.5035930623347968e-4,NA,Neimenggu,Western,1990
150430,14,1.363219732063466e-4,NA,Neimenggu,Western,1990
150500,8,1.634200676012802e-4,NA,Neimenggu,Western,1990
150521,16,1.488263364095451e-4,NA,Neimenggu,Western,1990
150522,19,1.052857474460592e-4,NA,Neimenggu,Western,1990
150523,8,9.353150450292809e-5,NA,Neimenggu,Western,1990
150524,10,4.675336819056673e-5,NA,Neimenggu,Western,1990
150525,15,1.118033017811729e-4,NA,Neimenggu,Western,1990
150526,29,7.938890695816759e-5,NA,Neimenggu,Western,1990
150581,1,1.2208030317440721e-5,NA,Neimenggu,Western,1990
152101,4,4.1072622541801844e-5,NA,Neimenggu,Western,1990
152102,2,2.7825215684763058e-5,NA,Neimenggu,Western,1990
152103,32,1.156087467797694e-4,NA,Neimenggu,Western,1990
152104,57,8.714309823145821e-5,NA,Neimenggu,Western,1990
152105,39,3.759093227809292e-5,NA,Neimenggu,Western,1990
152106,59,1.603824343783186e-5,NA,Neimenggu,Western,1990
152122,22,9.81410288840733e-5,NA,Neimenggu,Western,1990
152123,21,8.39798552479666e-5,NA,Neimenggu,Western,1990
152127,112,7.33428315129312e-5,NA,Neimenggu,Western,1990
152128,35,3.405528289190275e-5,NA,Neimenggu,Western,1990
152129,47,9.61091583211314e-6,NA,Neimenggu,Western,1990
152130,38,1.1296032689929561e-5,NA,Neimenggu,Western,1990
152131,35,1.368261814000237e-5,NA,Neimenggu,Western,1990
152201,2,5.57503884324832e-5,NA,Neimenggu,Western,1990
152221,49,1.1595284675755961e-4,NA,Neimenggu,Western,1990
152222,21,7.03848101100239e-5,NA,Neimenggu,Western,1990
152223,21,1.190612460427917e-4,NA,Neimenggu,Western,1990
152224,9,8.11509819087031e-5,NA,Neimenggu,Western,1990
152501,1,2.194632506164076e-6,NA,Neimenggu,Western,1990
152502,29,2.850014700366802e-5,NA,Neimenggu,Western,1990
152522,52,1.137741366154066e-5,NA,Neimenggu,Western,1990
152523,60,8.91475469452702e-6,NA,Neimenggu,Western,1990
152524,47,1.701304594560809e-5,NA,Neimenggu,Western,1990
152525,81,1.759332765622624e-5,NA,Neimenggu,Western,1990
152526,45,2.061415393939847e-5,NA,Neimenggu,Western,1990
152527,6,5.012448648197797e-5,NA,Neimenggu,Western,1990
152528,9,8.04698585593494e-6,NA,Neimenggu,Western,1990
152529,12,1.873531498611653e-5,NA,Neimenggu,Western,1990
152530,18,2.110067061750821e-5,NA,Neimenggu,Western,1990
152531,8,2.779956298719001e-5,NA,Neimenggu,Western,1990
152601,1,3.683992744224718e-5,NA,Neimenggu,Western,1990
152602,4,7.19115879035101e-5,NA,Neimenggu,Western,1990
152621,8,3.816590653404079e-5,NA,Neimenggu,Western,1990
152622,4,4.963266234919795e-5,NA,Neimenggu,Western,1990
152623,5,3.651528813158124e-5,NA,Neimenggu,Western,1990
152624,4,5.2776444665565204e-5,NA,Neimenggu,Western,1990
152625,3,3.450110908420695e-5,NA,Neimenggu,Western,1990
152626,7,7.20301210578132e-5,NA,Neimenggu,Western,1990
152627,6,7.46670414531679e-5,NA,Neimenggu,Western,1990
152629,6,5.222270022829849e-5,NA,Neimenggu,Western,1990
152630,5,6.16779307234164e-5,NA,Neimenggu,Western,1990
152631,9,5.484458283542072e-5,NA,Neimenggu,Western,1990
152632,5,4.999091553944239e-5,NA,Neimenggu,Western,1990
152633,30,2.5624391148150332e-5,NA,Neimenggu,Western,1990
152634,41,4.937790452502412e-5,NA,Neimenggu,Western,1990
152701,4,3.332993075363008e-5,NA,Neimenggu,Western,1990
152722,15,8.187014201652709e-5,NA,Neimenggu,Western,1990
152723,12,6.135240683697226e-5,NA,Neimenggu,Western,1990
152724,22,1.793565848245981e-5,NA,Neimenggu,Western,1990
152725,36,2.624182504146048e-5,NA,Neimenggu,Western,1990
152726,32,3.385271503865343e-5,NA,Neimenggu,Western,1990
152727,17,2.60277577030922e-5,NA,Neimenggu,Western,1990
152728,9,3.333877651141389e-5,NA,Neimenggu,Western,1990
152801,3,1.097378173386524e-4,NA,Neimenggu,Western,1990
152822,3,7.10915861569506e-5,NA,Neimenggu,Western,1990
152823,6,2.428868172279451e-5,NA,Neimenggu,Western,1990
152824,11,8.16932268608509e-5,NA,Neimenggu,Western,1990
152825,40,3.403139934588646e-5,NA,Neimenggu,Western,1990
152826,42,1.346766622585572e-5,NA,Neimenggu,Western,1990
152827,4,7.36674708235971e-5,NA,Neimenggu,Western,1990
152921,135,3.079562114856756e-5,NA,Neimenggu,Western,1990
152922,128,5.812547439743708e-6,NA,Neimenggu,Western,1990
152923,150,3.718756572315104e-6,NA,Neimenggu,Western,1990
210100,7,8.3965525120354e-4,210000,Liaoning,Northeastern,1990
210122,1,1.116582313535183e-4,210000,Liaoning,Northeastern,1990
210123,4,6.81937159069734e-5,210000,Liaoning,Northeastern,1990
210124,4,9.43329301581416e-5,210000,Liaoning,Northeastern,1990
210181,7,1.541178687158222e-4,210000,Liaoning,Northeastern,1990
210200,3,4.209926119019121e-4,210000,Liaoning,Northeastern,1990
210224,2,1.856901473978085e-5,210000,Liaoning,Northeastern,1990
210281,7,2.095400795345258e-4,210000,Liaoning,Northeastern,1990
210282,4,1.562576575237266e-4,210000,Liaoning,Northeastern,1990
210283,8,1.829134640294695e-4,210000,Liaoning,Northeastern,1990
210300,1,2.558927348974857e-4,210000,Liaoning,Northeastern,1990
210321,4,7.84786784822131e-5,210000,Liaoning,Northeastern,1990
210323,7,1.1736639885141309e-4,210000,Liaoning,Northeastern,1990
210381,5,2.354678801746609e-4,210000,Liaoning,Northeastern,1990
210400,1,2.475591464893554e-4,210000,Liaoning,Northeastern,1990
210421,4,4.0389730040891463e-5,210000,Liaoning,Northeastern,1990
210422,8,7.80461209265846e-5,210000,Liaoning,Northeastern,1990
210423,7,8.14685446131419e-5,210000,Liaoning,Northeastern,1990
210500,3,1.717501177062971e-4,210000,Liaoning,Northeastern,1990
210521,6,7.034146589688324e-5,210000,Liaoning,Northeastern,1990
210522,5,7.59381768467019e-5,210000,Liaoning,Northeastern,1990
210600,1,1.194752275070741e-4,210000,Liaoning,Northeastern,1990
210624,11,9.400740627169739e-5,210000,Liaoning,Northeastern,1990
210681,4,1.2877831096831058e-4,210000,Liaoning,Northeastern,1990
210682,9,1.299026067826332e-4,210000,Liaoning,Northeastern,1990
210700,1,1.309570211104637e-4,210000,Liaoning,Northeastern,1990
210726,4,1.323502279614144e-4,210000,Liaoning,Northeastern,1990
210727,4,9.97518413765056e-5,210000,Liaoning,Northeastern,1990
210781,6,1.242050541940791e-4,210000,Liaoning,Northeastern,1990
210782,3,1.132770050279562e-4,210000,Liaoning,Northeastern,1990
210800,1,1.1349372609365969e-4,210000,Liaoning,Northeastern,1990
210881,4,2.162752395111212e-4,210000,Liaoning,Northeastern,1990
210882,4,1.7653832639467519e-4,210000,Liaoning,Northeastern,1990
210900,2,1.336567463860835e-4,210000,Liaoning,Northeastern,1990
210921,9,1.572271525768324e-4,210000,Liaoning,Northeastern,1990
210922,6,8.679545995055441e-5,210000,Liaoning,Northeastern,1990
211000,1,1.200050883983246e-4,210000,Liaoning,Northeastern,1990
211021,6,1.293833608007234e-4,210000,Liaoning,Northeastern,1990
211081,2,1.096882810950631e-4,210000,Liaoning,Northeastern,1990
211100,1,9.00259306932029e-5,210000,Liaoning,Northeastern,1990
211121,2,7.58868714515558e-5,210000,Liaoning,Northeastern,1990
211122,3,5.796094330265819e-5,210000,Liaoning,Northeastern,1990
211200,1,6.297648796608028e-5,210000,Liaoning,Northeastern,1990
211221,4,8.113152124157859e-5,210000,Liaoning,Northeastern,1990
211223,5,7.6191165519319e-5,210000,Liaoning,Northeastern,1990
211224,7,2.092614381643357e-4,210000,Liaoning,Northeastern,1990
211281,1,4.358216402506966e-5,210000,Liaoning,Northeastern,1990
211282,5,1.284501333545311e-4,210000,Liaoning,Northeastern,1990
211300,1,7.515975016172629e-5,210000,Liaoning,Northeastern,1990
211321,8,1.480107575418775e-4,210000,Liaoning,Northeastern,1990
211322,8,1.252400078547853e-4,210000,Liaoning,Northeastern,1990
211324,4,9.20631087108151e-5,210000,Liaoning,Northeastern,1990
211381,7,1.2729399281218669e-4,210000,Liaoning,Northeastern,1990
211382,5,1.3389912014936e-4,210000,Liaoning,Northeastern,1990
211400,4,1.721384464730064e-4,210000,Liaoning,Northeastern,1990
211421,5,1.299866414815794e-4,210000,Liaoning,Northeastern,1990
211422,5,1.435808020437436e-4,210000,Liaoning,Northeastern,1990
211481,3,1.074237671024069e-4,210000,Liaoning,Northeastern,1990
220100,3,4.085483998516435e-4,220000,Jilin,Northeastern,1990
220112,3,9.4122401122887e-5,220000,Jilin,Northeastern,1990
220122,10,2.797355904279762e-4,220000,Jilin,Northeastern,1990
220181,6,1.884013721585472e-4,220000,Jilin,Northeastern,1990
220182,7,2.83620647246627e-4,220000,Jilin,Northeastern,1990
220183,6,2.147051175044943e-4,220000,Jilin,Northeastern,1990
220200,8,2.505030146798084e-4,220000,Jilin,Northeastern,1990
220221,5,1.765038279393183e-4,220000,Jilin,Northeastern,1990
220281,11,1.1220224545722279e-4,220000,Jilin,Northeastern,1990
220282,11,1.137679445849578e-4,220000,Jilin,Northeastern,1990
220283,9,1.500948180757439e-4,220000,Jilin,Northeastern,1990
220284,7,1.353772462750352e-4,220000,Jilin,Northeastern,1990
220300,1,7.95941285387519e-5,220000,Jilin,Northeastern,1990
220322,7,1.935310270973805e-4,220000,Jilin,Northeastern,1990
220323,5,9.84382463456095e-5,220000,Jilin,Northeastern,1990
220381,6,2.5132036269903267e-4,220000,Jilin,Northeastern,1990
220382,8,8.03752089510627e-5,220000,Jilin,Northeastern,1990
220400,1,8.40444292797884e-5,220000,Jilin,Northeastern,1990
