stats_type,popgrp,age_group_m3,all_locations,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,1,0_14,1,0.27686857948860366,0.9990085681703054,0.9989759300898716,-40
within-group,1,0_14,1,0.27686857948860366,0.9985953758911056,0.9985509273238828,-39
within-group,1,0_14,1,0.27686857948860366,0.9980653465193442,0.9980063944732556,-38
within-group,1,0_14,1,0.27686857948860366,0.997372027839559,0.9972929216290888,-37
within-group,1,0_14,1,0.27686857948860366,0.9964845528189692,0.996374380172898,-36
within-group,1,0_14,1,0.27686857948860366,0.9954048423308328,0.9952580183617472,-35
within-group,1,0_14,1,0.27686857948860366,0.9941118849978172,0.9939209664342152,-34
within-group,1,0_14,1,0.27686857948860366,0.9926080487664116,0.9923718962118931,-33
within-group,1,0_14,1,0.27686857948860366,0.9908822864121614,0.9905936848840792,-32
within-group,1,0_14,1,0.27686857948860366,0.988930103540922,0.988581294846664,-31
within-group,1,0_14,1,0.27686857948860366,0.986785819670564,0.9863726848452709,-30
within-group,1,0_14,1,0.27686857948860366,0.9844088505181396,0.9839229648855726,-29
within-group,1,0_14,1,0.27686857948860366,0.981795738882234,0.9812340179649196,-28
within-group,1,0_14,1,0.27686857948860366,0.9789352469202376,0.978288103349446,-27
within-group,1,0_14,1,0.27686857948860366,0.9758393689293364,0.9751059479350548,-26
within-group,1,0_14,1,0.27686857948860366,0.9724906072283362,0.971666401379742,-25
within-group,1,0_14,1,0.27686857948860366,0.9688511372049634,0.9679346859417768,-24
within-group,1,0_14,1,0.27686857948860366,0.9649058804672156,0.9638889115901924,-23
within-group,1,0_14,1,0.27686857948860366,0.9606617785445962,0.9595452740208228,-22
within-group,1,0_14,1,0.27686857948860366,0.9560142235656468,0.9547943655508238,-21
within-group,1,0_14,1,0.27686857948860366,0.950933061818655,0.9496085492531884,-20
within-group,1,0_14,1,0.27686857948860366,0.9453840589877892,0.9439574605143588,-19
within-group,1,0_14,1,0.27686857948860366,0.9392237607641436,0.937682487195778,-18
within-group,1,0_14,1,0.27686857948860366,0.9322423797505064,0.9305785157570188,-17
within-group,1,0_14,1,0.27686857948860366,0.9243241441991984,0.9225316423502146,-16
within-group,1,0_14,1,0.27686857948860366,0.9153981010921748,0.9134738790839192,-15
within-group,1,0_14,1,0.27686857948860366,0.9053437435723956,0.903274371925499,-14
within-group,1,0_14,1,0.27686857948860366,0.8940968226951558,0.891879708632267,-13
within-group,1,0_14,1,0.27686857948860366,0.8817701780890077,0.8793860861231406,-12
within-group,1,0_14,1,0.27686857948860366,0.868487197073384,0.8659209950301566,-11
within-group,1,0_14,1,0.27686857948860366,0.8543335462845421,0.8515596844708769,-10
within-group,1,0_14,1,0.27686857948860366,0.8390960096439226,0.8360879502877534,-9
within-group,1,0_14,1,0.27686857948860366,0.8229403362363864,0.8196901233633506,-8
within-group,1,0_14,1,0.27686857948860366,0.8057041285941398,0.8021977192163723,-7
within-group,1,0_14,1,0.27686857948860366,0.7872656596462376,0.7834948128045242,-6
within-group,1,0_14,1,0.27686857948860366,0.7675459542504561,0.7634885099987642,-5
within-group,1,0_14,1,0.27686857948860366,0.7465485828951092,0.7421803448186074,-4
within-group,1,0_14,1,0.27686857948860366,0.7242294843128187,0.7195542149378801,-3
within-group,1,0_14,1,0.27686857948860366,0.7007065317665668,0.695754558012229,-2
within-group,1,0_14,1,0.27686857948860366,0.676082678802526,0.6708573568936951,-1
within-group,1,0_14,1,0.27686857948860366,0.6504105764589886,0.644922766391374,0
within-group,1,0_14,1,0.27686857948860366,0.6237632785337169,0.6180092463202806,1
within-group,1,0_14,1,0.27686857948860366,0.5961691840222585,0.5901413805525814,2
within-group,1,0_14,1,0.27686857948860366,0.5675517432078757,0.5612408998836028,3
within-group,1,0_14,1,0.27686857948860366,0.5380051250004427,0.531450365464943,4
within-group,1,0_14,1,0.27686857948860366,0.5079033474497758,0.5011627139453813,5
within-group,1,0_14,1,0.27686857948860366,0.4771338226221855,0.4702147320985266,6
within-group,1,0_14,1,0.27686857948860366,0.4460858070736694,0.43901728899879466,7
within-group,1,0_14,1,0.27686857948860366,0.4150332085202154,0.40786077574395896,8
within-group,1,0_14,1,0.27686857948860366,0.3838570770063981,0.3766293851591525,9
within-group,1,0_14,1,0.27686857948860366,0.3530838579837437,0.34580398740547713,10
within-group,1,0_14,1,0.27686857948860366,0.3230881908735633,0.315832216526309,11
within-group,1,0_14,1,0.27686857948860366,0.29391323081749293,0.286728140426003,12
within-group,1,0_14,1,0.27686857948860366,0.26584392007085356,0.25883788391937385,13
within-group,1,0_14,1,0.27686857948860366,0.23894966873764684,0.2322011504634159,14
within-group,1,0_14,1,0.27686857948860366,0.21329062257378403,0.2068464258247011,15
within-group,1,0_14,1,0.27686857948860366,0.1886545637096307,0.18252015299708765,16
within-group,1,0_14,1,0.27686857948860366,0.16553762453858964,0.15974399989194904,17
within-group,1,0_14,1,0.27686857948860366,0.1439735229566492,0.13854637505848072,18
within-group,1,0_14,1,0.27686857948860366,0.1240039175398332,0.11901309722809392,19
within-group,1,0_14,1,0.27686857948860366,0.10556845770975312,0.10104894310420204,20
within-group,1,0_14,1,0.27686857948860366,0.08884977073077355,0.08482199032305202,21
within-group,1,0_14,1,0.27686857948860366,0.07377721282892907,0.0702215416465873,22
within-group,1,0_14,1,0.27686857948860366,0.06034216199313425,0.05723779390152019,23
within-group,1,0_14,1,0.27686857948860366,0.04830961219295445,0.04565697288833677,24
