stats_type,popgrp,age_group_m3,region_name,popgrp_mass,expo_grp_mean,expo_overall_mean,fl_temp_bound
within-group,1,0_14,Central,0.05205683606968216,0.9999856983997552,0.9995743301023736,-40
within-group,4,0_14,Eastern,0.06719324146182387,0.999958335111932,0.9995743301023736,-40
within-group,7,0_14,Northeastern,0.00763062533588415,0.99610422805993,0.9995743301023736,-40
within-group,10,0_14,Western,0.05356783912539665,0.9996524246112516,0.9995743301023736,-40
within-group,1,0_14,Central,0.05205683606968216,0.9999768374299716,0.999399203536683,-39
within-group,4,0_14,Eastern,0.06719324146182387,0.9999455250284895,0.999399203536683,-39
within-group,7,0_14,Northeastern,0.00763062533588415,0.9944464506649549,0.999399203536683,-39
within-group,10,0_14,Western,0.05356783912539665,0.9995094935673202,0.999399203536683,-39
within-group,1,0_14,Central,0.05205683606968216,0.9999649818315262,0.9991748454713508,-38
within-group,4,0_14,Eastern,0.06719324146182387,0.9999287030147296,0.9991748454713508,-38
within-group,7,0_14,Northeastern,0.00763062533588415,0.99229652858711,0.9991748454713508,-38
within-group,10,0_14,Western,0.05356783912539665,0.9993280215498436,0.9991748454713508,-38
within-group,1,0_14,Central,0.05205683606968216,0.9999495348925036,0.9988807864097716,-37
within-group,4,0_14,Eastern,0.06719324146182387,0.9999076808307298,0.9988807864097716,-37
within-group,7,0_14,Northeastern,0.00763062533588415,0.9894352916329278,0.9988807864097716,-37
within-group,10,0_14,Western,0.05356783912539665,0.9990899876233632,0.9988807864097716,-37
within-group,1,0_14,Central,0.05205683606968216,0.9999271139495832,0.9985119949606932,-36
within-group,4,0_14,Eastern,0.06719324146182387,0.9998809056800247,0.9985119949606932,-36
within-group,7,0_14,Northeastern,0.00763062533588415,0.9858482154036834,0.9985119949606932,-36
within-group,10,0_14,Western,0.05356783912539665,0.9987868469271816,0.9985119949606932,-36
within-group,1,0_14,Central,0.05205683606968216,0.9998943045534292,0.998061059273911,-35
within-group,4,0_14,Eastern,0.06719324146182387,0.9998461546024812,0.998061059273911,-35
within-group,7,0_14,Northeastern,0.00763062533588415,0.9815296626293992,0.998061059273911,-35
within-group,10,0_14,Western,0.05356783912539665,0.9984017903571484,0.998061059273911,-35
within-group,1,0_14,Central,0.05205683606968216,0.9998546177276402,0.9975176735737206,-34
within-group,4,0_14,Eastern,0.06719324146182387,0.9997940336916816,0.9975176735737206,-34
within-group,7,0_14,Northeastern,0.00763062533588415,0.97644739214963,0.9975176735737206,-34
within-group,10,0_14,Western,0.05356783912539665,0.997914639043566,0.9975176735737206,-34
within-group,1,0_14,Central,0.05205683606968216,0.9998012362983816,0.9968790804613434,-33
within-group,4,0_14,Eastern,0.06719324146182387,0.9997246390300436,0.9968790804613434,-33
within-group,7,0_14,Northeastern,0.00763062533588415,0.9705281016515732,0.9968790804613434,-33
within-group,10,0_14,Western,0.05356783912539665,0.9973326778248148,0.9968790804613434,-33
within-group,1,0_14,Central,0.05205683606968216,0.9997273135476716,0.996144268702026,-32
within-group,4,0_14,Eastern,0.06719324146182387,0.9996297886904062,0.996144268702026,-32
within-group,7,0_14,Northeastern,0.00763062533588415,0.9639499078271024,0.996144268702026,-32
within-group,10,0_14,Western,0.05356783912539665,0.9966386440837632,0.996144268702026,-32
within-group,1,0_14,Central,0.05205683606968216,0.9996364100316324,0.995311593897938,-31
within-group,4,0_14,Eastern,0.06719324146182387,0.9995022408744112,0.995311593897938,-31
within-group,7,0_14,Northeastern,0.00763062533588415,0.9566794062452414,0.995311593897938,-31
within-group,10,0_14,Western,0.05356783912539665,0.9958286938037983,0.995311593897938,-31
within-group,1,0_14,Central,0.05205683606968216,0.9995103408383624,0.9943892611861886,-30
within-group,4,0_14,Eastern,0.06719324146182387,0.9993393115826692,0.9943892611861886,-30
within-group,7,0_14,Northeastern,0.00763062533588415,0.948965640444878,0.9943892611861886,-30
within-group,10,0_14,Western,0.05356783912539665,0.9948965817552596,0.9943892611861886,-30
within-group,1,0_14,Central,0.05205683606968216,0.9993349285209144,0.9933558638497378,-29
within-group,4,0_14,Eastern,0.06719324146182387,0.9991305333822458,0.9933558638497378,-29
within-group,7,0_14,Northeastern,0.00763062533588415,0.9406801192661652,0.9933558638497378,-29
within-group,10,0_14,Western,0.05356783912539665,0.9938249987915496,0.9933558638497378,-29
within-group,1,0_14,Central,0.05205683606968216,0.9991052326501814,0.992216140611007,-28
within-group,4,0_14,Eastern,0.06719324146182387,0.9988757578837008,0.992216140611007,-28
within-group,7,0_14,Northeastern,0.00763062533588415,0.931920311860664,0.992216140611007,-28
within-group,10,0_14,Western,0.05356783912539665,0.992612760891148,0.992216140611007,-28
within-group,1,0_14,Central,0.05205683606968216,0.9988099577390638,0.9909517771090364,-27
within-group,4,0_14,Eastern,0.06719324146182387,0.9985469467780892,0.9909517771090364,-27
within-group,7,0_14,Northeastern,0.00763062533588415,0.9228180526776226,0.9909517771090364,-27
