,GBCounty,Prov_En,all_locations,GBProv,region_name
1295,430525,Hunan,1,430000,Central
1296,430527,Hunan,1,430000,Central
1297,430528,Hunan,1,430000,Central
1298,430529,Hunan,1,430000,Central
1299,430581,Hunan,1,430000,Central
1300,430600,Hunan,1,430000,Central
1301,430621,Hunan,1,430000,Central
1302,430623,Hunan,1,430000,Central
1303,430624,Hunan,1,430000,Central
1304,430626,Hunan,1,430000,Central
1305,430681,Hunan,1,430000,Central
1306,430682,Hunan,1,430000,Central
1307,430700,Hunan,1,430000,Central
1308,430721,Hunan,1,430000,Central
1309,430722,Hunan,1,430000,Central
1310,430723,Hunan,1,430000,Central
1311,430724,Hunan,1,430000,Central
1312,430725,Hunan,1,430000,Central
1313,430728,Hunan,1,430000,Central
1314,430781,Hunan,1,430000,Central
1315,430800,Hunan,1,430000,Central
1316,430821,Hunan,1,430000,Central
1317,430822,Hunan,1,430000,Central
1318,430900,Hunan,1,430000,Central
1319,430911,Hunan,1,430000,Central
1320,430921,Hunan,1,430000,Central
1321,430922,Hunan,1,430000,Central
1322,430923,Hunan,1,430000,Central
1323,430981,Hunan,1,430000,Central
1324,431000,Hunan,1,430000,Central
1325,431011,Hunan,1,430000,Central
1326,431021,Hunan,1,430000,Central
1327,431022,Hunan,1,430000,Central
1328,431023,Hunan,1,430000,Central
1329,431024,Hunan,1,430000,Central
1330,431025,Hunan,1,430000,Central
1331,431026,Hunan,1,430000,Central
1332,431027,Hunan,1,430000,Central
1333,431028,Hunan,1,430000,Central
1334,431081,Hunan,1,430000,Central
1335,431100,Hunan,1,430000,Central
1336,431103,Hunan,1,430000,Central
1337,431121,Hunan,1,430000,Central
1338,431122,Hunan,1,430000,Central
1339,431123,Hunan,1,430000,Central
1340,431124,Hunan,1,430000,Central
1341,431125,Hunan,1,430000,Central
1342,431126,Hunan,1,430000,Central
1343,431127,Hunan,1,430000,Central
1344,431128,Hunan,1,430000,Central
1345,431129,Hunan,1,430000,Central
1346,431200,Hunan,1,430000,Central
1347,431221,Hunan,1,430000,Central
1348,431222,Hunan,1,430000,Central
1349,431223,Hunan,1,430000,Central
1350,431224,Hunan,1,430000,Central
1351,431225,Hunan,1,430000,Central
1352,431226,Hunan,1,430000,Central
1353,431227,Hunan,1,430000,Central
1354,431228,Hunan,1,430000,Central
1355,431229,Hunan,1,430000,Central
1356,431230,Hunan,1,430000,Central
1357,431281,Hunan,1,430000,Central
1358,431300,Hunan,1,430000,Central
1359,431321,Hunan,1,430000,Central
1360,431322,Hunan,1,430000,Central
1361,431381,Hunan,1,430000,Central
1362,431382,Hunan,1,430000,Central
1363,433101,Hunan,1,430000,Central
1364,433122,Hunan,1,430000,Central
1365,433123,Hunan,1,430000,Central
1366,433124,Hunan,1,430000,Central
1367,433125,Hunan,1,430000,Central
1368,433126,Hunan,1,430000,Central
1369,433127,Hunan,1,430000,Central
1370,433130,Hunan,1,430000,Central
1371,440100,Guangdong,1,440000,Eastern
1372,440113,Guangdong,1,440000,Eastern
1373,440114,Guangdong,1,440000,Eastern
1374,440183,Guangdong,1,440000,Eastern
1375,440184,Guangdong,1,440000,Eastern
1376,440200,Guangdong,1,440000,Eastern
1377,440221,Guangdong,1,440000,Eastern
1378,440222,Guangdong,1,440000,Eastern
1379,440224,Guangdong,1,440000,Eastern
1380,440229,Guangdong,1,440000,Eastern
1381,440232,Guangdong,1,440000,Eastern
1382,440233,Guangdong,1,440000,Eastern
1383,440281,Guangdong,1,440000,Eastern
1384,440282,Guangdong,1,440000,Eastern
1385,440300,Guangdong,1,440000,Eastern
1386,440306,Guangdong,1,440000,Eastern
1387,440400,Guangdong,1,440000,Eastern
1388,440421,Guangdong,1,440000,Eastern
1389,440500,Guangdong,1,440000,Eastern
1390,440523,Guangdong,1,440000,Eastern
1391,440582,Guangdong,1,440000,Eastern
1392,440583,Guangdong,1,440000,Eastern
1393,440600,Guangdong,1,440000,Eastern
1394,440681,Guangdong,1,440000,Eastern
1395,440682,Guangdong,1,440000,Eastern
1396,440683,Guangdong,1,440000,Eastern
1397,440684,Guangdong,1,440000,Eastern
1398,440700,Guangdong,1,440000,Eastern
1399,440781,Guangdong,1,440000,Eastern
1400,440782,Guangdong,1,440000,Eastern
1401,440783,Guangdong,1,440000,Eastern
1402,440784,Guangdong,1,440000,Eastern
1403,440785,Guangdong,1,440000,Eastern
1404,440800,Guangdong,1,440000,Eastern
1405,440823,Guangdong,1,440000,Eastern
1406,440825,Guangdong,1,440000,Eastern
1407,440881,Guangdong,1,440000,Eastern
1408,440882,Guangdong,1,440000,Eastern
1409,440883,Guangdong,1,440000,Eastern
1410,440900,Guangdong,1,440000,Eastern
1411,440923,Guangdong,1,440000,Eastern
1412,440981,Guangdong,1,440000,Eastern
1413,440982,Guangdong,1,440000,Eastern
1414,440983,Guangdong,1,440000,Eastern
1415,441200,Guangdong,1,440000,Eastern
1416,441223,Guangdong,1,440000,Eastern
1417,441224,Guangdong,1,440000,Eastern
1418,441225,Guangdong,1,440000,Eastern
1419,441226,Guangdong,1,440000,Eastern
1420,441283,Guangdong,1,440000,Eastern
1421,441284,Guangdong,1,440000,Eastern
1422,441300,Guangdong,1,440000,Eastern
1423,441322,Guangdong,1,440000,Eastern
1424,441323,Guangdong,1,440000,Eastern
1425,441324,Guangdong,1,440000,Eastern
1426,441381,Guangdong,1,440000,Eastern
1427,441400,Guangdong,1,440000,Eastern
1428,441421,Guangdong,1,440000,Eastern
1429,441422,Guangdong,1,440000,Eastern
1430,441423,Guangdong,1,440000,Eastern
1431,441424,Guangdong,1,440000,Eastern
1432,441426,Guangdong,1,440000,Eastern
1433,441427,Guangdong,1,440000,Eastern
1434,441481,Guangdong,1,440000,Eastern
1435,441500,Guangdong,1,440000,Eastern
1436,441521,Guangdong,1,440000,Eastern
1437,441523,Guangdong,1,440000,Eastern
1438,441581,Guangdong,1,440000,Eastern
1439,441600,Guangdong,1,440000,Eastern
1440,441621,Guangdong,1,440000,Eastern
1441,441622,Guangdong,1,440000,Eastern
1442,441623,Guangdong,1,440000,Eastern
1443,441624,Guangdong,1,440000,Eastern
1444,441700,Guangdong,1,440000,Eastern
1445,441721,Guangdong,1,440000,Eastern
1446,441781,Guangdong,1,440000,Eastern
1447,441800,Guangdong,1,440000,Eastern
1448,441821,Guangdong,1,440000,Eastern
1449,441823,Guangdong,1,440000,Eastern
1450,441825,Guangdong,1,440000,Eastern
1451,441826,Guangdong,1,440000,Eastern
1452,441881,Guangdong,1,440000,Eastern
1453,441882,Guangdong,1,440000,Eastern
1454,441900,Guangdong,1,440000,Eastern
1455,442000,Guangdong,1,440000,Eastern
1456,445100,Guangdong,1,440000,Eastern
1457,445122,Guangdong,1,440000,Eastern
1458,445200,Guangdong,1,440000,Eastern
1459,445222,Guangdong,1,440000,Eastern
1460,445224,Guangdong,1,440000,Eastern
1461,445281,Guangdong,1,440000,Eastern
1462,445300,Guangdong,1,440000,Eastern
1463,445321,Guangdong,1,440000,Eastern
1464,445322,Guangdong,1,440000,Eastern
1465,445381,Guangdong,1,440000,Eastern
1466,450100,Guangxi,1,450000,Western
1467,450121,Guangxi,1,450000,Western
1468,450122,Guangxi,1,450000,Western
1469,450200,Guangxi,1,450000,Western
1470,450221,Guangxi,1,450000,Western
1471,450222,Guangxi,1,450000,Western
1472,450300,Guangxi,1,450000,Western
1473,450321,Guangxi,1,450000,Western
1474,450322,Guangxi,1,450000,Western
1475,450323,Guangxi,1,450000,Western
1476,450324,Guangxi,1,450000,Western
1477,450325,Guangxi,1,450000,Western
1478,450326,Guangxi,1,450000,Western
1479,450327,Guangxi,1,450000,Western
1480,450328,Guangxi,1,450000,Western
1481,450329,Guangxi,1,450000,Western
1482,450330,Guangxi,1,450000,Western
1483,450331,Guangxi,1,450000,Western
1484,450332,Guangxi,1,450000,Western
1485,450400,Guangxi,1,450000,Western
1486,450421,Guangxi,1,450000,Western
1487,450422,Guangxi,1,450000,Western
1488,450423,Guangxi,1,450000,Western
1489,450424,Guangxi,1,450000,Western
1490,450481,Guangxi,1,450000,Western
1491,450500,Guangxi,1,450000,Western
1492,450521,Guangxi,1,450000,Western
1493,450600,Guangxi,1,450000,Western
1494,450621,Guangxi,1,450000,Western
1495,450700,Guangxi,1,450000,Western
1496,450721,Guangxi,1,450000,Western
1497,450722,Guangxi,1,450000,Western
1498,450800,Guangxi,1,450000,Western
1499,450821,Guangxi,1,450000,Western
1500,450881,Guangxi,1,450000,Western
1501,450900,Guangxi,1,450000,Western
1502,450921,Guangxi,1,450000,Western
1503,450922,Guangxi,1,450000,Western
1504,450923,Guangxi,1,450000,Western
1505,450981,Guangxi,1,450000,Western
1506,452101,Guangxi,1,450000,Western
1507,452122,Guangxi,1,450000,Western
1508,452123,Guangxi,1,450000,Western
1509,452124,Guangxi,1,450000,Western
1510,452126,Guangxi,1,450000,Western
1511,452127,Guangxi,1,450000,Western
1512,452128,Guangxi,1,450000,Western
1513,452129,Guangxi,1,450000,Western
1514,452130,Guangxi,1,450000,Western
1515,452131,Guangxi,1,450000,Western
1516,452132,Guangxi,1,450000,Western
1517,452133,Guangxi,1,450000,Western
1518,452201,Guangxi,1,450000,Western
1519,452223,Guangxi,1,450000,Western
1520,452224,Guangxi,1,450000,Western
1521,452225,Guangxi,1,450000,Western
1522,452226,Guangxi,1,450000,Western
1523,452227,Guangxi,1,450000,Western
1524,452228,Guangxi,1,450000,Western
1525,452229,Guangxi,1,450000,Western
1526,452230,Guangxi,1,450000,Western
1527,452231,Guangxi,1,450000,Western
1528,452402,Guangxi,1,450000,Western
1529,452427,Guangxi,1,450000,Western
1530,452428,Guangxi,1,450000,Western
1531,452601,Guangxi,1,450000,Western
1532,452622,Guangxi,1,450000,Western
1533,452623,Guangxi,1,450000,Western
1534,452624,Guangxi,1,450000,Western
1535,452625,Guangxi,1,450000,Western
1536,452626,Guangxi,1,450000,Western
1537,452627,Guangxi,1,450000,Western
1538,452628,Guangxi,1,450000,Western
1539,452629,Guangxi,1,450000,Western
1540,452630,Guangxi,1,450000,Western
1541,452631,Guangxi,1,450000,Western
1542,452632,Guangxi,1,450000,Western
1543,452701,Guangxi,1,450000,Western
1544,452702,Guangxi,1,450000,Western
1545,452703,Guangxi,1,450000,Western
1546,452724,Guangxi,1,450000,Western
1547,452725,Guangxi,1,450000,Western
1548,452726,Guangxi,1,450000,Western
1549,452727,Guangxi,1,450000,Western
1550,452728,Guangxi,1,450000,Western
1551,452729,Guangxi,1,450000,Western
1552,452730,Guangxi,1,450000,Western
1553,452731,Guangxi,1,450000,Western
1554,460100,Hainan,1,460000,Eastern
1555,460200,Hainan,1,460000,Eastern
1556,469001,Hainan,1,460000,Eastern
1557,469002,Hainan,1,460000,Eastern
1558,469003,Hainan,1,460000,Eastern
1559,469004,Hainan,1,460000,Eastern
1560,469005,Hainan,1,460000,Eastern
1561,469006,Hainan,1,460000,Eastern
1562,469007,Hainan,1,460000,Eastern
1563,469025,Hainan,1,460000,Eastern
1564,469026,Hainan,1,460000,Eastern
1565,469027,Hainan,1,460000,Eastern
1566,469028,Hainan,1,460000,Eastern
1567,469030,Hainan,1,460000,Eastern
1568,469031,Hainan,1,460000,Eastern
1569,469033,Hainan,1,460000,Eastern
1570,469034,Hainan,1,460000,Eastern
1571,469035,Hainan,1,460000,Eastern
1572,469036,Hainan,1,460000,Eastern
1573,510100,Sichuan_Chongqing,1,510000,Western
1574,510121,Sichuan_Chongqing,1,510000,Western
1575,510122,Sichuan_Chongqing,1,510000,Western
1576,510123,Sichuan_Chongqing,1,510000,Western
1577,510124,Sichuan_Chongqing,1,510000,Western
1578,510125,Sichuan_Chongqing,1,510000,Western
1579,510129,Sichuan_Chongqing,1,510000,Western
1580,510131,Sichuan_Chongqing,1,510000,Western
1581,510132,Sichuan_Chongqing,1,510000,Western
1582,510181,Sichuan_Chongqing,1,510000,Western
1583,510182,Sichuan_Chongqing,1,510000,Western
1584,510183,Sichuan_Chongqing,1,510000,Western
1585,510184,Sichuan_Chongqing,1,510000,Western
1586,510200,Sichuan_Chongqing,1,510000,Western
1587,510221,Sichuan_Chongqing,1,510000,Western
1588,510222,Sichuan_Chongqing,1,510000,Western
1589,510223,Sichuan_Chongqing,1,510000,Western
1590,510224,Sichuan_Chongqing,1,510000,Western
1591,510225,Sichuan_Chongqing,1,510000,Western
1592,510226,Sichuan_Chongqing,1,510000,Western
1593,510227,Sichuan_Chongqing,1,510000,Western
1594,510228,Sichuan_Chongqing,1,510000,Western
1595,510229,Sichuan_Chongqing,1,510000,Western
1596,510230,Sichuan_Chongqing,1,510000,Western
1597,510231,Sichuan_Chongqing,1,510000,Western
1598,510232,Sichuan_Chongqing,1,510000,Western
1599,510300,Sichuan_Chongqing,1,510000,Western
1600,510321,Sichuan_Chongqing,1,510000,Western
1601,510322,Sichuan_Chongqing,1,510000,Western
1602,510400,Sichuan_Chongqing,1,510000,Western
1603,510421,Sichuan_Chongqing,1,510000,Western
1604,510422,Sichuan_Chongqing,1,510000,Western
1605,510500,Sichuan_Chongqing,1,510000,Western
1606,510503,Sichuan_Chongqing,1,510000,Western
1607,510521,Sichuan_Chongqing,1,510000,Western
1608,510522,Sichuan_Chongqing,1,510000,Western
1609,510524,Sichuan_Chongqing,1,510000,Western
1610,510525,Sichuan_Chongqing,1,510000,Western
1611,510600,Sichuan_Chongqing,1,510000,Western
1612,510623,Sichuan_Chongqing,1,510000,Western
1613,510681,Sichuan_Chongqing,1,510000,Western
1614,510682,Sichuan_Chongqing,1,510000,Western
1615,510683,Sichuan_Chongqing,1,510000,Western
1616,510700,Sichuan_Chongqing,1,510000,Western
1617,510722,Sichuan_Chongqing,1,510000,Western
1618,510723,Sichuan_Chongqing,1,510000,Western
1619,510724,Sichuan_Chongqing,1,510000,Western
1620,510725,Sichuan_Chongqing,1,510000,Western
1621,510726,Sichuan_Chongqing,1,510000,Western
1622,510727,Sichuan_Chongqing,1,510000,Western
1623,510781,Sichuan_Chongqing,1,510000,Western
1624,510800,Sichuan_Chongqing,1,510000,Western
1625,510821,Sichuan_Chongqing,1,510000,Western
1626,510822,Sichuan_Chongqing,1,510000,Western
1627,510823,Sichuan_Chongqing,1,510000,Western
1628,510824,Sichuan_Chongqing,1,510000,Western
1629,510900,Sichuan_Chongqing,1,510000,Western
1630,510921,Sichuan_Chongqing,1,510000,Western
1631,510922,Sichuan_Chongqing,1,510000,Western
1632,511000,Sichuan_Chongqing,1,510000,Western
1633,511022,Sichuan_Chongqing,1,510000,Western
1634,511023,Sichuan_Chongqing,1,510000,Western
1635,511024,Sichuan_Chongqing,1,510000,Western
1636,511025,Sichuan_Chongqing,1,510000,Western
1637,511026,Sichuan_Chongqing,1,510000,Western
1638,511027,Sichuan_Chongqing,1,510000,Western
1639,511028,Sichuan_Chongqing,1,510000,Western
1640,511100,Sichuan_Chongqing,1,510000,Western
1641,511121,Sichuan_Chongqing,1,510000,Western
1642,511122,Sichuan_Chongqing,1,510000,Western
1643,511123,Sichuan_Chongqing,1,510000,Western
1644,511124,Sichuan_Chongqing,1,510000,Western
1645,511126,Sichuan_Chongqing,1,510000,Western
1646,511127,Sichuan_Chongqing,1,510000,Western
1647,511128,Sichuan_Chongqing,1,510000,Western
1648,511129,Sichuan_Chongqing,1,510000,Western
1649,511130,Sichuan_Chongqing,1,510000,Western
1650,511131,Sichuan_Chongqing,1,510000,Western
1651,511132,Sichuan_Chongqing,1,510000,Western
1652,511133,Sichuan_Chongqing,1,510000,Western
1653,511181,Sichuan_Chongqing,1,510000,Western
1654,511300,Sichuan_Chongqing,1,510000,Western
1655,511321,Sichuan_Chongqing,1,510000,Western
1656,511322,Sichuan_Chongqing,1,510000,Western
1657,511323,Sichuan_Chongqing,1,510000,Western
1658,511324,Sichuan_Chongqing,1,510000,Western
1659,511325,Sichuan_Chongqing,1,510000,Western
1660,511381,Sichuan_Chongqing,1,510000,Western
1661,511500,Sichuan_Chongqing,1,510000,Western
1662,511521,Sichuan_Chongqing,1,510000,Western
1663,511522,Sichuan_Chongqing,1,510000,Western
1664,511523,Sichuan_Chongqing,1,510000,Western
1665,511524,Sichuan_Chongqing,1,510000,Western
1666,511525,Sichuan_Chongqing,1,510000,Western
1667,511526,Sichuan_Chongqing,1,510000,Western
1668,511527,Sichuan_Chongqing,1,510000,Western
1669,511528,Sichuan_Chongqing,1,510000,Western
1670,511529,Sichuan_Chongqing,1,510000,Western
1671,511600,Sichuan_Chongqing,1,510000,Western
1672,511621,Sichuan_Chongqing,1,510000,Western
1673,511622,Sichuan_Chongqing,1,510000,Western
1674,511623,Sichuan_Chongqing,1,510000,Western
1675,511681,Sichuan_Chongqing,1,510000,Western
1676,511700,Sichuan_Chongqing,1,510000,Western
1677,511721,Sichuan_Chongqing,1,510000,Western
1678,511722,Sichuan_Chongqing,1,510000,Western
1679,511723,Sichuan_Chongqing,1,510000,Western
1680,511724,Sichuan_Chongqing,1,510000,Western
1681,511725,Sichuan_Chongqing,1,510000,Western
1682,511781,Sichuan_Chongqing,1,510000,Western
1683,511800,Sichuan_Chongqing,1,510000,Western
1684,511821,Sichuan_Chongqing,1,510000,Western
1685,511822,Sichuan_Chongqing,1,510000,Western
1686,511823,Sichuan_Chongqing,1,510000,Western
1687,511824,Sichuan_Chongqing,1,510000,Western
1688,511825,Sichuan_Chongqing,1,510000,Western
1689,511826,Sichuan_Chongqing,1,510000,Western
1690,511827,Sichuan_Chongqing,1,510000,Western
1691,511900,Sichuan_Chongqing,1,510000,Western
1692,511921,Sichuan_Chongqing,1,510000,Western
1693,511922,Sichuan_Chongqing,1,510000,Western
1694,511923,Sichuan_Chongqing,1,510000,Western
1695,512201,Sichuan_Chongqing,1,510000,Western
1696,512221,Sichuan_Chongqing,1,510000,Western
1697,512222,Sichuan_Chongqing,1,510000,Western
1698,512223,Sichuan_Chongqing,1,510000,Western
1699,512224,Sichuan_Chongqing,1,510000,Western
1700,512225,Sichuan_Chongqing,1,510000,Western
1701,512226,Sichuan_Chongqing,1,510000,Western
1702,512227,Sichuan_Chongqing,1,510000,Western
1703,512228,Sichuan_Chongqing,1,510000,Western
1704,512229,Sichuan_Chongqing,1,510000,Western
1705,512301,Sichuan_Chongqing,1,510000,Western
1706,512322,Sichuan_Chongqing,1,510000,Western
1707,512323,Sichuan_Chongqing,1,510000,Western
1708,512324,Sichuan_Chongqing,1,510000,Western
1709,512325,Sichuan_Chongqing,1,510000,Western
1710,512326,Sichuan_Chongqing,1,510000,Western
1711,512327,Sichuan_Chongqing,1,510000,Western
1712,512328,Sichuan_Chongqing,1,510000,Western
1713,512329,Sichuan_Chongqing,1,510000,Western
1714,512330,Sichuan_Chongqing,1,510000,Western
1715,512921,Sichuan_Chongqing,1,510000,Western
1716,513023,Sichuan_Chongqing,1,510000,Western
1717,513221,Sichuan_Chongqing,1,510000,Western
1718,513222,Sichuan_Chongqing,1,510000,Western
1719,513223,Sichuan_Chongqing,1,510000,Western
1720,513224,Sichuan_Chongqing,1,510000,Western
1721,513225,Sichuan_Chongqing,1,510000,Western
1722,513226,Sichuan_Chongqing,1,510000,Western
1723,513227,Sichuan_Chongqing,1,510000,Western
1724,513228,Sichuan_Chongqing,1,510000,Western
1725,513229,Sichuan_Chongqing,1,510000,Western
1726,513230,Sichuan_Chongqing,1,510000,Western
1727,513231,Sichuan_Chongqing,1,510000,Western
1728,513232,Sichuan_Chongqing,1,510000,Western
1729,513233,Sichuan_Chongqing,1,510000,Western
1730,513321,Sichuan_Chongqing,1,510000,Western
1731,513322,Sichuan_Chongqing,1,510000,Western
1732,513323,Sichuan_Chongqing,1,510000,Western
1733,513324,Sichuan_Chongqing,1,510000,Western
1734,513325,Sichuan_Chongqing,1,510000,Western
1735,513326,Sichuan_Chongqing,1,510000,Western
1736,513327,Sichuan_Chongqing,1,510000,Western
1737,513328,Sichuan_Chongqing,1,510000,Western
1738,513329,Sichuan_Chongqing,1,510000,Western
1739,513330,Sichuan_Chongqing,1,510000,Western
1740,513331,Sichuan_Chongqing,1,510000,Western
1741,513332,Sichuan_Chongqing,1,510000,Western
1742,513333,Sichuan_Chongqing,1,510000,Western
1743,513334,Sichuan_Chongqing,1,510000,Western
1744,513335,Sichuan_Chongqing,1,510000,Western
1745,513336,Sichuan_Chongqing,1,510000,Western
1746,513337,Sichuan_Chongqing,1,510000,Western
1747,513338,Sichuan_Chongqing,1,510000,Western
1748,513401,Sichuan_Chongqing,1,510000,Western
1749,513421,Sichuan_Chongqing,1,510000,Western
1750,513422,Sichuan_Chongqing,1,510000,Western
1751,513423,Sichuan_Chongqing,1,510000,Western
1752,513424,Sichuan_Chongqing,1,510000,Western
1753,513425,Sichuan_Chongqing,1,510000,Western
1754,513426,Sichuan_Chongqing,1,510000,Western
1755,513427,Sichuan_Chongqing,1,510000,Western
1756,513428,Sichuan_Chongqing,1,510000,Western
1757,513429,Sichuan_Chongqing,1,510000,Western
1758,513430,Sichuan_Chongqing,1,510000,Western
1759,513432,Sichuan_Chongqing,1,510000,Western
1760,513433,Sichuan_Chongqing,1,510000,Western
1761,513434,Sichuan_Chongqing,1,510000,Western
1762,513435,Sichuan_Chongqing,1,510000,Western
1763,513436,Sichuan_Chongqing,1,510000,Western
1764,513437,Sichuan_Chongqing,1,510000,Western
1765,520100,Guizhou,1,520000,Western
1766,520200,Guizhou,1,520000,Western
1767,520202,Guizhou,1,520000,Western
1768,520203,Guizhou,1,520000,Western
1769,520221,Guizhou,1,520000,Western
1770,520300,Guizhou,1,520000,Western
1771,520321,Guizhou,1,520000,Western
1772,520322,Guizhou,1,520000,Western
1773,520323,Guizhou,1,520000,Western
1774,520324,Guizhou,1,520000,Western
1775,520325,Guizhou,1,520000,Western
1776,520326,Guizhou,1,520000,Western
1777,520327,Guizhou,1,520000,Western
1778,520328,Guizhou,1,520000,Western
1779,520329,Guizhou,1,520000,Western
1780,520330,Guizhou,1,520000,Western
1781,520381,Guizhou,1,520000,Western
1782,520382,Guizhou,1,520000,Western
1783,520400,Guizhou,1,520000,Western
1784,520421,Guizhou,1,520000,Western
1785,520422,Guizhou,1,520000,Western
1786,520423,Guizhou,1,520000,Western
1787,520424,Guizhou,1,520000,Western
1788,520425,Guizhou,1,520000,Western
1789,522201,Guizhou,1,520000,Western
1790,522222,Guizhou,1,520000,Western
1791,522223,Guizhou,1,520000,Western
1792,522224,Guizhou,1,520000,Western
1793,522225,Guizhou,1,520000,Western
1794,522226,Guizhou,1,520000,Western
1795,522227,Guizhou,1,520000,Western
1796,522228,Guizhou,1,520000,Western
1797,522229,Guizhou,1,520000,Western
1798,522230,Guizhou,1,520000,Western
1799,522301,Guizhou,1,520000,Western
1800,522322,Guizhou,1,520000,Western
1801,522323,Guizhou,1,520000,Western
1802,522324,Guizhou,1,520000,Western
1803,522325,Guizhou,1,520000,Western
1804,522326,Guizhou,1,520000,Western
1805,522327,Guizhou,1,520000,Western
1806,522328,Guizhou,1,520000,Western
1807,522401,Guizhou,1,520000,Western
1808,522422,Guizhou,1,520000,Western
1809,522423,Guizhou,1,520000,Western
1810,522424,Guizhou,1,520000,Western
1811,522425,Guizhou,1,520000,Western
1812,522426,Guizhou,1,520000,Western
1813,522427,Guizhou,1,520000,Western
1814,522428,Guizhou,1,520000,Western
1815,522522,Guizhou,1,520000,Western
1816,522523,Guizhou,1,520000,Western
1817,522524,Guizhou,1,520000,Western
1818,522525,Guizhou,1,520000,Western
1819,522601,Guizhou,1,520000,Western
1820,522622,Guizhou,1,520000,Western
1821,522623,Guizhou,1,520000,Western
1822,522624,Guizhou,1,520000,Western
1823,522625,Guizhou,1,520000,Western
1824,522626,Guizhou,1,520000,Western
1825,522627,Guizhou,1,520000,Western
1826,522628,Guizhou,1,520000,Western
1827,522629,Guizhou,1,520000,Western
1828,522630,Guizhou,1,520000,Western
1829,522631,Guizhou,1,520000,Western
1830,522632,Guizhou,1,520000,Western
1831,522633,Guizhou,1,520000,Western
1832,522634,Guizhou,1,520000,Western
1833,522635,Guizhou,1,520000,Western
1834,522636,Guizhou,1,520000,Western
1835,522701,Guizhou,1,520000,Western
1836,522702,Guizhou,1,520000,Western
1837,522722,Guizhou,1,520000,Western
1838,522723,Guizhou,1,520000,Western
1839,522725,Guizhou,1,520000,Western
1840,522726,Guizhou,1,520000,Western
1841,522727,Guizhou,1,520000,Western
1842,522728,Guizhou,1,520000,Western
1843,522729,Guizhou,1,520000,Western
1844,522730,Guizhou,1,520000,Western
1845,522731,Guizhou,1,520000,Western
1846,522732,Guizhou,1,520000,Western
1847,530100,Yunnan,1,530000,Western
1848,530121,Yunnan,1,530000,Western
1849,530122,Yunnan,1,530000,Western
1850,530124,Yunnan,1,530000,Western
1851,530126,Yunnan,1,530000,Western
1852,530127,Yunnan,1,530000,Western
1853,530128,Yunnan,1,530000,Western
1854,530181,Yunnan,1,530000,Western
1855,530200,Yunnan,1,530000,Western
1856,530300,Yunnan,1,530000,Western
1857,530321,Yunnan,1,530000,Western
1858,530322,Yunnan,1,530000,Western
1859,530323,Yunnan,1,530000,Western
1860,530324,Yunnan,1,530000,Western
1861,530325,Yunnan,1,530000,Western
1862,530326,Yunnan,1,530000,Western
1863,530381,Yunnan,1,530000,Western
1864,530400,Yunnan,1,530000,Western
1865,530421,Yunnan,1,530000,Western
1866,530422,Yunnan,1,530000,Western
1867,530423,Yunnan,1,530000,Western
1868,530424,Yunnan,1,530000,Western
1869,530425,Yunnan,1,530000,Western
1870,530426,Yunnan,1,530000,Western
1871,530427,Yunnan,1,530000,Western
1872,530428,Yunnan,1,530000,Western
1873,532101,Yunnan,1,530000,Western
1874,532122,Yunnan,1,530000,Western
1875,532123,Yunnan,1,530000,Western
1876,532124,Yunnan,1,530000,Western
1877,532125,Yunnan,1,530000,Western
1878,532126,Yunnan,1,530000,Western
1879,532127,Yunnan,1,530000,Western
1880,532128,Yunnan,1,530000,Western
1881,532129,Yunnan,1,530000,Western
1882,532130,Yunnan,1,530000,Western
1883,532131,Yunnan,1,530000,Western
1884,532229,Yunnan,1,530000,Western
1885,532231,Yunnan,1,530000,Western
1886,532301,Yunnan,1,530000,Western
1887,532322,Yunnan,1,530000,Western
1888,532323,Yunnan,1,530000,Western
1889,532324,Yunnan,1,530000,Western
1890,532325,Yunnan,1,530000,Western
1891,532326,Yunnan,1,530000,Western
1892,532327,Yunnan,1,530000,Western
1893,532328,Yunnan,1,530000,Western
1894,532329,Yunnan,1,530000,Western
1895,532331,Yunnan,1,530000,Western
1896,532501,Yunnan,1,530000,Western
1897,532502,Yunnan,1,530000,Western
1898,532522,Yunnan,1,530000,Western
1899,532523,Yunnan,1,530000,Western
1900,532524,Yunnan,1,530000,Western
1901,532525,Yunnan,1,530000,Western
1902,532526,Yunnan,1,530000,Western
1903,532527,Yunnan,1,530000,Western
1904,532528,Yunnan,1,530000,Western
1905,532529,Yunnan,1,530000,Western
1906,532530,Yunnan,1,530000,Western
1907,532531,Yunnan,1,530000,Western
1908,532532,Yunnan,1,530000,Western
1909,532621,Yunnan,1,530000,Western
1910,532622,Yunnan,1,530000,Western
1911,532623,Yunnan,1,530000,Western
1912,532624,Yunnan,1,530000,Western
1913,532625,Yunnan,1,530000,Western
1914,532626,Yunnan,1,530000,Western
1915,532627,Yunnan,1,530000,Western
1916,532628,Yunnan,1,530000,Western
1917,532701,Yunnan,1,530000,Western
1918,532722,Yunnan,1,530000,Western
1919,532723,Yunnan,1,530000,Western
1920,532724,Yunnan,1,530000,Western
1921,532725,Yunnan,1,530000,Western
1922,532726,Yunnan,1,530000,Western
1923,532727,Yunnan,1,530000,Western
1924,532728,Yunnan,1,530000,Western
1925,532729,Yunnan,1,530000,Western
1926,532730,Yunnan,1,530000,Western
1927,532801,Yunnan,1,530000,Western
1928,532822,Yunnan,1,530000,Western
