"GBCounty","popgrp1","popgrp2","popgrp3","popgrp4","popgrp5","popgrp6","popgrp7","popgrp8","popgrp9","popgrp10","popgrp11","popgrp12","popgrp13","popgrp14","popgrp15","popgrp16","popgrp17","popgrp18","popgrp19","popgrp20","popgrp21","popgrp22","popgrp23","popgrp24","popgrp25","popgrp26","popgrp27","popgrp28","popgrp29","popgrp30","popgrp31","popgrp32","popgrp33","popgrp34","popgrp35","popgrp36","popgrp37","popgrp38"
410724,1.23116618654866e-06,1.09188419709737e-06,6.95616112083384e-06,6.21356439987336e-06,1.2601050869476e-05,1.07680132880964e-05,1.37723185838773e-05,1.129338783898e-05,9.73169755311176e-06,8.26165914631246e-06,6.26913286198605e-06,5.13683523789763e-06,7.92464003194069e-06,7.02183293969429e-06,1.32599340630979e-05,1.34944762733138e-05,7.69803617345518e-06,7.52844411376062e-06,9.14353785672421e-06,8.79280704390906e-06,1.11577141912244e-05,1.07925500116267e-05,1.24271287997467e-05,1.25887825077109e-05,8.62826666258837e-06,9.94819805484951e-06,7.20730170284962e-06,7.72329456532459e-06,7.4079255011266e-06,8.30279424164263e-06,4.72692762127416e-06,5.57055790971225e-06,2.64130612120052e-06,3.30379765651803e-06,1.62231042635486e-06,2.19242841426426e-06,1.02043903152392e-06,1.87056433501414e-06
410711,1.0449757550542e-06,9.46828860933084e-07,6.31026795731622e-06,5.84334854190181e-06,8.99703918388167e-06,7.77525468574165e-06,8.30712425167738e-06,7.11276315042414e-06,7.30689193364899e-06,9.94747638651038e-06,8.51279972832824e-06,1.39556223420152e-05,6.68914383535728e-06,6.68264882030515e-06,1.19024759172022e-05,1.23578486391906e-05,7.89721663505391e-06,8.24361743783431e-06,8.7993020589612e-06,9.15219787679372e-06,1.11468891661375e-05,1.12601910953803e-05,1.15048366623439e-05,1.15300950542133e-05,9.85726784411966e-06,9.49066032784374e-06,7.13008319056316e-06,7.08173141184173e-06,5.89819533567538e-06,6.50295340386282e-06,3.96268085013991e-06,4.84744623390817e-06,2.76254640217366e-06,3.6660751627592e-06,2.27758527828111e-06,3.13204059180608e-06,1.52705020559025e-06,1.9867529376134e-06
410703,6.42284821821985e-07,5.86716359709296e-07,4.25712153250325e-06,3.83278054909726e-06,6.11830417910875e-06,5.22993045364486e-06,5.74014996940682e-06,4.8734262941167e-06,6.17242930454319e-06,5.60303298497291e-06,3.49215309302987e-06,3.36080945530897e-06,4.21526476883395e-06,4.473622034241e-06,7.48947402344782e-06,8.61383329580586e-06,5.36560410140052e-06,6.28573123378594e-06,5.7646866929371e-06,6.42356988655898e-06,6.69419551373116e-06,7.81711144941095e-06,7.1170931604589e-06,7.9109283334973e-06,6.23016277167325e-06,6.63862705161847e-06,4.72692762127416e-06,4.97229485657694e-06,4.08031278941742e-06,4.58981063684025e-06,2.32377205198516e-06,2.90110672328582e-06,1.56602029590304e-06,1.96943289747438e-06,1.15033933256657e-06,1.70602395369345e-06,9.05693765602911e-07,1.32786974399152e-06
410781,1.22539283983565e-06,1.24126954329642e-06,7.59267259594281e-06,6.93090272896443e-06,1.5141323423199e-05,1.33862260224449e-05,2.11362223163172e-05,1.7607985806331e-05,9.71365584463362e-06,9.55561047836506e-06,5.64777642199871e-06,5.89170032062324e-06,7.59050759092544e-06,7.6424677113425e-06,1.37903602923554e-05,1.42428463409873e-05,8.77909534546567e-06,9.36581170517497e-06,1.12031792965893e-05,1.08185300718353e-05,1.29460083355782e-05,1.34021027259057e-05,1.51882318652421e-05,1.51507051116076e-05,1.20439229116709e-05,1.26537326582322e-05,9.42354517230503e-06,9.50870203632188e-06,9.10745443976792e-06,9.77211098010281e-06,5.85994691370171e-06,6.47480833863691e-06,2.72357631186087e-06,3.70576692141112e-06,1.79767583276243e-06,2.65285281462654e-06,1.13013261907104e-06,2.09500318848227e-06
410721,1.09332753377563e-06,1.00023231802839e-06,6.32830966579437e-06,5.64416808030308e-06,1.09671937496952e-05,9.05332931433349e-06,1.13114295474582e-05,8.99848252055992e-06,8.6289883309275e-06,6.58089358448841e-06,6.6840921569834e-06,5.4435442820261e-06,7.05430801495495e-06,5.9884038780661e-06,1.35955098407914e-05,1.2887553200109e-05,7.67205611324666e-06,7.31194361202287e-06,8.50774804995436e-06,7.72040789196809e-06,9.90345461782371e-06,9.01075088232506e-06,1.12746244621628e-05,1.05507911180196e-05,7.88783494664528e-06,8.25949414129508e-06,6.49718005714981e-06,6.67976214694864e-06,6.52604679071484e-06,7.54143414386488e-06,4.05649773422627e-06,4.79981612352587e-06,2.09500318848227e-06,2.75677305546065e-06,1.33508642738278e-06,1.89870940024005e-06,8.27753584977322e-07,1.59416536112895e-06
410726,1.33075641734802e-06,1.13951430747968e-06,7.64751938971638e-06,7.02904962308554e-06,1.39166522517024e-05,1.1889485887098e-05,1.7670770951835e-05,1.38127320108683e-05,1.14131847832749e-05,8.10289211170477e-06,6.69058717203553e-06,5.54602118618197e-06,8.3857861006421e-06,7.8380398312456e-06,1.27266211604839e-05,1.22380516948958e-05,8.62754499424925e-06,8.80796207903071e-06,1.15192700291264e-05,1.07052281425925e-05,1.38473720911463e-05,1.27403328589273e-05,1.36756150264344e-05,1.42962497980826e-05,9.40333845880951e-06,1.01235634612571e-05,6.59532695127092e-06,7.10554646703288e-06,8.55970817037142e-06,9.30302655967102e-06,6.05118902357005e-06,6.34274303257688e-06,3.53256652002092e-06,3.48277140462124e-06,1.84458427480561e-06,2.15129331893409e-06,1.31127137219163e-06,2.34397876548068e-06
410725,2.15345832395146e-06,1.91458610370082e-06,1.18317524199679e-05,1.1011937186721e-05,1.88427603345753e-05,1.62909410874264e-05,1.95680370153968e-05,1.61148540126797e-05,1.36279849160521e-05,9.96912643668416e-06,9.90201128114546e-06,7.85608153972374e-06,1.238310703106e-05,1.09368836794519e-05,1.72002431947249e-05,1.69924027130567e-05,1.09383270161301e-05,1.05543994597152e-05,1.05551211280543e-05,9.22508637904543e-06,1.47812109219752e-05,1.35543747454613e-05,1.62332076202963e-05,1.78042795945733e-05,1.18938158971327e-05,1.34288044544534e-05,7.55225916895177e-06,7.56380586237778e-06,9.40911180552252e-06,9.42065849894853e-06,6.87822094020825e-06,6.81976580473905e-06,4.07959112107829e-06,4.7197109378829e-06,2.35985546894145e-06,2.78275311566918e-06,1.66200218500678e-06,2.94440682363337e-06
410783,3.50586479147326e-06,3.44885299268232e-06,2.02355802290882e-05,1.9248337941164e-05,3.39617120392614e-05,2.8900651976972e-05,3.3873668501888e-05,2.62939859360495e-05,2.40445457229943e-05,1.62454759820615e-05,1.62072275600878e-05,1.35680864439047e-05,1.79825316743373e-05,2.0452802399165e-05,2.67053368893512e-05,3.2359608326402e-05,1.79067564987291e-05,2.09067317844752e-05,1.81362470305711e-05,2.01323816565932e-05,1.93500931769808e-05,2.15223148777495e-05,2.27946161596283e-05,2.82280570849067e-05,1.56739146574738e-05,1.89416288970356e-05,1.20547479367578e-05,1.29395133205261e-05,1.54465891306492e-05,1.61126890076623e-05,1.23455802774255e-05,1.25404307289895e-05,7.72618123868109e-06,9.8753095525978e-06,3.06276043125001e-06,4.26433821589451e-06,1.90087440525743e-06,4.52846882801456e-06
411525,3.40699622901302e-06,2.82027986930373e-06,1.87944085558539e-05,1.54696825175012e-05,3.57536145253108e-05,2.88818886001547e-05,4.39431068377107e-05,3.37091281205673e-05,3.20969210509602e-05,2.20137710166942e-05,1.1889485887098e-05,1.06583197005493e-05,1.47472925100363e-05,1.68819874571704e-05,2.04939374944952e-05,2.47344606551986e-05,1.14218448033444e-05,1.47371891532885e-05,1.35983965141479e-05,1.64612548154601e-05,2.66288400454039e-05,3.04111038107623e-05,3.27760109580776e-05,3.68303436872865e-05,3.07243078699429e-05,3.47252371420565e-05,1.60679455706365e-05,1.55036009294401e-05,2.51573583019263e-05,2.43065113300969e-05,1.91624594088081e-05,1.82935707285006e-05,1.25815658243196e-05,1.37954119707293e-05,6.17170763620406e-06,7.41586385285699e-06,3.29802430980502e-06,5.1808570065843e-06
411522,2.10943655526479e-06,1.7045806170152e-06,1.17935039979942e-05,9.86376285917179e-06,2.05964143986511e-05,1.7137458049221e-05,2.17943838415999e-05,1.7298390088846e-05,1.78021145895559e-05,1.30008551293518e-05,7.92608336861895e-06,7.15028990405868e-06,1.08149217301396e-05,1.13467912960754e-05,1.33306575603323e-05,1.53296788597108e-05,7.00451289955527e-06,8.20320401084326e-06,7.22823008468427e-06,8.30856758835563e-06,1.69476592760309e-05,1.83635725573958e-05,1.94063833074326e-05,2.22309931867711e-05,1.82488272914748e-05,2.104312710057e-05,7.3436970189444e-06,6.89698431702552e-06,1.19602093843323e-05,1.27699212608315e-05,9.59385890033873e-06,1.01379968280396e-05,6.28500956544682e-06,6.70502053881805e-06,3.08874049145853e-06,3.95979417678341e-06,1.18064940280985e-06,2.39377388088036e-06
411527,1.76159241580614e-06,1.5284935422685e-06,1.13020478590496e-05,1.02404737321955e-05,2.07205413529807e-05,1.8795130224193e-05,1.94114349858065e-05,1.7269523355281e-05,1.35089096400963e-05,1.14326698284313e-05,9.84283447733714e-06,8.74950694356151e-06,1.15806118379521e-05,1.20626862884882e-05,1.42471763510221e-05,1.53159671612674e-05,7.54504248556051e-06,8.11516047346991e-06,7.88494827328877e-06,8.10794379007865e-06,1.36799450364692e-05,1.38228353676161e-05,1.83166641153526e-05,2.00558848126458e-05,1.57229881045344e-05,1.76188108314179e-05,6.19191434969959e-06,6.58017191614928e-06,9.42065849894853e-06,9.51086704133926e-06,7.30544859697074e-06,7.45555561150891e-06,5.14260858461064e-06,6.34779471095076e-06,2.31727703693303e-06,3.55493823853382e-06,1.32065306060026e-06,2.84337325615575e-06
411526,2.04015639470871e-06,1.82221255629271e-06,1.26046592111717e-05,1.05522344546978e-05,2.25658472961255e-05,1.86847149683068e-05,2.10705504974567e-05,1.70826112554474e-05,1.3529838021931e-05,1.1436278170127e-05,8.84260215930874e-06,7.8661848964715e-06,1.3358080957219e-05,1.38935588648504e-05,1.69144625324311e-05,1.91198809767996e-05,8.61816330584061e-06,1.01704719033003e-05,9.10168109305492e-06,1.00102615320143e-05,1.82120222061793e-05,1.86262598328376e-05,2.21032578907458e-05,2.4203312757602e-05,1.9764330803639e-05,2.22201681616842e-05,9.60901393546037e-06,9.28642818787113e-06,1.29705450591085e-05,1.35767464639742e-05,8.87146889287378e-06,9.63355065899065e-06,5.13467023288025e-06,6.43728158500237e-06,2.38944387084561e-06,3.79886213715835e-06,1.08971919208e-06,2.25954356980296e-06
411521,1.45488337167767e-06,1.39498489953022e-06,8.75239361691802e-06,7.61576598279484e-06,1.62303209469398e-05,1.34446811579141e-05,2.22425398801971e-05,1.78670647400772e-05,1.04317158420638e-05,8.12742883523505e-06,4.34660840655485e-06,4.42382691884131e-06,6.07572574710033e-06,6.68264882030515e-06,1.05276977311675e-05,1.23333119156604e-05,6.45099328344576e-06,7.6034976210297e-06,6.89121097031251e-06,8.05598366966159e-06,1.35882931574002e-05,1.55598910598919e-05,1.65478550161552e-05,1.77487111324606e-05,1.57143280844649e-05,1.7561799032627e-05,9.29436653960151e-06,9.31024324306228e-06,1.20518612634013e-05,1.2640742628128e-05,7.90731999180167e-06,8.02711693609656e-06,4.4599103357976e-06,5.10291682595872e-06,2.26026523814209e-06,3.42142959579554e-06,1.37838652773033e-06,2.40387723762813e-06
411503,2.87368332639904e-06,2.4868690966276e-06,1.70970446222299e-05,1.49775047102174e-05,2.76067006449193e-05,2.37349500055093e-05,2.92102476944569e-05,2.49163210766583e-05,2.13902495716895e-05,2.19163457909122e-05,1.38957238698678e-05,1.65897117798245e-05,1.56883480242563e-05,1.68776574471357e-05,2.70264793002622e-05,2.95653085173068e-05,1.51514267799467e-05,1.6718890412528e-05,1.50568882275212e-05,1.59005185159593e-05,2.36851548901096e-05,2.3239885524869e-05,2.5752013013366e-05,2.68099787985244e-05,2.33012273336947e-05,2.56913928728794e-05,1.31069403752033e-05,1.32794191082543e-05,1.55187559645618e-05,1.65225966242858e-05,8.95518242021237e-06,9.18106461035876e-06,5.09570014256746e-06,5.81448180833678e-06,2.43635231288879e-06,3.38245950548275e-06,1.65911551165027e-06,2.8166715276081e-06
411524,1.77025243587565e-06,1.44261500991253e-06,9.64509735241666e-06,8.24145243281693e-06,1.59647469981415e-05,1.34374644745229e-05,1.73431335258718e-05,1.37643802321469e-05,1.29517816822912e-05,9.41127681053989e-06,5.30859230260958e-06,5.45436930711299e-06,7.14812489904131e-06,8.41320949752888e-06,8.37063106552046e-06,1.12811194772149e-05,5.03652333875914e-06,6.9467794324252e-06,4.65187411400507e-06,6.77574403605238e-06,1.12861711555888e-05,1.46224438873675e-05,1.36222115693391e-05,1.72392132850377e-05,1.28247680546051e-05,1.57994849484817e-05,6.08727244052634e-06,6.21572940489074e-06,1.01589252098743e-05,1.04569742339332e-05,9.16735291191537e-06,8.92992402834297e-06,6.34562970593339e-06,6.46037497185439e-06,2.85058993954701e-06,3.40699622901302e-06,1.0702341469236e-06,1.69447726026744e-06
411502,1.77386077757128e-06,1.58839201441594e-06,1.05839878616194e-05,9.26694314271473e-06,1.56067995019351e-05,1.33515859421669e-05,1.69173492057876e-05,1.46671873243933e-05,1.20655729618447e-05,1.6093925630845e-05,1.19537143692802e-05,2.15858216915926e-05,1.09231719810085e-05,1.13287495875972e-05,1.7487467193697e-05,1.87366750887238e-05,1.13431829543797e-05,1.27302295021796e-05,1.20518612634013e-05,1.33797310073928e-05,2.0205991827184e-05,2.04491940574694e-05,2.15201498727321e-05,2.16327301336358e-05,1.98321676275168e-05,2.00515548026111e-05,1.16931920988558e-05,1.129338783898e-05,1.22799084585651e-05,1.29286882954392e-05,7.62803434455998e-06,8.16206891551309e-06,4.80053779186499e-06,5.69901487407665e-06,2.76904141722579e-06,3.34926276188296e-06,1.82076921961446e-06,2.41181558935851e-06
411528,1.967267892457e-06,1.77313910923215e-06,1.22763001168694e-05,1.06713097306536e-05,2.48672476295977e-05,2.22100648049364e-05,2.88292068113985e-05,2.49870445738926e-05,1.85302779437338e-05,1.58673217723595e-05,8.91260398820395e-06,8.41465283420713e-06,1.14117414465967e-05,1.19919627912538e-05,1.44196550840731e-05,1.61862991782531e-05,9.56066215673894e-06,1.04815109574635e-05,1.04591392389506e-05,1.07146098310011e-05,1.71735414661773e-05,1.6753530492806e-05,2.19343874993904e-05,2.32160704696778e-05,1.89575056004963e-05,2.10842621959001e-05,7.09905145198075e-06,7.22390007464952e-06,1.35421063836961e-05,1.40140774774844e-05,9.55849715172156e-06,9.28714985621025e-06,6.33263967582912e-06,8.36413605046832e-06,2.94440682363337e-06,3.73968533335003e-06,1.67138387341541e-06,3.32400437001355e-06
411523,9.66313906089481e-07,8.37856941725084e-07,5.25013716714038e-06,4.53568551140582e-06,8.06753036308761e-06,7.08245308018086e-06,9.36076002680109e-06,7.6229826661861e-06,7.71463454525508e-06,5.90613368740576e-06,3.59462999718574e-06,3.2330741592837e-06,4.32062834634632e-06,4.48083871763225e-06,5.69901487407665e-06,6.83925084989545e-06,3.96556752349641e-06,5.18157867492343e-06,4.64177075725731e-06,5.56694956801662e-06,8.64053502435351e-06,9.24529309254096e-06,9.10384609807229e-06,9.91860965294535e-06,8.50846971829349e-06,9.40550346382689e-06,5.42189423185233e-06,5.09209180087183e-06,5.84767855193657e-06,5.65427143705085e-06,4.44331196399771e-06,4.02257932228735e-06,3.0793588030499e-06,3.42070792745642e-06,1.31487971388725e-06,1.86406931996201e-06,4.33722671814621e-07,7.8661848964715e-07
411003,2.14551997222108e-06,2.02788803294357e-06,1.25584724374676e-05,1.21254714339921e-05,2.17150003242961e-05,1.91588510671124e-05,2.20996495490502e-05,1.8427801039578e-05,1.78367546698339e-05,1.24011487395382e-05,1.17610289227336e-05,8.84837550602175e-06,1.34829295798878e-05,1.2377333684347e-05,2.36577314932228e-05,2.3027715033166e-05,1.63623862529999e-05,1.5474012527536e-05,1.60462955204627e-05,1.50092581171389e-05,1.8703478345124e-05,1.73084934455938e-05,2.1009208688631e-05,2.19805742730944e-05,1.70097227531957e-05,1.80669668700151e-05,1.24653772217204e-05,1.25382657239721e-05,1.62418676403658e-05,1.6902194170666e-05,1.02051119835783e-05,1.1035030573573e-05,5.01054327855061e-06,5.78850174812825e-06,3.26121922450961e-06,4.30547331122468e-06,2.33171040371554e-06,4.54723220483183e-06
411002,1.42890331146914e-06,1.37694319105208e-06,9.96984810502329e-06,9.25539644928872e-06,1.37701535788599e-05,1.21738232127136e-05,1.22099066296698e-05,1.04807892891244e-05,1.38986105432243e-05,1.5875981792429e-05,1.16607170235951e-05,1.33357092387061e-05,9.89335126107595e-06,1.07211048460533e-05,1.84306877129345e-05,2.08316782772061e-05,1.43554266018909e-05,1.57778348983079e-05,1.38921155281721e-05,1.52336969706071e-05,1.48512127508704e-05,1.56890696925955e-05,1.59257769078287e-05,1.61870208465923e-05,1.31386937821248e-05,1.35139613184702e-05,9.07930937454202e-06,9.65880905086005e-06,8.92198567661259e-06,9.81613274878948e-06,5.39952251333943e-06,6.0750040787612e-06,3.21719745582293e-06,3.9121640664011e-06,2.4226406144454e-06,3.2525592044401e-06,1.92035945041382e-06,2.58573765908783e-06
411025,1.92468946044858e-06,1.83087257636222e-06,1.23845503677383e-05,1.22351650215393e-05,2.27455427125678e-05,2.04564107408607e-05,2.48145658408415e-05,2.09875586384573e-05,1.61494940929577e-05,1.32094172793591e-05,8.72208354667473e-06,7.16544493918033e-06,1.00910883859964e-05,9.6739640859817e-06,1.71287980291515e-05,1.80431518148239e-05,1.19464976858889e-05,1.23953753928252e-05,1.26068242161891e-05,1.28882748684481e-05,1.62793943940004e-05,1.65391949960857e-05,1.92779263430682e-05,2.10474571106047e-05,1.77082977054695e-05,1.91256543235126e-05,1.31581788272812e-05,1.31985922542722e-05,1.6162484123062e-05,1.6936834250944e-05,1.10451339303208e-05,1.1815154048168e-05,5.72355159760693e-06,6.54481016753212e-06,3.48926641967337e-06,4.80198112854325e-06,2.27614194160286e-06,4.47506537091925e-06
411024,2.01489800283931e-06,1.80128417445806e-06,1.13366879393276e-05,1.04483142138637e-05,2.055600097166e-05,1.78966531419814e-05,2.14984998225584e-05,1.7447053766706e-05,1.21709365393571e-05,8.51929474338038e-06,7.27441685838832e-06,5.79066675314563e-06,9.18683795707176e-06,8.64991671276215e-06,1.5090084971121e-05,1.67412621310409e-05,1.04981093292634e-05,1.1138229146068e-05,1.08964702524608e-05,1.12450360602586e-05,1.30860119933686e-05,1.32685940831674e-05,1.5164416810051e-05,1.69534326227439e-05,1.27865196326314e-05,1.43265598683259e-05,8.7155885316226e-06,9.29220153458413e-06,1.20800063286272e-05,1.31545704855856e-05,7.79690473591542e-06,8.5366147835194e-06,4.16474798509514e-06,4.96940818322044e-06,2.46016736807994e-06,3.13348392848434e-06,1.81283086788407e-06,3.1464739585886e-06
411081,3.72308696155014e-06,3.60112501223787e-06,2.05170308813472e-05,1.95398919501709e-05,3.4636471936344e-05,3.07481229251341e-05,3.72315912838405e-05,3.0707709498143e-05,2.28357512549585e-05,1.76556159167133e-05,1.60094904351673e-05,1.29481733405956e-05,2.42596028880538e-05,2.13426194613072e-05,3.4659565323196e-05,3.3724283155689e-05,2.01150616164541e-05,1.94626734378844e-05,2.28934847220886e-05,2.21884147547626e-05,3.05691491770309e-05,2.98453158328877e-05,3.70179774554592e-05,3.86951346755877e-05,2.75763905746761e-05,3.02205833692331e-05,1.76094291430093e-05,1.75307672940446e-05,2.35999980260928e-05,2.34816444184761e-05,1.70436411651346e-05,1.7366948581063e-05,9.38313174531399e-06,9.72808921141613e-06,5.47529768894764e-06,6.98069784436411e-06,3.52607150496879e-06,6.44449826839363e-06
411082,2.00768131944805e-06,1.97231957083088e-06,1.23304252423039e-05,1.17502038976467e-05,2.13765378732461e-05,1.82163522162141e-05,2.40445457229943e-05,1.96589672261266e-05,1.56630896323869e-05,1.17386572042207e-05,1.09311103327389e-05,8.3663010554857e-06,1.39130439100068e-05,1.26631143466409e-05,2.62492424990237e-05,2.49054960515714e-05,1.60405221737497e-05,1.52589553624765e-05,1.510740501126e-05,1.44687285311337e-05,1.9844435989282e-05,1.85266696020382e-05,2.21472796594325e-05,2.30241066914704e-05,1.74080836763932e-05,1.91040042733389e-05,1.16765937270559e-05,1.26212575829716e-05,1.44456351442817e-05,1.48209026806271e-05,9.15291954513285e-06,9.35354334340983e-06,4.88136464584709e-06,5.78850174812825e-06,2.95306684370288e-06,3.87391564442743e-06,2.04592974142172e-06,4.07742611606092e-06
410185,2.30717368018527e-06,2.08634316841276e-06,1.28283763963007e-05,1.20576346101143e-05,2.25766723212123e-05,1.82286205779792e-05,4.69228754099612e-05,2.27116243006289e-05,3.16300016355458e-05,1.26890944068494e-05,8.55321315531929e-06,7.42380220458737e-06,1.17696889428031e-05,1.18844342087241e-05,2.24301736483698e-05,2.3400817564494e-05,1.46556406309673e-05,1.46924457162627e-05,1.5629171220448e-05,1.52834920860067e-05,1.92786480114073e-05,1.80128417445806e-05,2.23948118997526e-05,2.1886757389008e-05,1.66936320206586e-05,1.70421978284564e-05,1.19342293241238e-05,1.12977178490148e-05,1.14896816272223e-05,1.13720496879448e-05,7.7124695402377e-06,7.37833709922244e-06,4.27299823596402e-06,4.66269913909196e-06,2.68027621151332e-06,3.29802430980502e-06,1.83231591304047e-06,3.33482939510044e-06
410103,3.79092378542796e-06,3.57153661033371e-06,2.21429496493977e-05,1.99202111648902e-05,2.58949033445129e-05,2.24756387537347e-05,2.11708623965952e-05,1.79031481570335e-05,3.45578100873793e-05,2.45800236306256e-05,3.44113114145368e-05,3.27031224558259e-05,2.95054100451594e-05,3.18443371322662e-05,4.38752700138328e-05,4.66998798931713e-05,2.97457256020883e-05,3.04710022829097e-05,2.43382647370185e-05,2.51025115081527e-05,2.55124191247762e-05,2.58234581789394e-05,2.4484763409861e-05,2.54344789441506e-05,2.02420752441403e-05,2.17402587161655e-05,1.48223460173053e-05,1.59582519830894e-05,1.2767034587475e-05,1.41865562105355e-05,7.38844045597021e-06,8.29052587987749e-06,4.5465105364927e-06,5.52076279431257e-06,3.43514129423893e-06,4.65476078736158e-06,2.730071326913e-06,3.63720842919416e-06
410181,2.86790997968603e-06,2.64202778953965e-06,1.54978275827271e-05,1.44030567122732e-05,1.88268836311145e-05,1.67701288646059e-05,1.67556954978234e-05,1.49399779565828e-05,1.49248229214612e-05,1.49190495747482e-05,1.3409319409297e-05,1.36424182828346e-05,1.83794492608565e-05,1.71735414661773e-05,3.0501312353153e-05,2.87079665304254e-05,1.88968854600098e-05,1.65262049659814e-05,1.61357823945143e-05,1.47797675852969e-05,2.08764217142319e-05,1.97600007936042e-05,2.60377936756598e-05,2.46572421429121e-05,2.03597071834178e-05,2.0229085214036e-05,1.63385711978087e-05,1.62563010071484e-05,1.55743244266744e-05,1.56046344969177e-05,1.09123469559216e-05,1.13576163211622e-05,6.39325981631569e-06,6.84213752325196e-06,3.88041065947957e-06,4.68290585258748e-06,2.35119544887194e-06,3.8703073027318e-06
410104,3.74545868006304e-06,3.41132623904778e-06,2.12762259741076e-05,1.92375129160771e-05,2.52482885126561e-05,2.1863664002156e-05,1.93702998904763e-05,1.60369138320541e-05,2.0418162318887e-05,1.84306877129345e-05,2.64686296741179e-05,2.88443618465201e-05,3.47945173026126e-05,3.52708184064356e-05,4.89962285482697e-05,4.90821070806257e-05,3.16891784393541e-05,3.05626541619787e-05,2.37999001560306e-05,2.2350790131066e-05,2.34534993532502e-05,2.15071598426279e-05,2.16818035806963e-05,2.10647771507437e-05,1.73987019879845e-05,1.8267590668292e-05,1.18865992137415e-05,1.28651814815961e-05,9.95469306990164e-06,1.07586315996878e-05,5.29055059413143e-06,5.88520530557111e-06,3.06059542623263e-06,3.69205522296773e-06,2.08562150007364e-06,2.91770509508571e-06,1.67282721009366e-06,2.5150141618535e-06
410108,1.93695782221372e-06,1.82221255629271e-06,1.22943418253476e-05,1.12854494872497e-05,1.44622335160816e-05,1.27157961353971e-05,1.10321439002165e-05,9.17889960534138e-06,2.13368461145942e-05,2.27498727226025e-05,2.25391455675778e-05,2.709431612414e-05,1.44405834659078e-05,1.42204746224744e-05,2.43130063451491e-05,2.38323752312913e-05,1.57583498531515e-05,1.49775047102174e-05,1.21731015443744e-05,1.13525646427884e-05,1.21579465092528e-05,1.13951430747968e-05,1.11598791962418e-05,1.07261565244272e-05,8.20753402087802e-06,8.60733828075373e-06,6.1168608424305e-06,6.49573672047156e-06,5.17869200156693e-06,5.78561507477175e-06,3.1854440489014e-06,3.76422205688031e-06,1.76520075750177e-06,1.9896396109699e-06,1.10920423723639e-06,1.37838652773033e-06,8.16928559890435e-07,1.17126771440122e-06
410105,6.83347750318245e-06,6.21572940489074e-06,4.06328141661405e-05,3.65719864218795e-05,5.1447014227941e-05,4.47174569655927e-05,4.15717046753432e-05,3.51495781254625e-05,7.59151792660021e-05,6.87064342264743e-05,8.85819019543386e-05,9.23612790463406e-05,6.55476919061205e-05,7.02630728339687e-05,8.14222303618713e-05,8.72085671049822e-05,5.94676361489854e-05,6.35934140437678e-05,4.97402686059084e-05,5.10356632746393e-05,4.87739546998189e-05,4.85690008915072e-05,4.26671972141362e-05,4.45334315391156e-05,3.54902055815299e-05,3.79005778342101e-05,2.58126331538525e-05,2.87151832138166e-05,2.28581229734714e-05,2.60320203289468e-05,1.27424978639447e-05,1.44586251743859e-05,7.76154298729826e-06,9.89912460778895e-06,5.90324701404926e-06,7.87195824318451e-06,4.97229485657694e-06,6.45820996683702e-06
410106,6.8125491213478e-07,6.01871394830939e-07,4.24629650741636e-06,3.91577240809673e-06,4.5854806268055e-06,4.41877524046743e-06,3.73174698161965e-06,3.44019297261281e-06,6.02015728498764e-06,3.41349124406516e-06,2.65862616133954e-06,2.2241818211858e-06,4.25351319080762e-06,4.32712336139845e-06,8.02350859440093e-06,8.42186951759839e-06,4.90806637439474e-06,5.07910177076756e-06,4.34227839652009e-06,4.63744074722256e-06,5.46880267389551e-06,6.00644558654425e-06,6.63141036822721e-06,6.53615014746261e-06,5.06466840398505e-06,5.19673371004507e-06,3.58596997711623e-06,3.59535166552486e-06,2.84048658279925e-06,3.02595534595459e-06,1.82582089798834e-06,2.18016005249912e-06,1.19363943291412e-06,1.67354887843279e-06,9.94458971315388e-07,1.25931125177457e-06,6.33624801752475e-07,8.13320218194806e-07
410183,2.95595351705938e-06,2.82893988937324e-06,1.64020780116518e-05,1.50936933128166e-05,2.20556277803635e-05,1.91242109868344e-05,2.25947140296905e-05,1.92728746646943e-05,1.79767583276243e-05,1.43532615968736e-05,1.27915713110053e-05,1.07008981325577e-05,1.83397575022046e-05,1.7246429968429e-05,3.08202897590466e-05,3.01209931384337e-05,1.85050195518644e-05,1.74600437968102e-05,1.70667345519867e-05,1.66142485033548e-05,2.40337206979074e-05,2.26459524817684e-05,2.99254210185306e-05,2.8826320138042e-05,2.28371945916368e-05,2.25636822911081e-05,1.34923112682964e-05,1.24956872919637e-05,1.47559525301058e-05,1.42681047328567e-05,1.05233677211328e-05,1.08048183733919e-05,5.84912188861482e-06,6.12840753585651e-06,3.71009693144587e-06,4.48949873770176e-06,2.44068232292354e-06,4.00598095048746e-06
