"","GBProv","Prov_En","...1","GBCounty","County_CH","GbCity","City_CH","Prov_CH","all_locations","region_name"
"1",110000,"Beijing",108,110115,"大兴区",110000,"北京市","北京市",1,"Eastern"
"2",110000,"Beijing",109,110101,"东城区",110000,"北京市","北京市",1,"Eastern"
"3",110000,"Beijing",112,110108,"海淀区",110000,"北京市","北京市",1,"Eastern"
"4",110000,"Beijing",113,110116,"怀柔区",110000,"北京市","北京市",1,"Eastern"
"5",110000,"Beijing",110,110111,"房山区",110000,"北京市","北京市",1,"Eastern"
"6",110000,"Beijing",121,110119,"延庆区",110000,"北京市","北京市",1,"Eastern"
"7",110000,"Beijing",116,110117,"平谷区",110000,"北京市","北京市",1,"Eastern"
"8",110000,"Beijing",117,110107,"石景山区",110000,"北京市","北京市",1,"Eastern"
"9",110000,"Beijing",114,110109,"门头沟区",110000,"北京市","北京市",1,"Eastern"
"10",110000,"Beijing",111,110106,"丰台区",110000,"北京市","北京市",1,"Eastern"
"11",110000,"Beijing",107,110105,"朝阳区",110000,"北京市","北京市",1,"Eastern"
"12",110000,"Beijing",120,110102,"西城区",110000,"北京市","北京市",1,"Eastern"
"13",110000,"Beijing",106,110114,"昌平区",110000,"北京市","北京市",1,"Eastern"
"14",110000,"Beijing",115,110118,"密云区",110000,"北京市","北京市",1,"Eastern"
"15",110000,"Beijing",119,110112,"通州区",110000,"北京市","北京市",1,"Eastern"
"16",110000,"Beijing",118,110113,"顺义区",110000,"北京市","北京市",1,"Eastern"
"17",120000,"Tianjin",2401,120110,"东丽区",120000,"天津市","天津市",1,"Eastern"
"18",120000,"Tianjin",2400,120116,"滨海新区",120000,"天津市","天津市",1,"Eastern"
"19",120000,"Tianjin",2405,120103,"河西区",120000,"天津市","天津市",1,"Eastern"
"20",120000,"Tianjin",2402,120101,"和平区",120000,"天津市","天津市",1,"Eastern"
"21",120000,"Tianjin",2404,120102,"河东区",120000,"天津市","天津市",1,"Eastern"
"22",120000,"Tianjin",2409,120118,"静海区",120000,"天津市","天津市",1,"Eastern"
"23",120000,"Tianjin",2406,120106,"红桥区",120000,"天津市","天津市",1,"Eastern"
"24",120000,"Tianjin",2408,120112,"津南区",120000,"天津市","天津市",1,"Eastern"
"25",120000,"Tianjin",2411,120117,"宁河区",120000,"天津市","天津市",1,"Eastern"
"26",120000,"Tianjin",2412,120114,"武清区",120000,"天津市","天津市",1,"Eastern"
"27",120000,"Tianjin",2403,120105,"河北区",120000,"天津市","天津市",1,"Eastern"
"28",120000,"Tianjin",2398,120115,"宝坻区",120000,"天津市","天津市",1,"Eastern"
"29",120000,"Tianjin",2407,120119,"蓟州区",120000,"天津市","天津市",1,"Eastern"
"30",120000,"Tianjin",2410,120104,"南开区",120000,"天津市","天津市",1,"Eastern"
"31",120000,"Tianjin",2413,120111,"西青区",120000,"天津市","天津市",1,"Eastern"
"32",120000,"Tianjin",2399,120113,"北辰区",120000,"天津市","天津市",1,"Eastern"
"33",130000,"Hebei",733,130322,"昌黎县",130300,"秦皇岛市","河北",1,"Eastern"
"34",130000,"Hebei",735,130302,"海港区",130300,"秦皇岛市","河北",1,"Eastern"
"35",130000,"Hebei",736,130324,"卢龙县",130300,"秦皇岛市","河北",1,"Eastern"
"36",130000,"Hebei",737,130321,"青龙满族自治县",130300,"秦皇岛市","河北",1,"Eastern"
"37",130000,"Hebei",734,130306,"抚宁区",130300,"秦皇岛市","河北",1,"Eastern"
"38",130000,"Hebei",739,130127,"高邑县",130100,"石家庄市","河北",1,"Eastern"
"39",130000,"Hebei",731,131023,"永清县",131000,"廊坊市","河北",1,"Eastern"
"40",130000,"Hebei",732,130304,"北戴河区",130300,"秦皇岛市","河北",1,"Eastern"
"41",130000,"Hebei",772,130227,"迁西县",130200,"唐山市","河北",1,"Eastern"
"42",130000,"Hebei",730,131024,"香河县",131000,"廊坊市","河北",1,"Eastern"
"43",130000,"Hebei",774,130281,"遵化市",130200,"唐山市","河北",1,"Eastern"
"44",130000,"Hebei",775,130524,"柏乡县",130500,"邢台市","河北",1,"Eastern"
"45",130000,"Hebei",776,130531,"广宗县",130500,"邢台市","河北",1,"Eastern"
"46",130000,"Hebei",773,130229,"玉田县",130200,"唐山市","河北",1,"Eastern"
"47",130000,"Hebei",778,130522,"临城县",130500,"邢台市","河北",1,"Eastern"
"48",130000,"Hebei",779,130535,"临西县",130500,"邢台市","河北",1,"Eastern"
"49",130000,"Hebei",740,130109,"藁城区",130100,"石家庄市","河北",1,"Eastern"
"50",130000,"Hebei",738,130303,"山海关区",130300,"秦皇岛市","河北",1,"Eastern"
"51",130000,"Hebei",729,131026,"文安县",131000,"廊坊市","河北",1,"Eastern"
"52",130000,"Hebei",770,130284,"滦州市",130200,"唐山市","河北",1,"Eastern"
"53",130000,"Hebei",771,130283,"迁安市",130200,"唐山市","河北",1,"Eastern"
"54",130000,"Hebei",745,130110,"鹿泉区",130100,"石家庄市","河北",1,"Eastern"
"55",130000,"Hebei",746,130111,"栾城区",130100,"石家庄市","河北",1,"Eastern"
"56",130000,"Hebei",747,130131,"平山县",130100,"石家庄市","河北",1,"Eastern"
"57",130000,"Hebei",748,130104,"桥西区",130100,"石家庄市","河北",1,"Eastern"
"58",130000,"Hebei",749,130128,"深泽县",130100,"石家庄市","河北",1,"Eastern"
"59",130000,"Hebei",777,130529,"巨鹿县",130500,"邢台市","河北",1,"Eastern"
"60",130000,"Hebei",751,130181,"辛集市",130100,"石家庄市","河北",1,"Eastern"
"61",130000,"Hebei",752,130105,"新华区",130100,"石家庄市","河北",1,"Eastern"
"62",130000,"Hebei",753,130184,"新乐市",130100,"石家庄市","河北",1,"Eastern"
"63",130000,"Hebei",741,130183,"晋州市",130100,"石家庄市","河北",1,"Eastern"
"64",130000,"Hebei",742,130107,"井陉矿区",130100,"石家庄市","河北",1,"Eastern"
"65",130000,"Hebei",743,130121,"井陉县",130100,"石家庄市","河北",1,"Eastern"
"66",130000,"Hebei",744,130126,"灵寿县",130100,"石家庄市","河北",1,"Eastern"
"67",130000,"Hebei",758,130102,"长安区",130100,"石家庄市","河北",1,"Eastern"
"68",130000,"Hebei",759,130133,"赵县",130100,"石家庄市","河北",1,"Eastern"
"69",130000,"Hebei",760,130123,"正定县",130100,"石家庄市","河北",1,"Eastern"
"70",130000,"Hebei",761,130209,"曹妃甸区",130200,"唐山市","河北",1,"Eastern"
"71",130000,"Hebei",762,130207,"丰南区",130200,"唐山市","河北",1,"Eastern"
"72",130000,"Hebei",763,130208,"丰润区",130200,"唐山市","河北",1,"Eastern"
"73",130000,"Hebei",764,130204,"古冶区",130200,"唐山市","河北",1,"Eastern"
"74",130000,"Hebei",765,130205,"开平区",130200,"唐山市","河北",1,"Eastern"
"75",130000,"Hebei",766,130225,"乐亭县",130200,"唐山市","河北",1,"Eastern"
"76",130000,"Hebei",767,130203,"路北区",130200,"唐山市","河北",1,"Eastern"
"77",130000,"Hebei",768,130202,"路南区",130200,"唐山市","河北",1,"Eastern"
"78",130000,"Hebei",769,130224,"滦南县",130200,"唐山市","河北",1,"Eastern"
"79",130000,"Hebei",688,130803,"双滦区",130800,"承德市","河北",1,"Eastern"
"80",130000,"Hebei",689,130802,"双桥区",130800,"承德市","河北",1,"Eastern"
"81",130000,"Hebei",690,130828,"围场满族蒙古族自治县",130800,"承德市","河北",1,"Eastern"
"82",130000,"Hebei",691,130822,"兴隆县",130800,"承德市","河北",1,"Eastern"
"83",130000,"Hebei",692,130804,"鹰手营子矿区",130800,"承德市","河北",1,"Eastern"
"84",130000,"Hebei",693,130424,"成安县",130400,"邯郸市","河北",1,"Eastern"
"85",130000,"Hebei",694,130427,"磁县",130400,"邯郸市","河北",1,"Eastern"
"86",130000,"Hebei",695,130403,"丛台区",130400,"邯郸市","河北",1,"Eastern"
"87",130000,"Hebei",696,130425,"大名县",130400,"邯郸市","河北",1,"Eastern"
"88",130000,"Hebei",697,130407,"肥乡区",130400,"邯郸市","河北",1,"Eastern"
"89",130000,"Hebei",780,130525,"隆尧县",130500,"邢台市","河北",1,"Eastern"
"90",130000,"Hebei",781,130581,"南宫市",130500,"邢台市","河北",1,"Eastern"
"91",130000,"Hebei",782,130506,"南和区",130500,"邢台市","河北",1,"Eastern"
"92",130000,"Hebei",783,130523,"内丘县",130500,"邢台市","河北",1,"Eastern"
"93",130000,"Hebei",784,130528,"宁晋县",130500,"邢台市","河北",1,"Eastern"
"94",130000,"Hebei",785,130532,"平乡县",130500,"邢台市","河北",1,"Eastern"
"95",130000,"Hebei",786,130534,"清河县",130500,"邢台市","河北",1,"Eastern"
"96",130000,"Hebei",787,130505,"任泽区",130500,"邢台市","河北",1,"Eastern"
"97",130000,"Hebei",788,130582,"沙河市",130500,"邢台市","河北",1,"Eastern"
"98",130000,"Hebei",789,130533,"威县",130500,"邢台市","河北",1,"Eastern"
"99",130000,"Hebei",750,130130,"无极县",130100,"石家庄市","河北",1,"Eastern"
"100",130000,"Hebei",791,130530,"新河县",130500,"邢台市","河北",1,"Eastern"
"101",130000,"Hebei",792,130503,"信都区",130500,"邢台市","河北",1,"Eastern"
"102",130000,"Hebei",793,130732,"赤城县",130700,"张家口市","河北",1,"Eastern"
"103",130000,"Hebei",754,130125,"行唐县",130100,"石家庄市","河北",1,"Eastern"
"104",130000,"Hebei",755,130108,"裕华区",130100,"石家庄市","河北",1,"Eastern"
"105",130000,"Hebei",756,130132,"元氏县",130100,"石家庄市","河北",1,"Eastern"
"106",130000,"Hebei",757,130129,"赞皇县",130100,"石家庄市","河北",1,"Eastern"
"107",130000,"Hebei",798,130723,"康保县",130700,"张家口市","河北",1,"Eastern"
"108",130000,"Hebei",799,130702,"桥东区",130700,"张家口市","河北",1,"Eastern"
"109",130000,"Hebei",800,130703,"桥西区",130700,"张家口市","河北",1,"Eastern"
"110",130000,"Hebei",801,130725,"尚义县",130700,"张家口市","河北",1,"Eastern"
"111",130000,"Hebei",802,130708,"万全区",130700,"张家口市","河北",1,"Eastern"
"112",130000,"Hebei",803,130726,"蔚县",130700,"张家口市","河北",1,"Eastern"
"113",130000,"Hebei",804,130706,"下花园区",130700,"张家口市","河北",1,"Eastern"
"114",130000,"Hebei",805,130705,"宣化区",130700,"张家口市","河北",1,"Eastern"
"115",130000,"Hebei",806,130727,"阳原县",130700,"张家口市","河北",1,"Eastern"
"116",130000,"Hebei",807,130722,"张北县",130700,"张家口市","河北",1,"Eastern"
"117",130000,"Hebei",808,130731,"涿鹿县",130700,"张家口市","河北",1,"Eastern"
"118",130000,"Hebei",687,130881,"平泉市",130800,"承德市","河北",1,"Eastern"
"119",130000,"Hebei",728,131082,"三河市",131000,"廊坊市","河北",1,"Eastern"
"120",130000,"Hebei",648,130684,"高碑店市",130600,"保定市","河北",1,"Eastern"
"121",130000,"Hebei",649,130628,"高阳县",130600,"保定市","河北",1,"Eastern"
"122",130000,"Hebei",650,130602,"竞秀区",130600,"保定市","河北",1,"Eastern"
"123",130000,"Hebei",651,130623,"涞水县",130600,"保定市","河北",1,"Eastern"
"124",130000,"Hebei",652,130630,"涞源县",130600,"保定市","河北",1,"Eastern"
"125",130000,"Hebei",653,130635,"蠡县",130600,"保定市","河北",1,"Eastern"
"126",130000,"Hebei",654,130606,"莲池区",130600,"保定市","河北",1,"Eastern"
"127",130000,"Hebei",655,130607,"满城区",130600,"保定市","河北",1,"Eastern"
"128",130000,"Hebei",656,130608,"清苑区",130600,"保定市","河北",1,"Eastern"
"129",130000,"Hebei",657,130634,"曲阳县",130600,"保定市","河北",1,"Eastern"
"130",130000,"Hebei",658,130629,"容城县",130600,"保定市","河北",1,"Eastern"
"131",130000,"Hebei",659,130636,"顺平县",130600,"保定市","河北",1,"Eastern"
"132",130000,"Hebei",660,130627,"唐县",130600,"保定市","河北",1,"Eastern"
"133",130000,"Hebei",661,130631,"望都县",130600,"保定市","河北",1,"Eastern"
"134",130000,"Hebei",662,130638,"雄县",130600,"保定市","河北",1,"Eastern"
"135",130000,"Hebei",663,130609,"徐水区",130600,"保定市","河北",1,"Eastern"
"136",130000,"Hebei",664,130633,"易县",130600,"保定市","河北",1,"Eastern"
"137",130000,"Hebei",665,130681,"涿州市",130600,"保定市","河北",1,"Eastern"
"138",130000,"Hebei",666,130921,"沧县",130900,"沧州市","河北",1,"Eastern"
"139",130000,"Hebei",667,130923,"东光县",130900,"沧州市","河北",1,"Eastern"
"140",130000,"Hebei",790,130502,"襄都区",130500,"邢台市","河北",1,"Eastern"
"141",130000,"Hebei",669,130984,"河间市",130900,"沧州市","河北",1,"Eastern"
"142",130000,"Hebei",670,130983,"黄骅市",130900,"沧州市","河北",1,"Eastern"
"143",130000,"Hebei",794,130709,"崇礼区",130700,"张家口市","河北",1,"Eastern"
"144",130000,"Hebei",795,130724,"沽源县",130700,"张家口市","河北",1,"Eastern"
"145",130000,"Hebei",796,130728,"怀安县",130700,"张家口市","河北",1,"Eastern"
"146",130000,"Hebei",797,130730,"怀来县",130700,"张家口市","河北",1,"Eastern"
"147",130000,"Hebei",675,130982,"任丘市",130900,"沧州市","河北",1,"Eastern"
"148",130000,"Hebei",676,130926,"肃宁县",130900,"沧州市","河北",1,"Eastern"
"149",130000,"Hebei",677,130928,"吴桥县",130900,"沧州市","河北",1,"Eastern"
"150",130000,"Hebei",678,130929,"献县",130900,"沧州市","河北",1,"Eastern"
"151",130000,"Hebei",679,130902,"新华区",130900,"沧州市","河北",1,"Eastern"
"152",130000,"Hebei",680,130925,"盐山县",130900,"沧州市","河北",1,"Eastern"
"153",130000,"Hebei",681,130903,"运河区",130900,"沧州市","河北",1,"Eastern"
"154",130000,"Hebei",642,130683,"安国市",130600,"保定市","河北",1,"Eastern"
"155",130000,"Hebei",643,130632,"安新县",130600,"保定市","河北",1,"Eastern"
"156",130000,"Hebei",644,130637,"博野县",130600,"保定市","河北",1,"Eastern"
"157",130000,"Hebei",645,130626,"定兴县",130600,"保定市","河北",1,"Eastern"
"158",130000,"Hebei",646,130682,"定州市",130600,"保定市","河北",1,"Eastern"
"159",130000,"Hebei",647,130624,"阜平县",130600,"保定市","河北",1,"Eastern"
"160",130000,"Hebei",701,130432,"广平县",130400,"邯郸市","河北",1,"Eastern"
"161",130000,"Hebei",702,130402,"邯山区",130400,"邯郸市","河北",1,"Eastern"
"162",130000,"Hebei",703,130431,"鸡泽县",130400,"邯郸市","河北",1,"Eastern"
"163",130000,"Hebei",704,130423,"临漳县",130400,"邯郸市","河北",1,"Eastern"
"164",130000,"Hebei",705,130430,"邱县",130400,"邯郸市","河北",1,"Eastern"
"165",130000,"Hebei",706,130435,"曲周县",130400,"邯郸市","河北",1,"Eastern"
"166",130000,"Hebei",707,130426,"涉县",130400,"邯郸市","河北",1,"Eastern"
"167",130000,"Hebei",708,130434,"魏县",130400,"邯郸市","河北",1,"Eastern"
"168",130000,"Hebei",709,130481,"武安市",130400,"邯郸市","河北",1,"Eastern"
"169",130000,"Hebei",710,130408,"永年区",130400,"邯郸市","河北",1,"Eastern"
"170",130000,"Hebei",698,130406,"峰峰矿区",130400,"邯郸市","河北",1,"Eastern"
"171",130000,"Hebei",699,130404,"复兴区",130400,"邯郸市","河北",1,"Eastern"
"172",130000,"Hebei",700,130433,"馆陶县",130400,"邯郸市","河北",1,"Eastern"
"173",130000,"Hebei",674,130922,"青县",130900,"沧州市","河北",1,"Eastern"
"174",130000,"Hebei",715,131127,"景县",131100,"衡水市","河北",1,"Eastern"
"175",130000,"Hebei",716,131124,"饶阳县",131100,"衡水市","河北",1,"Eastern"
"176",130000,"Hebei",717,131182,"深州市",131100,"衡水市","河北",1,"Eastern"
"177",130000,"Hebei",718,131102,"桃城区",131100,"衡水市","河北",1,"Eastern"
"178",130000,"Hebei",719,131123,"武强县",131100,"衡水市","河北",1,"Eastern"
"179",130000,"Hebei",720,131122,"武邑县",131100,"衡水市","河北",1,"Eastern"
"180",130000,"Hebei",721,131121,"枣强县",131100,"衡水市","河北",1,"Eastern"
"181",130000,"Hebei",682,130821,"承德县",130800,"承德市","河北",1,"Eastern"
"182",130000,"Hebei",683,130826,"丰宁满族自治县",130800,"承德市","河北",1,"Eastern"
"183",130000,"Hebei",671,130930,"孟村回族自治县",130900,"沧州市","河北",1,"Eastern"
"184",130000,"Hebei",672,130927,"南皮县",130900,"沧州市","河北",1,"Eastern"
"185",130000,"Hebei",673,130981,"泊头市",130900,"沧州市","河北",1,"Eastern"
"186",130000,"Hebei",727,131003,"广阳区",131000,"廊坊市","河北",1,"Eastern"
"187",130000,"Hebei",713,131126,"故城县",131100,"衡水市","河北",1,"Eastern"
"188",130000,"Hebei",714,131103,"冀州区",131100,"衡水市","河北",1,"Eastern"
"189",130000,"Hebei",685,130825,"隆化县",130800,"承德市","河北",1,"Eastern"
"190",130000,"Hebei",686,130824,"滦平县",130800,"承德市","河北",1,"Eastern"
"191",130000,"Hebei",722,131002,"安次区",131000,"廊坊市","河北",1,"Eastern"
"192",130000,"Hebei",684,130827,"宽城满族自治县",130800,"承德市","河北",1,"Eastern"
"193",130000,"Hebei",668,130924,"海兴县",130900,"沧州市","河北",1,"Eastern"
"194",130000,"Hebei",724,131028,"大厂回族自治县",131000,"廊坊市","河北",1,"Eastern"
"195",130000,"Hebei",712,131128,"阜城县",131100,"衡水市","河北",1,"Eastern"
"196",130000,"Hebei",726,131022,"固安县",131000,"廊坊市","河北",1,"Eastern"
"197",130000,"Hebei",723,131081,"霸州市",131000,"廊坊市","河北",1,"Eastern"
"198",130000,"Hebei",711,131125,"安平县",131100,"衡水市","河北",1,"Eastern"
"199",130000,"Hebei",725,131025,"大城县",131000,"廊坊市","河北",1,"Eastern"
"200",140000,"Shanxi",2032,140603,"平鲁区",140600,"朔州市","山西",1,"Central"
"201",140000,"Shanxi",2028,141181,"孝义市",141100,"吕梁市","山西",1,"Central"
"202",140000,"Shanxi",1989,140525,"泽州县",140500,"晋城市","山西",1,"Central"
"203",140000,"Shanxi",2029,141123,"兴县",141100,"吕梁市","山西",1,"Central"
"204",140000,"Shanxi",2035,140622,"应县",140600,"朔州市","山西",1,"Central"
"205",140000,"Shanxi",1986,140524,"陵川县",140500,"晋城市","山西",1,"Central"
"206",140000,"Shanxi",1987,140521,"沁水县",140500,"晋城市","山西",1,"Central"
"207",140000,"Shanxi",2031,140681,"怀仁市",140600,"朔州市","山西",1,"Central"
"208",140000,"Shanxi",2026,141126,"石楼县",141100,"吕梁市","山西",1,"Central"
"209",140000,"Shanxi",2027,141121,"文水县",141100,"吕梁市","山西",1,"Central"
"210",140000,"Shanxi",2033,140621,"山阴县",140600,"朔州市","山西",1,"Central"
"211",140000,"Shanxi",2030,141129,"中阳县",141100,"吕梁市","山西",1,"Central"
"212",140000,"Shanxi",1988,140522,"阳城县",140500,"晋城市","山西",1,"Central"
"213",140000,"Shanxi",2067,140824,"稷山县",140800,"运城市","山西",1,"Central"
"214",140000,"Shanxi",2024,141124,"临县",141100,"吕梁市","山西",1,"Central"
"215",140000,"Shanxi",2025,141125,"柳林县",141100,"吕梁市","山西",1,"Central"
"216",140000,"Shanxi",1992,140729,"灵石县",140700,"晋中市","山西",1,"Central"
"217",140000,"Shanxi",2034,140602,"朔城区",140600,"朔州市","山西",1,"Central"
"218",140000,"Shanxi",1990,140723,"和顺县",140700,"晋中市","山西",1,"Central"
"219",140000,"Shanxi",2070,140829,"平陆县",140800,"运城市","山西",1,"Central"
"220",140000,"Shanxi",2037,140181,"古交市",140100,"太原市","山西",1,"Central"
"221",140000,"Shanxi",1984,140502,"城区",140500,"晋城市","山西",1,"Central"
"222",140000,"Shanxi",1985,140581,"高平市",140500,"晋城市","山西",1,"Central"
"223",140000,"Shanxi",2039,140110,"晋源区",140100,"太原市","山西",1,"Central"
"224",140000,"Shanxi",2040,140123,"娄烦县",140100,"太原市","山西",1,"Central"
"225",140000,"Shanxi",2066,140882,"河津市",140800,"运城市","山西",1,"Central"
"226",140000,"Shanxi",1974,140223,"广灵县",140200,"大同市","山西",1,"Central"
"227",140000,"Shanxi",2068,140826,"绛县",140800,"运城市","山西",1,"Central"
"228",140000,"Shanxi",2069,140821,"临猗县",140800,"运城市","山西",1,"Central"
"229",140000,"Shanxi",1977,140213,"平城区",140200,"大同市","山西",1,"Central"
"230",140000,"Shanxi",2071,140830,"芮城县",140800,"运城市","山西",1,"Central"
"231",140000,"Shanxi",2074,140828,"夏县",140800,"运城市","山西",1,"Central"
"232",140000,"Shanxi",2036,140623,"右玉县",140600,"朔州市","山西",1,"Central"
"233",140000,"Shanxi",1982,140215,"云州区",140200,"大同市","山西",1,"Central"
"234",140000,"Shanxi",1983,140226,"左云县",140200,"大同市","山西",1,"Central"
"235",140000,"Shanxi",2023,141102,"离石区",141100,"吕梁市","山西",1,"Central"
"236",140000,"Shanxi",2063,140303,"矿区",140300,"阳泉市","山西",1,"Central"
"237",140000,"Shanxi",2064,140321,"平定县",140300,"阳泉市","山西",1,"Central"
"238",140000,"Shanxi",2065,140322,"盂县",140300,"阳泉市","山西",1,"Central"
"239",140000,"Shanxi",2079,140427,"壶关县",140400,"长治市","山西",1,"Central"
"240",140000,"Shanxi",1975,140225,"浑源县",140200,"大同市","山西",1,"Central"
"241",140000,"Shanxi",1976,140224,"灵丘县",140200,"大同市","山西",1,"Central"
"242",140000,"Shanxi",2014,141023,"襄汾县",141000,"临汾市","山西",1,"Central"
"243",140000,"Shanxi",1978,140222,"天镇县",140200,"大同市","山西",1,"Central"
"244",140000,"Shanxi",2073,140823,"闻喜县",140800,"运城市","山西",1,"Central"
"245",140000,"Shanxi",1981,140214,"云冈区",140200,"大同市","山西",1,"Central"
"246",140000,"Shanxi",1994,140727,"祁县",140700,"晋中市","山西",1,"Central"
"247",140000,"Shanxi",2075,140825,"新绛县",140800,"运城市","山西",1,"Central"
"248",140000,"Shanxi",2038,140108,"尖草坪区",140100,"太原市","山西",1,"Central"
"249",140000,"Shanxi",2076,140802,"盐湖区",140800,"运城市","山西",1,"Central"
"250",140000,"Shanxi",2077,140881,"永济市",140800,"运城市","山西",1,"Central"
"251",140000,"Shanxi",2078,140827,"垣曲县",140800,"运城市","山西",1,"Central"
"252",140000,"Shanxi",2011,141021,"曲沃县",141000,"临汾市","山西",1,"Central"
"253",140000,"Shanxi",2012,141031,"隰县",141000,"临汾市","山西",1,"Central"
"254",140000,"Shanxi",2013,141029,"乡宁县",141000,"临汾市","山西",1,"Central"
"255",140000,"Shanxi",2041,140121,"清徐县",140100,"太原市","山西",1,"Central"
"256",140000,"Shanxi",2015,141002,"尧都区",141000,"临汾市","山西",1,"Central"
"257",140000,"Shanxi",1991,140781,"介休市",140700,"晋中市","山西",1,"Central"
"258",140000,"Shanxi",2072,140822,"万荣县",140800,"运城市","山西",1,"Central"
"259",140000,"Shanxi",2020,141122,"交城县",141100,"吕梁市","山西",1,"Central"
"260",140000,"Shanxi",2021,141130,"交口县",141100,"吕梁市","山西",1,"Central"
"261",140000,"Shanxi",2022,141127,"岚县",141100,"吕梁市","山西",1,"Central"
"262",140000,"Shanxi",2050,140924,"繁峙县",140900,"忻州市","山西",1,"Central"
"263",140000,"Shanxi",2051,140930,"河曲县",140900,"忻州市","山西",1,"Central"
"264",140000,"Shanxi",2052,140926,"静乐县",140900,"忻州市","山西",1,"Central"
"265",140000,"Shanxi",1996,140703,"太谷区",140700,"晋中市","山西",1,"Central"
"266",140000,"Shanxi",1997,140724,"昔阳县",140700,"晋中市","山西",1,"Central"
"267",140000,"Shanxi",1998,140702,"榆次区",140700,"晋中市","山西",1,"Central"
"268",140000,"Shanxi",2054,140925,"宁武县",140900,"忻州市","山西",1,"Central"
"269",140000,"Shanxi",2042,140109,"万柏林区",140100,"太原市","山西",1,"Central"
"270",140000,"Shanxi",2016,141022,"翼城县",141000,"临汾市","山西",1,"Central"
"271",140000,"Shanxi",1979,140212,"新荣区",140200,"大同市","山西",1,"Central"
"272",140000,"Shanxi",1993,140728,"平遥县",140700,"晋中市","山西",1,"Central"
"273",140000,"Shanxi",2019,141182,"汾阳市",141100,"吕梁市","山西",1,"Central"
"274",140000,"Shanxi",1995,140725,"寿阳县",140700,"晋中市","山西",1,"Central"
"275",140000,"Shanxi",2061,140302,"城区",140300,"阳泉市","山西",1,"Central"
"276",140000,"Shanxi",2062,140311,"郊区",140300,"阳泉市","山西",1,"Central"
"277",140000,"Shanxi",2009,141028,"吉县",141000,"临汾市","山西",1,"Central"
"278",140000,"Shanxi",2010,141033,"蒲县",141000,"临汾市","山西",1,"Central"
"279",140000,"Shanxi",2090,140428,"长子县",140400,"长治市","山西",1,"Central"
"280",140000,"Shanxi",2053,140929,"岢岚县",140900,"忻州市","山西",1,"Central"
"281",140000,"Shanxi",1980,140221,"阳高县",140200,"大同市","山西",1,"Central"
"282",140000,"Shanxi",2055,140932,"偏关县",140900,"忻州市","山西",1,"Central"
"283",140000,"Shanxi",2043,140105,"小店区",140100,"太原市","山西",1,"Central"
"284",140000,"Shanxi",2057,140922,"五台县",140900,"忻州市","山西",1,"Central"
"285",140000,"Shanxi",2008,141082,"霍州市",141000,"临汾市","山西",1,"Central"
"286",140000,"Shanxi",2018,141128,"方山县",141100,"吕梁市","山西",1,"Central"
"287",140000,"Shanxi",2060,140981,"原平市",140900,"忻州市","山西",1,"Central"
"288",140000,"Shanxi",2007,141081,"侯马市",141000,"临汾市","山西",1,"Central"
"289",140000,"Shanxi",2082,140403,"潞州区",140400,"长治市","山西",1,"Central"
"290",140000,"Shanxi",2048,140923,"代县",140900,"忻州市","山西",1,"Central"
"291",140000,"Shanxi",2049,140921,"定襄县",140900,"忻州市","山西",1,"Central"
"292",140000,"Shanxi",2089,140423,"襄垣县",140400,"长治市","山西",1,"Central"
"293",140000,"Shanxi",2006,141024,"洪洞县",141000,"临汾市","山西",1,"Central"
"294",140000,"Shanxi",2017,141032,"永和县",141000,"临汾市","山西",1,"Central"
"295",140000,"Shanxi",2080,140426,"黎城县",140400,"长治市","山西",1,"Central"
"296",140000,"Shanxi",2056,140927,"神池县",140900,"忻州市","山西",1,"Central"
"297",140000,"Shanxi",2081,140406,"潞城区",140400,"长治市","山西",1,"Central"
"298",140000,"Shanxi",2047,140931,"保德县",140900,"忻州市","山西",1,"Central"
"299",140000,"Shanxi",2044,140107,"杏花岭区",140100,"太原市","山西",1,"Central"
"300",140000,"Shanxi",2059,140902,"忻府区",140900,"忻州市","山西",1,"Central"
"301",140000,"Shanxi",2045,140122,"阳曲县",140100,"太原市","山西",1,"Central"
"302",140000,"Shanxi",2000,140722,"左权县",140700,"晋中市","山西",1,"Central"
"303",140000,"Shanxi",2087,140405,"屯留区",140400,"长治市","山西",1,"Central"
"304",140000,"Shanxi",2088,140429,"武乡县",140400,"长治市","山西",1,"Central"
"305",140000,"Shanxi",2005,141025,"古县",141000,"临汾市","山西",1,"Central"
"306",140000,"Shanxi",2058,140928,"五寨县",140900,"忻州市","山西",1,"Central"
"307",140000,"Shanxi",2083,140425,"平顺县",140400,"长治市","山西",1,"Central"
"308",140000,"Shanxi",2002,141030,"大宁县",141000,"临汾市","山西",1,"Central"
"309",140000,"Shanxi",1999,140721,"榆社县",140700,"晋中市","山西",1,"Central"
"310",140000,"Shanxi",2046,140106,"迎泽区",140100,"太原市","山西",1,"Central"
"311",140000,"Shanxi",2086,140404,"上党区",140400,"长治市","山西",1,"Central"
"312",140000,"Shanxi",2084,140430,"沁县",140400,"长治市","山西",1,"Central"
"313",140000,"Shanxi",2085,140431,"沁源县",140400,"长治市","山西",1,"Central"
"314",140000,"Shanxi",2001,141026,"安泽县",141000,"临汾市","山西",1,"Central"
"315",140000,"Shanxi",2004,141027,"浮山县",141000,"临汾市","山西",1,"Central"
"316",140000,"Shanxi",2003,141034,"汾西县",141000,"临汾市","山西",1,"Central"
