"GBCounty","popgrp1","popgrp2","popgrp3","popgrp4","popgrp5","popgrp6","popgrp7","popgrp8","popgrp9","popgrp10","popgrp11","popgrp12","popgrp13","popgrp14","popgrp15","popgrp16","popgrp17","popgrp18","popgrp19","popgrp20","popgrp21","popgrp22","popgrp23","popgrp24","popgrp25","popgrp26","popgrp27","popgrp28","popgrp29","popgrp30","popgrp31","popgrp32","popgrp33","popgrp34","popgrp35","popgrp36"
130521,2.80799735089369e-05,2.57765381820319e-05,2.39375051387771e-05,2.21860450975821e-05,1.28971148487998e-05,1.21708781347487e-05,1.62001208052756e-05,1.59055570710747e-05,1.70086230667162e-05,1.70068539151594e-05,1.61249318641132e-05,1.63717285062816e-05,1.63310380204761e-05,1.54783069701165e-05,1.47715309231898e-05,1.43761255502533e-05,1.07529031620034e-05,1.11491931107183e-05,6.5423224569083e-06,6.55028363891374e-06,6.46801809152427e-06,5.79043304528418e-06,7.26855917095938e-06,6.73958285548734e-06,5.91958110892785e-06,5.71612867990014e-06,4.06639485321897e-06,4.32734470784146e-06,2.74218491298212e-06,3.07036252676159e-06,1.58958267375125e-06,2.01771735048781e-06,5.21015133466602e-07,9.89840296008706e-07,2.67141885071161e-07,1.12341123854429e-07
130522,8.88467911806206e-06,8.2053249202652e-06,9.93820887011422e-06,9.40480967575028e-06,6.08411220370678e-06,5.78954846950579e-06,7.1252578948616e-06,6.96780340630972e-06,8.04521670437818e-06,7.21813835159164e-06,7.45962753908974e-06,6.9120751322717e-06,6.60247360983824e-06,6.24068211648027e-06,6.31321733030754e-06,6.05580577879857e-06,4.81563053750795e-06,4.71832720188601e-06,3.10043810322656e-06,2.99075070670727e-06,2.82533503614996e-06,2.48123505835963e-06,2.82179673303644e-06,2.50069572548402e-06,2.36447105561329e-06,2.19109420305055e-06,1.50997085369693e-06,1.8620320134927e-06,9.37650325084208e-07,1.28794233332321e-06,5.40475800590992e-07,7.82849563867476e-07,2.77756794411737e-07,4.18404343174368e-07,1.17648578524717e-07,6.89969107137436e-08
130523,1.35534700763587e-05,1.23557544724304e-05,1.499002114045e-05,1.41868263336797e-05,8.86964132982958e-06,8.26459149741675e-06,9.5366114667291e-06,8.99878939347325e-06,1.02876163025748e-05,9.63391480235105e-06,9.23762485363621e-06,8.92890790698113e-06,8.84398863225652e-06,8.32651180190344e-06,8.06290821994581e-06,7.89660797361012e-06,5.83820013731677e-06,5.96115617051177e-06,3.57899359933085e-06,3.7665236643477e-06,3.44188435368175e-06,3.13228283124828e-06,3.57810902355247e-06,3.3304278056057e-06,2.95802140290716e-06,3.03586407140472e-06,1.90537622663338e-06,2.35031784315919e-06,1.17294748213364e-06,1.63204231111355e-06,6.10357287083117e-07,9.43842355532877e-07,2.47681217946772e-07,4.67056010985341e-07,1.19417730081479e-07,3.80367584703971e-08
130524,8.4990040786878e-06,7.97179691477253e-06,9.57553280097788e-06,8.74845444819134e-06,5.83112353108972e-06,5.45340967372089e-06,6.53524585068125e-06,6.24598957115056e-06,7.19779310868887e-06,7.2296378367106e-06,5.40829630902344e-06,5.61086416227277e-06,5.81166286396533e-06,5.55336673667798e-06,6.45032657595665e-06,6.18583841822063e-06,4.48303004483657e-06,4.24773288778714e-06,3.20658719663232e-06,2.75987642854974e-06,2.49981114970563e-06,2.37862426806739e-06,2.80410521746881e-06,2.76518388322003e-06,2.21586232484523e-06,2.39189290474311e-06,1.57542946129715e-06,1.88680013528737e-06,1.08802820740903e-06,1.28971148487998e-06,5.94434923072253e-07,8.46539019910931e-07,2.7333391551983e-07,4.73248041434011e-07,2.20259368816951e-07,8.13809716110822e-08
130525,2.31599630295799e-05,2.11192467088542e-05,2.55854698139015e-05,2.37402447401981e-05,1.68927436397482e-05,1.59374017990964e-05,1.96464280378493e-05,1.91846794815342e-05,1.96552737956331e-05,1.90581851452257e-05,1.46804196180165e-05,1.47644543169628e-05,1.508290159718e-05,1.44362767031833e-05,1.4706956891368e-05,1.42000949703555e-05,1.176574242825e-05,1.09996998041718e-05,7.59496763318208e-06,7.40920671972201e-06,6.67147052055198e-06,6.34948493722117e-06,6.60955021606529e-06,6.42821218149711e-06,5.76743407504626e-06,6.1115340528366e-06,4.1831588559653e-06,4.85278272019997e-06,2.795259459685e-06,3.46222959658452e-06,1.54889218794571e-06,2.24770705286696e-06,6.9262283447258e-07,1.25167472640958e-06,5.2632258813689e-07,1.69838549449215e-07
130526,1.63849971429573e-05,1.5124476658764e-05,1.81143427896928e-05,1.66592156342556e-05,1.01266235109094e-05,9.5366114667291e-06,1.22681814703706e-05,1.20434992226618e-05,1.15207149376384e-05,1.11536159896102e-05,8.7926832371104e-06,8.79622154022393e-06,9.06159427373833e-06,9.2048955498361e-06,9.16066676091704e-06,9.55784128541025e-06,7.3525938699056e-06,7.50739463112233e-06,4.41314855834445e-06,3.90717121311033e-06,4.23623340266818e-06,3.94874627469425e-06,4.07789433833792e-06,4.05135706498648e-06,3.83994345395335e-06,3.7284869058773e-06,2.98986613092889e-06,3.07301625409673e-06,1.95579704600112e-06,2.27247517466163e-06,1.16321714857145e-06,1.40824463918307e-06,5.49321558374805e-07,8.35039534791974e-07,2.77756794411737e-07,1.32686366757199e-07
130527,1.7128925372576e-05,1.58285989783555e-05,1.717050043416e-05,1.59719002544533e-05,1.15092154525195e-05,1.07856324658035e-05,1.14287190566868e-05,1.10598509571017e-05,1.20364226164347e-05,1.2533554203885e-05,9.14651354846294e-06,9.69671968261612e-06,9.15624388202513e-06,8.7741071457644e-06,9.05540224328966e-06,9.04036445505718e-06,7.47289617576546e-06,7.18717819934829e-06,4.40253364900387e-06,4.00978200340256e-06,4.036319276754e-06,3.70991081453129e-06,4.00889742762418e-06,4.19465834108426e-06,3.44276892946013e-06,3.68514269273661e-06,2.62807463757093e-06,3.06947795098321e-06,1.69307803982186e-06,2.21320859751008e-06,9.5888014376536e-07,1.35251636514505e-06,4.20173494731131e-07,6.83777076688767e-07,2.5298867261706e-07,9.64187598435648e-08
130528,3.66152451945383e-05,3.44091132032553e-05,3.50433540363547e-05,3.23719351856431e-05,2.24328417397505e-05,2.10546726770324e-05,2.73042005512965e-05,2.75961105581623e-05,2.91688862921243e-05,3.01498808303492e-05,2.32165758793963e-05,2.40772681117614e-05,2.13748891088064e-05,1.96021992489302e-05,2.29043206296277e-05,2.03505503574408e-05,1.75367148064098e-05,1.55703028510681e-05,1.15941347272441e-05,1.06069481585705e-05,1.12394198401132e-05,1.02195039676395e-05,1.0953701863696e-05,1.03716510015211e-05,9.06247884951671e-06,8.88379454228368e-06,6.61043479184367e-06,7.05537640836948e-06,4.95893181360573e-06,5.26499503292567e-06,2.91202346243133e-06,3.50822753706035e-06,1.22336830150138e-06,1.83107186124935e-06,7.07660622705063e-07,3.67098948028251e-07
130529,1.78418934499514e-05,1.71271562210193e-05,1.93297499091888e-05,1.85964365889107e-05,1.17347822760067e-05,1.14349110871354e-05,1.25786675685825e-05,1.23690231091061e-05,1.38002667185271e-05,1.32995968279633e-05,1.07776712837981e-05,1.07608643440089e-05,1.16029804850279e-05,1.06785987966194e-05,1.04769155191485e-05,9.73298728952976e-06,8.01867943102674e-06,7.45874296331136e-06,4.06904858055411e-06,4.20881155353836e-06,5.52506031176978e-06,5.43925646126679e-06,5.59228807092676e-06,5.56751994913208e-06,4.24861746356552e-06,4.03720385253238e-06,3.13405198280505e-06,3.46665247547643e-06,2.35120241893757e-06,2.70326357873334e-06,1.67450194847585e-06,1.92660604531453e-06,7.43043653840316e-07,1.0517606004954e-06,4.15750615839224e-07,1.85760913460079e-07
130530,6.66970136899522e-06,6.30348699674535e-06,6.71127643057914e-06,6.25483532893437e-06,5.58786519203485e-06,5.25968757825538e-06,6.82892500910386e-06,6.79708028108213e-06,7.57904526917122e-06,7.90368457983717e-06,5.44014103704517e-06,5.57813485847266e-06,5.47552406818042e-06,5.23049657756879e-06,6.09207338571221e-06,5.60997958649438e-06,4.48037631750143e-06,3.80809872593162e-06,2.51042605904621e-06,2.45735151234333e-06,2.79791318702014e-06,2.6245363344574e-06,2.79349030812823e-06,2.86337179462036e-06,2.21497774906685e-06,2.40958442031074e-06,1.48166442878872e-06,1.79834255744924e-06,1.04999144893864e-06,1.31801790978818e-06,6.89969107137436e-07,8.06733109883771e-07,2.76872218633356e-07,4.1309688850408e-07,1.81338034568172e-07,7.87272442759382e-08
130531,1.33827469511311e-05,1.27440832391398e-05,1.51722437507965e-05,1.42549386686151e-05,1.04034957295428e-05,9.79667674557321e-06,9.47822946535593e-06,9.30042973390129e-06,1.00417042361848e-05,9.21816418651182e-06,8.58834623230432e-06,8.0346017950376e-06,8.34685704480621e-06,7.92933727741023e-06,8.06290821994581e-06,8.18055679847052e-06,6.20529908534502e-06,6.75462064371982e-06,2.9323687053341e-06,3.37554117030315e-06,3.7187565723151e-06,3.8372897266182e-06,3.86382699996964e-06,3.81517533215867e-06,3.29150647135692e-06,3.21454837863775e-06,2.5723463635329e-06,2.6386895469115e-06,1.72846107095712e-06,1.83726389169802e-06,1.08625905585227e-06,1.35074721358829e-06,4.67940586763723e-07,7.10314350040207e-07,2.81295097525262e-07,1.5303160965997e-07
130532,1.46016923737406e-05,1.35508163490236e-05,1.56711444898036e-05,1.47211101038221e-05,9.28362279411204e-06,8.8731796329431e-06,9.36411918994474e-06,9.45257676778288e-06,9.92936311233041e-06,1.0025781872174e-05,7.66484911967421e-06,7.97268149055091e-06,8.1345588579947e-06,8.02929434036732e-06,7.93199100474537e-06,7.51800954046291e-06,6.35213866455632e-06,6.28314175384258e-06,3.30477510803264e-06,3.22427871219994e-06,3.90451748577518e-06,3.5719169931038e-06,3.80632957437486e-06,3.60730002423906e-06,3.33308153294085e-06,3.2074717724107e-06,2.58030754553834e-06,2.80675894480395e-06,1.84168677058993e-06,1.99383380447151e-06,1.16144799701468e-06,1.31801790978818e-06,6.21856772202074e-07,7.35082471834884e-07,2.77756794411737e-07,1.53916185438351e-07
130533,2.55704320256691e-05,2.38340097727065e-05,2.86770621593443e-05,2.6595655352813e-05,1.78171253281567e-05,1.66839837560502e-05,2.04708526633007e-05,2.02107873844566e-05,2.23762288899341e-05,2.13076613496494e-05,1.70944269172192e-05,1.65654506017471e-05,1.7244804799544e-05,1.58197532205717e-05,1.74969088963827e-05,1.71572317974842e-05,1.28590780903294e-05,1.38551104167867e-05,5.73470477124615e-06,6.24156669225865e-06,8.11598276664869e-06,8.18763340469757e-06,8.10979073620002e-06,8.39108583372528e-06,7.18806277512667e-06,7.17037125955905e-06,5.37556700522333e-06,5.96823277673882e-06,3.57457072043895e-06,4.2070424019816e-06,2.29989702379145e-06,2.7191859427442e-06,9.47380658646403e-07,1.345439758918e-06,5.08631072569264e-07,2.9279458264422e-07
130534,2.14642312624229e-05,1.94960501555245e-05,2.02921683560677e-05,1.85115173141861e-05,1.17754727618122e-05,1.11819224145184e-05,1.03000003634722e-05,1.03990728506509e-05,1.28422711505401e-05,1.39550674797438e-05,1.03000003634722e-05,1.13632604490865e-05,1.03654589710724e-05,1.03070769696992e-05,1.02248114223098e-05,1.03734201530778e-05,8.20444034448682e-06,7.05803013570462e-06,4.55821898599899e-06,4.10000873279746e-06,5.18538321287135e-06,6.49190163754057e-06,4.65729147317769e-06,4.66436807940474e-06,3.97705269960245e-06,3.98501388160788e-06,3.18624195372954e-06,3.38880980697887e-06,2.23974587086152e-06,2.5820766970951e-06,1.52854694504294e-06,1.85583998304403e-06,6.48394045553514e-07,1.02964620603587e-06,4.67940586763723e-07,2.34412581271052e-07
130535,1.53854265133864e-05,1.44575065218644e-05,1.58949421617341e-05,1.47556085591789e-05,9.9868605379252e-06,9.46407625290183e-06,9.63037649923752e-06,9.54014976984263e-06,1.25087860820904e-05,1.4013449481117e-05,1.12190745972104e-05,1.1482678179168e-05,8.72899378106695e-06,8.57684674718536e-06,1.04229563966672e-05,9.27300788477147e-06,8.31678146834125e-06,7.24732935227822e-06,4.50160613618258e-06,4.15219870372196e-06,4.87047423576759e-06,4.27427016113858e-06,5.00316060252479e-06,4.60510150225319e-06,3.86471157574802e-06,3.8514429390723e-06,2.93325328111248e-06,3.25877716755681e-06,1.91687571175234e-06,2.41312272342426e-06,1.11368090498209e-06,1.449819700767e-06,4.44941616525808e-07,7.51889411624129e-07,2.94563734200982e-07,1.50377882324826e-07
130581,2.47362770666555e-05,2.32838036385533e-05,1.90378399023229e-05,1.77560895994484e-05,1.00496654181903e-05,9.53307316361558e-06,1.59568624662208e-05,1.60019758309182e-05,1.90546468421122e-05,1.96172370371627e-05,1.62487724730866e-05,1.63690747789465e-05,1.73527230445065e-05,1.58365601603609e-05,1.69254729435483e-05,1.5720680733393e-05,1.31209125207302e-05,1.34897806203153e-05,5.96204074629015e-06,6.8032723115308e-06,7.49058769133309e-06,7.57196866294417e-06,7.17037125955905e-06,8.02664061303217e-06,5.87004486533849e-06,6.85900058556882e-06,4.50956731818801e-06,5.65774667852698e-06,2.99605816137756e-06,3.82932854461277e-06,1.84876337681698e-06,2.65461191092237e-06,7.04122319591537e-07,1.24459812018253e-06,5.1305395146117e-07,1.9991412591418e-07
130582,2.859745033929e-05,2.6073755643568e-05,2.36650557990357e-05,2.16252240540883e-05,1.0573334278992e-05,9.89221092963839e-06,1.74243736825554e-05,1.62876938073354e-05,1.9450936790827e-05,1.78931988450975e-05,1.7434988591896e-05,1.55915326697493e-05,1.59816305880155e-05,1.41010224831768e-05,1.49466769273093e-05,1.35711615919263e-05,1.14632175120436e-05,1.05202597322891e-05,7.01291677100717e-06,6.15222453864214e-06,7.11022010662912e-06,5.90542789647375e-06,7.29686559586758e-06,6.14957081130699e-06,5.41537291525049e-06,5.01200636030861e-06,3.80279127126133e-06,3.67452778339604e-06,2.26274484109944e-06,2.52281011994355e-06,1.34632433469638e-06,1.74880631385989e-06,5.60821043493762e-07,8.47423595689313e-07,3.37023371563286e-07,1.37109245649106e-07
130600,1.59975529520263e-05,1.54995367887976e-05,1.86742792574082e-05,1.72961101946901e-05,1.94580133970541e-05,1.79506962706923e-05,2.71352465776256e-05,2.52289857752139e-05,3.38244086137452e-05,2.82834259379646e-05,2.95704836955094e-05,2.51192983786946e-05,2.67778779631596e-05,2.37367064370846e-05,2.52024485018624e-05,2.36579791928086e-05,2.04310467532735e-05,1.88450023826358e-05,1.60860105298645e-05,1.50846707487368e-05,1.48246054698927e-05,1.47609160138492e-05,1.15357527258709e-05,1.04229563966672e-05,8.45389071399035e-06,7.55427714737654e-06,5.32160788274207e-06,5.21015133466602e-06,2.98367410048022e-06,3.27116122845415e-06,1.74084513185445e-06,2.25301450753724e-06,7.15621804710495e-07,1.34278603158286e-06,7.21813835159164e-07,2.72449339741449e-07
130621,2.11042089206217e-05,1.94456293361567e-05,2.15863027198396e-05,2.02665156584946e-05,1.48599885010279e-05,1.44628139765347e-05,1.52624704801914e-05,1.4952868957758e-05,1.50997085369693e-05,1.6029397680048e-05,1.47600314380708e-05,1.50554797480502e-05,1.37542687780513e-05,1.38798785385814e-05,1.49979823224554e-05,1.49095247446173e-05,1.1359722145973e-05,1.13199162359459e-05,7.29155814119729e-06,7.13233450108865e-06,6.73958285548734e-06,5.64801634496478e-06,6.14691708397185e-06,5.41271918791535e-06,5.81608574285723e-06,5.67897649720813e-06,4.18935088641397e-06,4.65109944272902e-06,2.85894891572845e-06,3.28266071357311e-06,1.99118007713637e-06,2.29105126600764e-06,8.73960869040752e-07,1.13667987522001e-06,4.98900739007069e-07,2.82179673303644e-07
130622,3.58438951157898e-05,3.36943759743232e-05,3.34183883314682e-05,3.1369710828737e-05,2.63762805597744e-05,2.48618868271856e-05,2.31873848787098e-05,2.28415157493627e-05,2.41338809615778e-05,2.62223643743361e-05,2.2183391370247e-05,2.29972010863578e-05,2.07804541857342e-05,2.02275943242458e-05,2.25805658947402e-05,2.24797242560047e-05,1.7066120492311e-05,1.70440060978514e-05,1.14720632698274e-05,1.07989011024793e-05,9.79225386668131e-06,8.21859355694092e-06,9.33227446192301e-06,8.57153929251507e-06,8.97490584745696e-06,9.20578012561448e-06,6.85015482778501e-06,7.70907790859328e-06,5.18715236442811e-06,5.60201840448895e-06,3.581647326666e-06,3.94255424424558e-06,1.8381484674764e-06,2.30078159956983e-06,1.04999144893864e-06,7.25352138272689e-07
130623,1.57082966724956e-05,1.46972265578058e-05,1.51059005674179e-05,1.43628569135776e-05,1.22814501070464e-05,1.14632175120436e-05,1.14658712393788e-05,1.12748028712484e-05,1.34871268929801e-05,1.36304281690779e-05,1.34110533760393e-05,1.23380629568628e-05,1.14357956629138e-05,1.04371096091213e-05,1.19541570690453e-05,1.12827640532538e-05,9.02886496993822e-06,8.53261795826629e-06,6.17256978154491e-06,5.60644128338086e-06,5.51002252353729e-06,4.59183286557748e-06,5.45960170416956e-06,4.7802475063727e-06,4.263655251798e-06,4.23269509955466e-06,3.31185171425969e-06,3.53299565885503e-06,2.20347826394789e-06,2.48123505835963e-06,1.33570942535581e-06,1.62761943222164e-06,6.91738258694199e-07,8.75730020597515e-07,3.53830311352531e-07,2.17605641481807e-07
130624,8.06733109883771e-06,7.62946608853896e-06,8.9112163914135e-06,8.56446268628802e-06,8.80064441911584e-06,8.40346989462262e-06,8.21593982960578e-06,8.22743931472473e-06,6.43528878772416e-06,7.4047838408301e-06,6.58566667004899e-06,6.81831009976328e-06,6.79884943263889e-06,6.23272093447484e-06,7.2437910491647e-06,7.03591574124509e-06,6.28137260228581e-06,5.87358316845202e-06,3.12255249768609e-06,2.75279982232269e-06,3.66922032872575e-06,2.70149442717658e-06,3.97705269960245e-06,3.12609080079961e-06,3.1552818014862e-06,2.53961705973279e-06,2.37685511651063e-06,2.34147208537538e-06,1.67450194847585e-06,1.51793203570236e-06,1.06856754028464e-06,1.08891278318742e-06,5.53744437266712e-07,6.05049832412829e-07,2.83948824860406e-07,1.82222610346554e-07
130625,2.98738931874942e-05,2.84877629427707e-05,2.7873867352574e-05,2.63063990732823e-05,2.26539856843458e-05,2.15686112042719e-05,1.96977334329954e-05,2.01577128377537e-05,2.0047140865456e-05,2.35597912814083e-05,1.86583568933974e-05,2.0439007935279e-05,1.60028604066966e-05,1.62213506239568e-05,1.89007306566738e-05,1.9179372026864e-05,1.43955862173777e-05,1.39709898437547e-05,1.05582964907595e-05,8.51138813958514e-06,9.17128167025761e-06,6.74046743126572e-06,8.3663177119306e-06,6.954534769634e-06,7.35170929412722e-06,7.46405041798165e-06,5.18184490975782e-06,5.87800604734393e-06,3.83198227194791e-06,4.38749586077139e-06,2.41046899608912e-06,3.20658719663232e-06,9.96032326457376e-07,1.64442637201089e-06,7.17390956267257e-07,3.31715916892998e-07
130626,2.7750911319379e-05,2.5716387029102e-05,2.28707067500492e-05,2.17508338146185e-05,2.0211671960235e-05,1.91767182995288e-05,1.92970206053887e-05,2.03558578121111e-05,2.0543387877128e-05,2.49591901628076e-05,1.77958955094756e-05,2.04982745124305e-05,1.52969689355483e-05,1.45627710394918e-05,1.86344733473811e-05,1.70590438860839e-05,1.40789080887172e-05,1.28068881194049e-05,1.0487530428489e-05,8.21682440538416e-06,8.38224007594147e-06,6.36540730123204e-06,7.98948843034016e-06,7.21813835159164e-06,7.01999337723422e-06,7.31367253565682e-06,5.30745467028797e-06,5.98680886808483e-06,3.69133472318528e-06,4.41314855834445e-06,2.35562529782948e-06,3.11901419457256e-06,1.03053078181425e-06,1.65238755401632e-06,7.50120260067366e-07,3.62676069136345e-07
130627,2.33076871845696e-05,2.22072749162632e-05,2.45735151234333e-05,2.319269233338e-05,2.17561412692888e-05,2.09582539171888e-05,1.86539340145055e-05,1.90484548116635e-05,1.91652188144099e-05,2.0047140865456e-05,1.87450453196787e-05,1.82187227315418e-05,1.6655677331142e-05,1.51625134172343e-05,1.65566048439633e-05,1.56331077313332e-05,1.3626005290186e-05,1.33270186770931e-05,7.66307996811745e-06,7.61088999719295e-06,8.3477416205846e-06,7.2057542906943e-06,8.05760076527552e-06,7.07041419660196e-06,6.9925715281044e-06,6.46447978841075e-06,4.65552232162093e-06,4.97839248073012e-06,2.93679158422601e-06,3.42596198967088e-06,1.81514949723849e-06,2.41046899608912e-06,7.58081442072798e-07,1.34632433469638e-06,5.1305395146117e-07,2.30874278157527e-07
130628,1.43876250353723e-05,1.35198561967802e-05,1.39161461454951e-05,1.28272333623076e-05,1.1642786395055e-05,1.11907681723022e-05,9.89486465697354e-06,1.02946929088019e-05,1.06573689779382e-05,1.15534442414385e-05,1.00080903566063e-05,1.00098595081631e-05,9.87098111095724e-06,9.4561150708964e-06,1.09634321972582e-05,1.00275510237307e-05,8.25486116385456e-06,7.21283089692135e-06,4.82447629529176e-06,4.4485315894797e-06,4.51841307597183e-06,3.56837868999028e-06,4.82624544684853e-06,4.28665422203592e-06,4.80678477972414e-06,4.36715061786862e-06,3.34546559383818e-06,3.49938177927654e-06,2.75103067076593e-06,2.94740649356659e-06,1.83372558858449e-06,2.12298186811519e-06,9.04036445505718e-07,1.15702511812278e-06,5.74089680169482e-07,3.43215402011955e-07
130629,1.25034786274201e-05,1.1900197946564e-05,1.12456118705618e-05,1.06264088256949e-05,8.90148605785131e-06,8.36808686348737e-06,7.60204423940914e-06,7.88599306426954e-06,8.09475294796754e-06,9.42692407020982e-06,7.390630628376e-06,8.44592953198492e-06,6.97576458831516e-06,6.87315379802292e-06,7.83999512379371e-06,7.73915348505824e-06,6.03899883900933e-06,5.58963434359161e-06,4.37068892098214e-06,3.77271569479637e-06,3.93282391068339e-06,2.86779467351227e-06,3.63472187336888e-06,3.25877716755681e-06,3.06151676897778e-06,3.11812961879418e-06,2.28574381133735e-06,2.6528427593656e-06,1.81249576990334e-06,2.20347826394789e-06,1.27821199976102e-06,1.65504128135147e-06,5.81166286396533e-07,8.5892308080827e-07,4.02481979163504e-07,2.02567853249324e-07
130630,1.04211872451104e-05,9.19870351938743e-06,9.00409684814354e-06,8.29112877076819e-06,9.6834510459404e-06,9.2809690667769e-06,1.28175030287454e-05,1.21841467714244e-05,1.19780406150616e-05,1.09333566207932e-05,1.03398062734993e-05,8.51404186692029e-06,9.61887701411856e-06,7.75861415218263e-06,9.6126849836699e-06,8.36454856037384e-06,7.70907790859328e-06,6.1637240237611e-06,4.7660942939186e-06,3.5533409017578e-06,4.95893181360573e-06,3.71787199653672e-06,4.92974081291914e-06,3.85055836329392e-06,3.95051542625101e-06,3.24639310665948e-06,2.93148412955572e-06,2.61126769778168e-06,1.90537622663338e-06,1.74438343496798e-06,1.02876163025748e-06,9.854174171168e-07,4.61748556315053e-07,5.2632258813689e-07,1.90183792351986e-07,1.41532124541013e-07
130631,1.27007390259991e-05,1.15339835743141e-05,1.42487466381664e-05,1.33066734341903e-05,8.84664235959167e-06,8.33181925657373e-06,8.46008274443902e-06,8.53173338248791e-06,9.39861764530161e-06,9.76748574488663e-06,8.97048296856505e-06,9.65249089369705e-06,8.59630741430975e-06,9.25089349031193e-06,8.59453826275299e-06,8.97667499901372e-06,6.79708028108213e-06,6.16107029642595e-06,4.61837013892892e-06,4.10796991480289e-06,4.31407607116574e-06,3.68337354117985e-06,3.68868099585014e-06,3.19066483262145e-06,3.35608050317876e-06,3.44807638413042e-06,2.32908802447804e-06,2.79791318702014e-06,1.55066133950247e-06,1.92041401486586e-06,9.94263174900613e-07,1.28175030287454e-06,4.4582619230419e-07,6.69623864234666e-07,2.9279458264422e-07,1.28263487865293e-07
130632,1.82709127024663e-05,1.73138017102577e-05,1.71802307677222e-05,1.6138200500789e-05,1.68662063663968e-05,1.59347480717612e-05,1.59471321326586e-05,1.59391709506532e-05,1.68777058515157e-05,1.69033585490888e-05,1.28803079090105e-05,1.30421852764543e-05,1.17852030953744e-05,1.12305740823293e-05,1.34685508016341e-05,1.4363741489356e-05,9.52688113316691e-06,1.05839491883326e-05,5.97530938296587e-06,5.10488681703865e-06,5.59759552559705e-06,4.89789608489742e-06,6.09118880993383e-06,5.4436793401587e-06,5.44544849171546e-06,4.92797166136238e-06,3.69752675363395e-06,3.64002932803917e-06,2.86071806728522e-06,2.96598258491259e-06,1.91599113597396e-06,2.11590526188814e-06,9.29689143078776e-07,1.26317421152854e-06,5.3251461858556e-07,3.01640340428033e-07
130633,2.45620156383143e-05,2.32218833340666e-05,2.28963594476223e-05,2.15871872956179e-05,1.97720377983795e-05,1.85928982857971e-05,2.06194613940688e-05,2.05796554840416e-05,2.23514607681394e-05,2.33545697008238e-05,2.13324294714441e-05,1.90466856601068e-05,1.95827385818058e-05,1.65681043290823e-05,1.94111308807999e-05,1.71360019788031e-05,1.5511920849695e-05,1.39780664499817e-05,9.76837032066501e-06,8.70953311394256e-06,9.80021504868674e-06,7.62327405809029e-06,9.64983716636191e-06,7.80815039577198e-06,7.48085735777089e-06,6.68031627833579e-06,5.78247186327874e-06,5.86296825911144e-06,3.78686890725047e-06,4.06374112588382e-06,2.49892657392725e-06,2.75279982232269e-06,1.08891278318742e-06,1.5020096716915e-06,5.61705619272144e-07,3.37023371563286e-07
130634,2.62834001030444e-05,2.46142056092388e-05,2.84010745164893e-05,2.68424519949814e-05,2.24337263155289e-05,2.09423315531779e-05,1.96835802205413e-05,1.94049388503512e-05,1.82797584602502e-05,1.89529206275983e-05,1.80922283952333e-05,1.72660346182251e-05,1.6354036990714e-05,1.4997097746677e-05,1.59860534669074e-05,1.53544663611431e-05,1.28183876045238e-05,1.23301017748573e-05,7.46758872109517e-06,6.9501118907421e-06,7.63477354320925e-06,6.73869827970896e-06,7.31809541454873e-06,6.62812630741129e-06,6.30525614830211e-06,5.97796311030102e-06,4.35742028430642e-06,4.64490741228035e-06,2.49450369503535e-06,3.13670571014019e-06,1.48520273190225e-06,2.13713508056929e-06,6.99699440699631e-07,1.26848166619882e-06,4.76786344547536e-07,1.9991412591418e-07
130635,2.45885529116658e-05,2.28627455680438e-05,2.3308571760348e-05,2.22417733716201e-05,1.81532641239416e-05,1.7490716865934e-05,1.52138188123805e-05,1.49794062311094e-05,1.5131553264991e-05,1.69405107317808e-05,1.37772677482892e-05,1.51076697189747e-05,1.39214536001653e-05,1.38241502645434e-05,1.57772935832094e-05,1.52403560857319e-05,1.25282467492148e-05,1.15109846040762e-05,7.86299409403163e-06,6.65554815654111e-06,6.44148081817283e-06,5.05711972500605e-06,6.61928054962748e-06,6.17168520576653e-06,6.38663711991319e-06,6.30171784518858e-06,4.77228632436727e-06,5.49586931108319e-06,3.54007226508208e-06,4.25746322134933e-06,2.29105126600764e-06,2.86867924929065e-06,1.30828757622598e-06,1.61258164398916e-06,8.28847504343305e-07,4.88285829666493e-07
130636,1.25547840225662e-05,1.16250948794874e-05,1.26600485401936e-05,1.20443837984402e-05,1.17648578524717e-05,1.09652013488149e-05,1.12102288394266e-05,1.12863023563674e-05,1.08847049529822e-05,1.17277056697797e-05,1.06653301599437e-05,1.04999144893864e-05,9.9727073254711e-06,9.15978218513866e-06,1.05582964907595e-05,9.57730195253464e-06,8.1106753119784e-06,7.93818303519404e-06,4.78997783993489e-06,4.78555496104299e-06,4.96866214716792e-06,4.50249071196096e-06,4.67232926141018e-06,4.1928891895275e-06,4.07524061100278e-06,3.84878921173716e-06,3.06417049631292e-06,3.35961880629229e-06,2.06636901829878e-06,2.49450369503535e-06,1.22336830150138e-06,1.63027315955679e-06,5.86473741066821e-07,8.74845444819134e-07,3.60906917579582e-07,1.47724154989682e-07
