"GBCounty","popgrp1","popgrp2","popgrp3","popgrp4","popgrp5","popgrp6","popgrp7","popgrp8","popgrp9","popgrp10","popgrp11","popgrp12","popgrp13","popgrp14","popgrp15","popgrp16","popgrp17","popgrp18","popgrp19","popgrp20","popgrp21","popgrp22","popgrp23","popgrp24","popgrp25","popgrp26","popgrp27","popgrp28","popgrp29","popgrp30","popgrp31","popgrp32","popgrp33","popgrp34","popgrp35","popgrp36"
411326,2.87319058576039e-05,2.27804800206543e-05,2.90574297440483e-05,2.59569916408217e-05,3.08823095748489e-05,2.9156502231227e-05,3.32644721460299e-05,3.17261948674247e-05,3.50398157332412e-05,3.2302053699151e-05,2.83727680915811e-05,2.78358305941036e-05,1.71784616161654e-05,1.55331506683761e-05,2.37703203166631e-05,2.15296898700232e-05,1.77171682651996e-05,1.48767954408172e-05,1.42319396983772e-05,1.14428722691409e-05,1.10695812906639e-05,9.30573718857157e-06,1.06166784921327e-05,1.02026970278502e-05,8.19294085936786e-06,8.38666295483337e-06,6.05138289990667e-06,6.6183959738491e-06,4.26542440335476e-06,5.30391636717444e-06,2.11502068610976e-06,3.11016843678875e-06,7.41274502283553e-07,1.62408112910812e-06,7.12083501596969e-07,2.29105126600764e-07
411327,2.83002328777538e-05,2.38410863789336e-05,2.8205583269467e-05,2.61082540989249e-05,2.84346883960678e-05,2.72935856419559e-05,2.74421943727239e-05,2.63771651355528e-05,2.57429243024534e-05,2.60693327646761e-05,2.13819657150335e-05,2.33501468219319e-05,1.51713591750182e-05,1.51120925978666e-05,2.02355555062513e-05,1.97030408876657e-05,1.78516237835136e-05,1.33783240722392e-05,1.35543546521371e-05,8.69980278038036e-06,1.19842326455102e-05,8.52200304892572e-06,1.02336571800936e-05,8.28935961921143e-06,7.5233169951332e-06,5.88685180512774e-06,7.07395249971548e-06,6.74842861327115e-06,5.22518912289851e-06,5.05092769455739e-06,2.73687745831183e-06,2.93502243266925e-06,1.26848166619882e-06,2.02744768405e-06,9.36765749305827e-07,4.263655251798e-07
411328,5.60201840448895e-05,4.65269167913011e-05,5.60953729860519e-05,4.98361147782257e-05,5.63324392946581e-05,5.29860891250416e-05,5.40369651497586e-05,5.14593113315554e-05,5.16884164581562e-05,5.11408640513381e-05,4.25419029096932e-05,4.67710597061344e-05,2.80967804487261e-05,2.99508512802134e-05,4.12548451521484e-05,3.99324043634683e-05,3.53609167407936e-05,2.51856415620732e-05,2.93130721440005e-05,1.91218746012692e-05,2.3983503079253e-05,1.63389992024815e-05,2.13041230465359e-05,1.63460758087086e-05,1.61364313492322e-05,1.345439758918e-05,1.30244937608867e-05,1.36808489884456e-05,8.99790481769487e-06,1.07679409502359e-05,4.63871538183169e-06,6.43175048461064e-06,1.94518213666054e-06,3.82755939305601e-06,1.71165413116787e-06,5.71435952834338e-07
411329,3.37978713403938e-05,2.56801194221883e-05,3.176157789856e-05,2.75244599201134e-05,3.40499754372325e-05,3.15200887110619e-05,3.05886304164263e-05,2.87363287364958e-05,3.08248121492541e-05,2.9845586762586e-05,2.65505419881156e-05,2.83878058798136e-05,1.82691435509096e-05,1.99622215907314e-05,2.43399871179406e-05,2.42126082058537e-05,1.88414640795223e-05,1.53615429673701e-05,1.54659229092191e-05,1.12004985058644e-05,1.28175030287454e-05,9.92140193032498e-06,1.16224411521523e-05,9.59233974076712e-06,8.63876705167205e-06,7.1535643197698e-06,7.55427714737654e-06,7.83734139645857e-06,5.17123000041725e-06,6.03457596011742e-06,2.75103067076593e-06,3.79748381659104e-06,1.04026111537644e-06,2.20259368816951e-06,9.46496082868021e-07,3.25523886444329e-07
411330,1.93987468199025e-05,1.67264433934125e-05,1.74172970763284e-05,1.60072832855885e-05,1.77941263579188e-05,1.67804025158938e-05,2.09927523725457e-05,1.9775576101493e-05,2.18269073315593e-05,1.95234720046543e-05,1.79860793018275e-05,1.71766924646086e-05,1.17577812462446e-05,1.10147375924043e-05,1.30457235795678e-05,1.22779118039328e-05,9.91167159676278e-06,7.97975809677796e-06,9.07486291041405e-06,7.1013743488453e-06,7.57285323872255e-06,5.21899709244984e-06,6.86076973712558e-06,5.02085211809242e-06,4.30523031338193e-06,3.20481804507555e-06,3.62499153980668e-06,3.40296301943297e-06,2.5962299095492e-06,2.82002758147967e-06,1.37993821427487e-06,1.66477161491366e-06,5.03323617898976e-07,8.41231565240643e-07,3.22870159109185e-07,1.30917215200437e-07
411340,5.50091139301997e-05,4.48081860539062e-05,5.34451839540215e-05,4.8104115404155e-05,5.08746067420453e-05,4.72956131427145e-05,5.16592254574696e-05,4.69815887413891e-05,4.75070267537476e-05,4.57794502585689e-05,3.98837526956573e-05,4.29479231919703e-05,2.95669453923959e-05,3.22304030611021e-05,3.67665076526415e-05,3.86683455761614e-05,2.98615091265969e-05,2.39260056536582e-05,2.35261774018298e-05,1.70882348867705e-05,2.15606500222665e-05,1.64416099927738e-05,1.91342586621665e-05,1.5511920849695e-05,1.26662405706422e-05,1.04034957295428e-05,1.1617133697482e-05,1.14490642995895e-05,8.66353517346673e-06,9.04301818239232e-06,4.85543644753511e-06,5.73912765013806e-06,2.09025256431508e-06,3.48345941526567e-06,1.6010821588702e-06,6.95276561807724e-07
411381,6.72189133991971e-05,5.35336415318596e-05,6.89464898943759e-05,5.74240058051807e-05,7.2389258823836e-05,6.63865275917403e-05,6.99840972824172e-05,6.47942911906539e-05,6.54188016901911e-05,6.28570702359988e-05,5.45022520091872e-05,5.57388889473643e-05,3.66134760429816e-05,3.5011509308333e-05,4.79086241571327e-05,4.69824733171675e-05,3.65347487987056e-05,3.03453720773715e-05,3.0460366928561e-05,2.37853581048955e-05,2.40233089892801e-05,2.02700539616081e-05,2.05195043311117e-05,1.90440319327716e-05,1.53252753604565e-05,1.4505273613897e-05,1.37586916569432e-05,1.47237638311572e-05,1.00390505088497e-05,1.14526026027031e-05,5.15353848484962e-06,6.70419982435209e-06,2.02390938093648e-06,3.76033163389903e-06,1.70900040383273e-06,6.4574031821837e-07
411400,1.247074932362e-05,1.14773707244977e-05,7.43397484151668e-06,6.89438361670407e-06,7.81080412310713e-06,7.24732935227822e-06,1.07723638291278e-05,1.09749316823771e-05,1.44460070367455e-05,1.24026369886846e-05,1.21133807091539e-05,1.17135524573255e-05,8.8546035415971e-06,8.09917582685944e-06,9.8161374126976e-06,9.31369837057701e-06,6.16726232687462e-06,5.34726058031513e-06,5.52682946332654e-06,5.14823103017933e-06,4.25215576667905e-06,3.87709563664536e-06,4.15042955216519e-06,3.9982825182836e-06,3.06770879942645e-06,3.09601522433465e-06,1.98321889513094e-06,2.25301450753724e-06,1.22071457416623e-06,1.6108124924324e-06,5.9266577151549e-07,9.56226416430216e-07,3.14908977103753e-07,5.59051891937e-07,2.75103067076593e-07,1.12341123854429e-07
411421,4.92213346122506e-05,4.57246065603092e-05,3.12759457962286e-05,2.92254991419407e-05,2.54625137807065e-05,2.42586061463295e-05,3.49398586702841e-05,3.38403309777561e-05,3.51052743408414e-05,3.62384159129479e-05,2.3763243710436e-05,2.38030496204632e-05,2.29600489036658e-05,2.09732917054213e-05,2.4493903303379e-05,2.20816651557331e-05,1.5616300791544e-05,1.52810465715374e-05,1.23840608973386e-05,1.2201838286992e-05,9.19428064049553e-06,9.33935106815007e-06,1.00708952368714e-05,1.03902270928671e-05,8.87406420872149e-06,9.75510168398929e-06,7.04387692325052e-06,8.49369662401751e-06,5.02085211809242e-06,6.45563403062693e-06,2.38393172273768e-06,3.45957586924938e-06,1.25963590841501e-06,2.40604611719721e-06,1.27467369664749e-06,5.90896619958727e-07
411422,4.55839590115466e-05,4.04029986775672e-05,2.81268560251911e-05,2.52334086541058e-05,2.43576786335083e-05,2.28344391431356e-05,3.28062618928283e-05,3.16881581089543e-05,3.3445810180598e-05,3.37536425514747e-05,2.19595936983165e-05,2.1944555910084e-05,2.27902103542165e-05,2.07158801539123e-05,2.46778950652823e-05,2.28883982656169e-05,1.50024052013473e-05,1.52120496608237e-05,1.16746311230768e-05,1.1986001797067e-05,9.0058659997003e-06,8.89440945162426e-06,1.02018124520719e-05,1.04291484271159e-05,8.78914493399688e-06,9.71087289507022e-06,6.77054300773069e-06,8.30439740744391e-06,4.81651511328633e-06,6.68385458144932e-06,2.32731887292127e-06,3.72760233009892e-06,1.42947445786423e-06,2.7147630638523e-06,1.35605466825858e-06,5.30745467028797e-07
411423,3.48354787284351e-05,3.24232405807892e-05,2.36482488592464e-05,2.20268214574735e-05,2.31396177866772e-05,2.1981708092776e-05,2.52643688063491e-05,2.45089410916115e-05,2.5004303527505e-05,2.5090107378008e-05,1.69697017324674e-05,1.64929153879199e-05,1.55039596676895e-05,1.43212818519937e-05,1.70944269172192e-05,1.63115773533517e-05,1.06547152506031e-05,1.04486090942403e-05,8.44592953198492e-06,8.66707347658026e-06,6.52551551711906e-06,6.61397309495719e-06,7.47997278199251e-06,7.65334963455525e-06,6.11949523484203e-06,6.67766255100065e-06,4.88285829666493e-06,6.00450038365246e-06,3.39323268587078e-06,4.80678477972414e-06,1.572775733962e-06,2.48477336147315e-06,8.89883233051616e-07,1.69661634293539e-06,8.20886322337873e-07,3.24639310665947e-07
411424,5.15858056678639e-05,4.7287651960709e-05,3.64843279793379e-05,3.39854014054106e-05,3.15068200743862e-05,3.01604957396898e-05,4.05179935287567e-05,4.02110457336584e-05,4.20536170800267e-05,4.22747610246221e-05,2.60144890664165e-05,2.57252327868858e-05,2.00170652889911e-05,1.82364142471095e-05,2.80233606591205e-05,2.64479311978233e-05,1.85920137100188e-05,1.86043977709161e-05,1.53633121189269e-05,1.50324807778123e-05,1.14711786940491e-05,1.10704658664423e-05,1.1624210303709e-05,1.17507046400176e-05,1.04663006098079e-05,1.1113810079583e-05,8.16021155556775e-06,9.68256647016202e-06,5.6754381940946e-06,7.49324141866823e-06,2.68734121472248e-06,4.09293212657041e-06,1.3029801215557e-06,2.59711448532758e-06,1.14994851189573e-06,4.75901768769155e-07
411425,6.05784030308885e-05,5.51329545391731e-05,4.05799138332434e-05,3.69770366878963e-05,3.63949858257214e-05,3.45276463575584e-05,4.56644554073793e-05,4.38652282741517e-05,4.87551631770437e-05,4.84774063826319e-05,3.39217119493672e-05,3.27859166499256e-05,2.62020191314333e-05,2.33103409119048e-05,3.19818372673769e-05,2.94554888443199e-05,2.09547156140753e-05,1.84469432823642e-05,1.75225615939557e-05,1.62195814724e-05,1.25574377499013e-05,1.2004577888413e-05,1.55234203348139e-05,1.5690605156928e-05,1.35826610770453e-05,1.48732571377037e-05,1.04450707911267e-05,1.24627881416145e-05,6.70508440013047e-06,8.67061177969378e-06,3.31450544159484e-06,4.88374287244331e-06,1.72138446473007e-06,2.9704054638045e-06,1.52677779348617e-06,6.24510499537218e-07
411426,6.54860294493481e-05,5.88685180512774e-05,3.91822841034009e-05,3.56139054134107e-05,3.53379177705557e-05,3.32414731757919e-05,4.81890346788796e-05,4.6948859437589e-05,5.18998300691893e-05,4.9897150506934e-05,3.45241080544449e-05,3.31468235675051e-05,2.54687058111552e-05,2.2958279752109e-05,2.94784878145578e-05,2.65045440476397e-05,2.0297475810738e-05,1.82903733695907e-05,1.75314073517395e-05,1.73182245891496e-05,1.3897570054149e-05,1.32615600694929e-05,1.53341211182403e-05,1.55729565784033e-05,1.2575129265469e-05,1.37286160804782e-05,1.02619636050018e-05,1.23831763215602e-05,6.81919467554166e-06,9.1199762751115e-06,3.42773114122765e-06,5.38618191456391e-06,1.78330476921676e-06,2.84568027905273e-06,1.48608730768063e-06,6.89084531359055e-07
411440,6.91472885960684e-05,6.35753457680444e-05,4.0977972933515e-05,3.75812019445307e-05,3.97661041171326e-05,3.74087096677464e-05,4.87542786012653e-05,4.76574046360724e-05,5.18900997356271e-05,5.26977174212893e-05,3.32538572366893e-05,3.37271052781233e-05,2.60268731273138e-05,2.42869125712378e-05,3.54007226508208e-05,3.45347229637854e-05,2.28600918407087e-05,2.22063903404849e-05,1.93784015769998e-05,1.7833932267946e-05,1.39479908735168e-05,1.29961873359785e-05,1.65406824799525e-05,1.67582881214343e-05,1.36923484735646e-05,1.49422540484174e-05,1.01257389351311e-05,1.24185593526955e-05,6.57239803337327e-06,9.30485261279319e-06,3.21366380285937e-06,5.13407781772523e-06,1.58869809797287e-06,3.24285480354595e-06,1.58073691596743e-06,6.01511529299303e-07
411481,7.08686730607985e-05,6.4052132112592e-05,4.94522088904082e-05,4.44446254089915e-05,5.04367417317466e-05,4.80510408574521e-05,6.25633910775762e-05,5.9382456578517e-05,6.47394474923943e-05,6.3351548096114e-05,4.09063222954662e-05,3.87223046986426e-05,2.48503873420667e-05,2.20356672152573e-05,3.49318974882787e-05,3.2443585823692e-05,2.74174262509293e-05,2.41453804466967e-05,2.31325411804501e-05,2.07769158826206e-05,1.85380545875375e-05,1.77189374167564e-05,1.92678296047021e-05,1.94014005472377e-05,1.66901757864989e-05,1.76464022029291e-05,1.20098853430833e-05,1.44955432803348e-05,7.15621804710495e-06,1.038315048664e-05,3.65860541938517e-06,5.99742377742541e-06,1.74615258652474e-06,3.24816225821624e-06,1.83549474014126e-06,8.23540049673017e-07
411500,9.47380658646403e-06,8.77587629732116e-06,7.62946608853896e-06,7.18983192668344e-06,7.32605659655416e-06,6.70862270324399e-06,1.43088977910964e-05,1.39143769939383e-05,1.65734117837526e-05,1.52677779348617e-05,1.4978521655331e-05,1.47414553467248e-05,1.04848767011539e-05,1.01107011468986e-05,1.02451566652125e-05,9.85505874694638e-06,7.3525938699056e-06,6.87669210113645e-06,6.01246156565789e-06,6.03722968745257e-06,5.22518912289851e-06,5.36583667166114e-06,5.00935263297346e-06,4.34857452652261e-06,3.72229487542863e-06,3.15174349837267e-06,2.5298867261706e-06,2.5440399386247e-06,1.32332536445847e-06,1.74880631385989e-06,7.27121289829452e-07,1.10306599564152e-06,2.12298186811519e-07,4.85632102331349e-07,1.99029550135799e-07,8.49192747246075e-08
411521,3.89717550681462e-05,3.28637593184231e-05,2.32723041534344e-05,1.97711532226011e-05,2.20922800650737e-05,1.90617234483392e-05,3.97572583593488e-05,3.5767821598849e-05,3.97731807233597e-05,3.58191269939951e-05,3.18199598999331e-05,2.95191783003633e-05,1.88193496850628e-05,1.69060122764239e-05,2.1680067752348e-05,2.07397636999286e-05,1.55358043957113e-05,1.36295435932995e-05,1.19391192808128e-05,1.04362250333429e-05,1.05981024007867e-05,9.79313844245969e-06,1.14145658442327e-05,9.29246855189585e-06,9.63479937812943e-06,7.72500027260414e-06,6.36983018012395e-06,6.51224688044334e-06,3.40915504988164e-06,4.9173567520218e-06,1.43035903364261e-06,2.68026460849542e-06,4.29019252514944e-07,1.17117833057688e-06,4.53787374309621e-07,1.2649433630853e-07
411522,4.1216808393678e-05,3.34369644228142e-05,2.18905967876027e-05,1.78029721157026e-05,2.28406311735843e-05,1.87114314401002e-05,4.64614581837009e-05,4.17254394662473e-05,4.28833491601484e-05,4.16555579797551e-05,3.3740373914799e-05,3.3531614031101e-05,1.48069139543251e-05,1.21142652849323e-05,2.13908114728173e-05,2.07441865788205e-05,1.94084771534647e-05,1.73827986209715e-05,1.68502840023859e-05,1.33190574950877e-05,1.49183705024011e-05,1.16737465472984e-05,1.08015548298144e-05,9.21727961073344e-06,7.93287558052375e-06,8.0301789161457e-06,5.90808162380889e-06,7.77542109197188e-06,2.74660779187402e-06,4.98281535962202e-06,1.19152357347965e-06,2.78906742923633e-06,2.9279458264422e-07,1.19594645237156e-06,4.24596373623038e-07,7.51889411624129e-08
411523,1.5101477688526e-05,1.23937912309008e-05,1.04901841558242e-05,8.88644826961883e-06,1.0830745830501e-05,9.00321227236516e-06,1.86114743771431e-05,1.65371441768389e-05,1.56941434600415e-05,1.58215223721284e-05,1.3890493447922e-05,1.41355209385336e-05,1.01142394500121e-05,8.44062207731464e-06,1.02124273614124e-05,8.93863824054332e-06,8.69891820460198e-06,6.85280855512015e-06,8.01160282479969e-06,6.96603425475296e-06,6.42467387838359e-06,5.62944025361877e-06,3.39234811009239e-06,3.17474246861059e-06,3.47107535436833e-06,3.2118946513026e-06,3.40738589832488e-06,3.41180877721678e-06,2.07698392763936e-06,2.12386644389357e-06,7.75772957640425e-07,1.08272075273875e-06,2.49450369503535e-07,5.33399194363941e-07,2.02567853249324e-07,8.93421536165142e-08
411524,3.5048661491025e-05,3.07823525118918e-05,1.97348856156874e-05,1.77003613254104e-05,1.8332833006953e-05,1.70714279469813e-05,3.79518391956725e-05,3.80482579555161e-05,3.49115522453759e-05,3.63056436721049e-05,2.65593877458994e-05,2.76677611962112e-05,1.22451825001327e-05,1.1095233988237e-05,1.80824980616711e-05,1.70723125227596e-05,1.75331765032963e-05,1.55393426988248e-05,1.67635955761046e-05,1.39311839337275e-05,1.25194009914309e-05,1.01646602693798e-05,8.44327580464978e-06,7.01822422567746e-06,7.63388896743086e-06,6.52905382023258e-06,5.54982843356445e-06,6.06730526391753e-06,3.18270365061602e-06,4.17431309818149e-06,1.4259361547507e-06,2.16367235392073e-06,4.22827222066275e-07,9.42957779754496e-07,4.13981464282462e-07,1.36224669870725e-07
411525,7.27873179241076e-05,6.18893443344496e-05,4.31681825607872e-05,4.07285225640115e-05,4.99723394480964e-05,4.65065715483983e-05,8.4885660845029e-05,8.0424745194652e-05,8.41983454652267e-05,7.89342350080795e-05,6.10693425878902e-05,5.97044421618478e-05,3.13759028591857e-05,2.63930874995637e-05,4.42624027986449e-05,3.89761779470381e-05,3.57996663268707e-05,3.08955782115247e-05,3.13617496467316e-05,2.68955265416843e-05,2.55589325405501e-05,2.14217716250606e-05,2.17012975710291e-05,1.86353579231594e-05,1.76977075980752e-05,1.57852547652148e-05,1.29280750010431e-05,1.44663522796482e-05,6.60955021606529e-06,9.3092754916851e-06,2.7996823385769e-06,4.76874802125374e-06,8.64230535478558e-07,1.93810553043349e-06,7.77542109197188e-07,2.63603581957636e-07
411526,4.15502934621278e-05,3.78279985866991e-05,2.27742879902057e-05,2.1538535627807e-05,2.22329276138363e-05,2.0729148790588e-05,4.05737218027948e-05,3.79474163167806e-05,4.19005854703668e-05,4.0411844435351e-05,3.20924092396746e-05,3.21534449683829e-05,1.71227333421274e-05,1.50183275653582e-05,2.28990131749574e-05,2.10670567379297e-05,1.75800590195505e-05,1.62098511388378e-05,1.41505587267661e-05,1.33447101926607e-05,1.18860447341099e-05,1.11898835965238e-05,1.01168931773473e-05,9.78340810889749e-06,8.0584853410539e-06,8.06910025039448e-06,5.85146877399249e-06,7.1774478657861e-06,2.49538827081373e-06,4.26807813068991e-06,1.01283926624662e-06,2.31405023624556e-06,3.00755764649652e-07,9.30573718857157e-07,2.62719006179255e-07,7.16506380488876e-08
411527,2.90866207447348e-05,2.55270878125284e-05,1.94314761237026e-05,1.76605554153832e-05,2.08140680653127e-05,1.92342157251236e-05,3.43356934136496e-05,3.29442557142558e-05,3.6584285042295e-05,3.48443244862189e-05,2.6349743286423e-05,2.63656656504339e-05,1.10315445321935e-05,1.00912404797742e-05,1.64044578100817e-05,1.52642396317482e-05,1.3976297298425e-05,1.27768125429399e-05,1.21664552558568e-05,1.07962473751441e-05,9.87540398984915e-06,9.35085055326902e-06,7.98771927878339e-06,8.56446268628802e-06,6.51932348667039e-06,7.01822422567746e-06,4.48126089327981e-06,6.22122144935588e-06,2.47150472479743e-06,4.20350409886807e-06,1.03141535759263e-06,2.26716771999134e-06,3.40561674676811e-07,1.06237550983598e-06,3.81252160482352e-07,6.98814864921249e-08
411528,4.67409841296694e-05,4.33017535033228e-05,2.94705266325523e-05,2.77287969249195e-05,3.78129607984666e-05,3.54166450148316e-05,4.7176195412633e-05,4.49046048137498e-05,4.68772087995401e-05,4.52088988815129e-05,3.517161752422e-05,3.56731719905622e-05,1.39674515406412e-05,1.27175459657884e-05,2.53484035052953e-05,2.44319829988923e-05,1.95447018233355e-05,1.77251294472051e-05,1.54252324234136e-05,1.28971148487998e-05,1.25061323547552e-05,1.07971319509225e-05,1.2078882253797e-05,1.15366373016493e-05,1.0062934054866e-05,1.03884579413103e-05,6.44501912128636e-06,8.83956575336461e-06,3.2118946513026e-06,5.87977519890069e-06,1.17294748213364e-06,2.94298361467468e-06,3.83021312039115e-07,1.32244078868009e-06,4.98016163228688e-07,1.03495366070615e-07
411540,5.52346807536869e-05,4.60112091125048e-05,3.32618184186947e-05,3.02737214393226e-05,3.4705446089013e-05,3.22357105157724e-05,5.43067607621649e-05,5.08931828333913e-05,5.35203728951839e-05,5.02571728487352e-05,4.46162331099974e-05,4.26993573982451e-05,2.86337179462036e-05,2.61816738885306e-05,3.32441269031271e-05,3.20189894500689e-05,2.32811499112182e-05,2.05964624238308e-05,1.82709127024663e-05,1.49307545632984e-05,1.48325666518981e-05,1.23486778662033e-05,1.62841555042219e-05,1.34809348625314e-05,1.30713762771409e-05,1.13031092961566e-05,9.37650325084208e-06,9.82409859470303e-06,5.0217366938708e-06,6.5900895489409e-06,2.46265896701362e-06,3.94520797158072e-06,7.4569738117546e-07,1.58162149174582e-06,5.33399194363941e-07,2.08759883697994e-07
411600,1.17993563078285e-05,1.00461271150767e-05,9.49945928403709e-06,8.99259736302458e-06,9.41719373664762e-06,8.82541254091051e-06,1.21540711949595e-05,1.31686796127628e-05,1.40276026935711e-05,1.44486607640806e-05,1.03990728506509e-05,1.03000003634722e-05,9.66752868192954e-06,9.43842355532877e-06,9.2048955498361e-06,8.80152899489422e-06,6.34683120988603e-06,6.19114587289092e-06,4.87666626621626e-06,4.87843541777303e-06,3.99120591205655e-06,4.13893006704624e-06,3.9558228809213e-06,3.72494860276377e-06,3.09866895166979e-06,3.0889386181076e-06,1.95756619755788e-06,2.28132093244545e-06,1.32951739490714e-06,1.94960501555245e-06,6.71393015791428e-07,1.16764002746335e-06,2.9987118887127e-07,6.74046743126572e-07,3.15793552882134e-07,1.29148063643674e-07
411621,4.28860028874836e-05,3.52706900113987e-05,2.57101949986533e-05,2.35518300994029e-05,2.64974674414127e-05,2.56721582401829e-05,2.90370845011455e-05,2.94492968138712e-05,3.04824813230206e-05,2.99835805840135e-05,2.32068455458341e-05,2.359163600943e-05,1.9235100300902e-05,1.85221322235266e-05,2.35535992509596e-05,2.34589496426728e-05,1.39922196624359e-05,1.51403990227748e-05,9.46053794978831e-06,9.57553280097788e-06,8.32739637768183e-06,8.41231565240643e-06,1.03000003634722e-05,9.98243765903329e-06,9.60383922588608e-06,8.32739637768183e-06,7.19779310868887e-06,7.92933727741023e-06,4.97485417761659e-06,6.5945124278328e-06,2.52546384727869e-06,3.72671775432054e-06,1.46574206477786e-06,2.76253015588489e-06,1.06149093405759e-06,3.95405372936454e-07
411622,4.55114237977193e-05,3.6990305324572e-05,3.18181907483764e-05,2.90468148347077e-05,3.32441269031271e-05,3.12184483706338e-05,3.78394980718181e-05,3.65365179502624e-05,3.94158121088936e-05,3.65090961011326e-05,2.78977508985903e-05,2.64815450774018e-05,2.45054027884979e-05,2.26345250172214e-05,2.66690751424187e-05,2.54395148104686e-05,1.56074550337602e-05,1.53199679057862e-05,1.1415450420011e-05,1.14004126317786e-05,1.12721491439133e-05,1.15419447563196e-05,1.22752580765977e-05,1.22230681056732e-05,1.08183617696036e-05,9.94263174900613e-06,7.90722288295069e-06,9.00675057547869e-06,5.43041070348297e-06,7.17125583533743e-06,2.61126769778168e-06,3.91601697089414e-06,1.43124360942099e-06,2.74395406453888e-06,9.61533871100504e-07,4.21942646287894e-07
411623,5.19564429190057e-05,4.32973306244309e-05,4.22349551145949e-05,3.80420659250674e-05,4.50010235735933e-05,4.28311591892239e-05,5.14601959073338e-05,5.03137856985516e-05,5.12850499032143e-05,5.14973480900258e-05,3.38589070691021e-05,3.36802227618691e-05,3.41313564088436e-05,3.10088039111575e-05,3.53281874369935e-05,3.32910094193813e-05,2.48380032811693e-05,2.33236095485805e-05,1.8270028126688e-05,1.66645230889258e-05,1.59542087388856e-05,1.52704316621969e-05,1.62965395651192e-05,1.65397979041741e-05,1.34278603158286e-05,1.44415841578536e-05,9.51007419337766e-06,1.1807317489834e-05,6.70331524857371e-06,9.78075438156235e-06,3.35784965473552e-06,5.6993217401109e-06,1.63204231111355e-06,3.66479744983384e-06,1.47547239834006e-06,5.03323617898976e-07
411624,5.90003198422562e-05,5.22961200179041e-05,5.57645416449373e-05,5.09312195918617e-05,4.871889557013e-05,4.60174011429535e-05,4.81253452228362e-05,4.63093111498193e-05,5.19475971612219e-05,5.18821385536217e-05,3.75944705812065e-05,3.86771913339452e-05,2.87867495558636e-05,2.73599288253345e-05,3.45179160239962e-05,3.30734037778995e-05,2.64550078040504e-05,2.54182849917875e-05,1.98905709526826e-05,1.91997172697667e-05,1.55083825465814e-05,1.49873674131148e-05,1.55331506683761e-05,1.59188257077504e-05,1.37878826576298e-05,1.47803766809736e-05,9.64010683279972e-06,1.17020529722066e-05,6.33090884587517e-06,9.13589863912236e-06,3.36315710940581e-06,5.53567522111035e-06,1.70988497961111e-06,3.31096713848131e-06,1.48343358034549e-06,5.3959122481261e-07
411625,6.34231987341629e-05,5.69649109762008e-05,5.60874118040465e-05,5.19644041010111e-05,4.93319065845483e-05,4.67781363123614e-05,5.38211286598335e-05,5.15088475751447e-05,5.88472882325963e-05,5.65049315714425e-05,3.92760491359094e-05,3.73910181521787e-05,2.89707413177669e-05,2.55704320256691e-05,3.74034022130761e-05,3.3930557707151e-05,2.68336062371976e-05,2.53209816561655e-05,2.06902274563393e-05,1.98419192848716e-05,1.60630115596265e-05,1.56569912773495e-05,1.65353750252822e-05,1.70174688245e-05,1.56278002766629e-05,1.61948133506054e-05,1.03229993337101e-05,1.21514174676243e-05,7.20044683602401e-06,9.75156338087576e-06,3.5719169931038e-06,5.54098267578064e-06,1.61611994710269e-06,3.00578849493975e-06,1.2888269091016e-06,5.08631072569264e-07
411626,6.82653665450223e-05,6.10233446474143e-05,5.93426506684898e-05,5.45836329807982e-05,5.23686552317314e-05,4.98759206882528e-05,5.70427536446983e-05,5.53063313917358e-05,5.91197375723377e-05,5.95699866435338e-05,4.01800855814151e-05,4.0541877074773e-05,3.01321893147816e-05,2.85408374894736e-05,3.97643349655759e-05,3.8041181349289e-05,2.7855291261228e-05,2.58411122138537e-05,2.2570835561178e-05,2.05407341497928e-05,1.70572747345272e-05,1.57817164621013e-05,1.80701140007738e-05,1.77658199330106e-05,1.58816735250584e-05,1.65309521463903e-05,1.14296036324651e-05,1.39904505108791e-05,7.68342521102022e-06,1.08590522554092e-05,3.89213342487785e-06,6.57593633648679e-06,2.00710244114723e-06,4.03543470097562e-06,1.66565619069204e-06,6.43086590883226e-07
411627,6.38071046219804e-05,5.65005086925506e-05,6.10516510723225e-05,5.62722881417282e-05,5.72152459214827e-05,5.53213691799683e-05,5.85624548319575e-05,5.67685351534001e-05,5.72807045290829e-05,5.58591912532241e-05,3.47328679381429e-05,3.45108394177691e-05,3.12662154626664e-05,2.83816138493649e-05,4.35299740541452e-05,4.0799288626282e-05,2.93024572346599e-05,2.91105042907511e-05,1.87591985321328e-05,1.79966942111681e-05,1.58860964039503e-05,1.59391709506532e-05,1.62806172011083e-05,1.69422798833376e-05,1.57896776441067e-05,1.59329789202045e-05,1.11536159896102e-05,1.31660258854277e-05,7.98948843034016e-06,1.10058918346205e-05,3.73379436054759e-06,5.97796311030102e-06,2.13536592901253e-06,4.15927530994901e-06,1.57896776441067e-06,6.51932348667039e-07
