utci_thres,year_1990_time_2G_apr2sep,year_2020_time_2G_apr2sep,cdf_percpoint_chg_time_2G_apr2sep,cdf_percent_chg_time_2G_apr2sep,year_1990_time_3G_oct2mar,year_2020_time_3G_oct2mar,cdf_percpoint_chg_time_3G_oct2mar,cdf_percent_chg_time_3G_oct2mar
-11,0.9945495505948444,0.9970106547659492,0.0024611041711047887,0.0024745918085557345,0.8713868963736419,0.9041729005109596,0.03278600413731769,0.037625082811962994
-10,0.9934267096596394,0.9963815083688482,0.0029547987092087835,0.0029743499751694164,0.8587096203734538,0.8920610012392416,0.033351380865787816,0.0388389509963604
-9,0.9921283321165472,0.9956064046867408,0.0034780725701936133,0.003505668024592848,0.8451405097319696,0.8789622045306725,0.033821694798702895,0.04001901980704866
-8,0.990648079147724,0.9946788686382784,0.004030789490554354,0.004068840969259365,0.8306033728859772,0.8648277054496345,0.03422433256365731,0.041204182021008395
-7,0.9889653125779632,0.9935847150895648,0.004619402511601645,0.004670944928857131,0.8147474745703651,0.8494379689087685,0.03469049433840343,0.04257821646725143
-6,0.9870553559865352,0.9922397822419692,0.005184426255434027,0.005252416922708791,0.7976591346353978,0.8325350367619874,0.03487590212658953,0.043722814184947514
-5,0.984869504124396,0.9906709130497704,0.005801408925374396,0.005890535650743062,0.779019708644024,0.8143631841153833,0.0353434754713593,0.045369167274187196
-4,0.9823392349931528,0.988742809932378,0.006403574939225165,0.006518700171097004,0.7590181620820166,0.7947571520599819,0.03573898997796532,0.04708581660276991
-3,0.9794148319243094,0.9865053656887104,0.007090533764400941,0.007239561351618277,0.7374867570039029,0.7740634401773996,0.036576683173496716,0.049596393190967016
-2,0.9760162730483836,0.9839626813404254,0.007946408292041851,0.008141676026797074,0.7144198085412551,0.7522380307583041,0.037818222217049,0.05293557340503828
-1,0.9721007576295372,0.9810004524982696,0.008899694868732433,0.009155115659444905,0.6902698335452843,0.7292417001052748,0.03897186655999052,0.05645888704106873
0,0.9675690572274986,0.97746090502822,0.009891847800721387,0.010223402378188678,0.6650326068334791,0.705052269436427,0.04001966260294787,0.06017699311541967
1,0.9623256668683324,0.9732209971574818,0.010895330289149352,0.011321874355285252,0.6387447767052405,0.6794723200558146,0.04072754335057405,0.06376184171814911
2,0.9562935766207744,0.968266760771636,0.011973184150861571,0.012520406330837073,0.6116604621098143,0.6525567311881819,0.04089626907836763,0.06686106363210596
3,0.949474536627128,0.9626497519159,0.013175215288771969,0.013876322934973095,0.5835271570000834,0.6242394675817613,0.0407123105816779,0.0697693502235271
4,0.9418124558567272,0.9562842263963628,0.014471770539635553,0.015365872950226796,0.5547880446308121,0.594888722344194,0.04010067771338188,0.0722810776141854
5,0.933110341080226,0.9490016371409564,0.015891296060730475,0.017030457558035134,0.5255830253402156,0.5645943977459519,0.039011372405736267,0.07422494739148736
6,0.9234483107177226,0.9408757453376536,0.017427434619931015,0.01887212789028339,0.49592746259076925,0.5338810672855737,0.037953604694804466,0.07653055649818515
